Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;5;17.25;
3;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;5;17.25;
5;1;10.0;10.0;4;20.0;1;12.8999996185;8.625;5;17.25;
6;1;11.0;10.0;4;20.0;1;13.8999996185;8.625;5;17.25;
7;1;11.0;10.0;3;20.3999996185;1;14.8999996185;8.625;5;17.5949993134;
8;1;11.1199998856;10.1999998093;3;20.7264003754;1;15.5569992065;8.79749965668;5;17.8861961365;
9;1;11.2179203033;10.3632001877;3;20.9903717041;2;16.3317184448;8.94309806824;4;19.6667137146;
10;2;11.597111702;10.4951858521;2;23.0419120789;2;16.8000278473;9.3333568573;3;20.488096118;
11;2;11.9125738144;11.0209560394;2;23.9343504906;2;18.8000278473;9.6677980423;3;21.2256114483;
12;2;12.180305481;11.4571752548;2;24.6616024971;2;20.8000278473;9.94955635071;3;21.8913773298;
13;2;14.9185733795;11.8107032776;2;25.243845582;2;22.1147022247;10.1834592819;3;22.4993879795;
14;2;16.9185733795;12.0916318893;2;25.7037609816;2;23.2493934631;10.3752222061;3;23.0641682148;
15;2;17.9369182587;12.3113050461;2;26.0636560917;2;24.4015617371;10.5308046341;4;23.5378723145;
16;2;18.9431419373;12.4808797836;2;26.1228116751;2;25.5727500916;10.625;4;23.8573079109;
17;2;19.9494171143;12.5;2;26.1438889503;2;26.7644119263;10.625;4;24.2130148411;
18;2;20.955739975;12.5;4;26.1651208401;2;27.9778366089;10.625;4;24.6067101955;
19;2;21.8495368958;12.5;4;26.1864993572;2;28.7640266418;10.625;4;25.0395004749;
20;2;21.8559494019;12.5;5;26.2080165148;2;29.0237007141;10.625;4;25.5116910934;
21;2;21.8624038696;12.5;5;26.2296639681;2;29.3070144653;10.625;5;26.0225958824;
22;2;21.8688983917;12.5;5;26.2514331341;2;29.6135578156;10.625;5;26.5703659058;
23;2;21.8754291534;12.5;5;26.2733153105;2;29.9422187805;10.625;5;27.1518626213;
24;3;21.8819942474;12.5;4;26.2953014374;2;30.2911186218;10.625;5;27.7625956535;
25;3;19.5;13.8238258362;4;26.3173824549;2;30.6575584412;10.625;5;28.3967533112;
26;3;20.5;12.8293457031;4;26.3395489454;2;31.0380516052;10.625;5;29.0473399162;
27;3;18.9018650055;13.5;4;26.3617914915;2;31.4284038544;10.625;5;29.7064228058;
28;3;17.908536911;14.5;5;26.3841004372;2;31.8238525391;10.625;5;30.365480423;
29;3;16.9152297974;15.5;5;26.4064661264;2;32.2192878723;10.625;2;31.0158262253;
30;3;15.9219398499;16.5;6;26.428878665;2;28.2192878723;12.625;2;31.6490592957;
31;3;14.9286632538;17.5;6;26.4513280392;2;28.2192878723;12.625;3;32.2575025558;
32;3;14.4353981018;18.5;6;26.4738043547;3;25.2192878723;14.625;2;32.8345708847;
33;3;14.4421415329;19.5;7;26.4962974787;3;25.2192878723;14.625;2;33.375041008;
34;3;14.4488887787;20.5;8;26.5187973976;3;27.2192878723;16.625;2;33.8751935959;
35;3;14.4556388855;21.5;8;26.5412938595;3;29.2192878723;17.625;2;34.3328323364;
36;3;15.4623880386;19.5;9;26.5637768507;3;30.2192878723;18.625;2;34.7471876144;
37;3;14.4691333771;20.5;9;26.5862361193;3;31.2192878723;19.625;2;35.1187400818;
38;3;14.4758710861;21.5;9;26.6086617708;3;32.2192878723;20.625;2;35.4489908218;
39;3;15.4825983047;19.5;9;26.6310436726;3;33.2192878723;20.625;2;35.7402133942;
40;3;14.4893131256;20.5;10;26.6533719301;4;34.2192878723;20.625;2;35.9952106476;
41;3;14.496011734;21.5;11;26.6756366491;4;35.2192878723;20.625;2;36.2170953751;
42;3;15.5026912689;19.5;13;26.6978281736;4;35.730255127;20.625;2;36.4091091156;
43;3;14.5093479156;20.5;13;26.7199368477;4;36.8454666138;21.625;1;37.5;
44;3;14.5159816742;21.5;13;26.7419531345;4;37.9000015259;22.625;1;37.5399999619;
45;3;15.5225858688;19.5;14;26.7638677359;4;38.5240020752;23.625;1;37.5811839104;
46;4;14.5291604996;20.5;14;26.7856714725;4;38.5487098694;24.625;1;37.6235535145;
47;4;14.5357017517;21.5;14;26.8073554039;4;38.574131012;25.625;1;37.6671074629;
48;4;15.5422067642;20.5;14;26.8289107084;4;38.6002655029;25.625;2;38.711841464;
49;4;16.0;20.5;15;26.8503289223;4;39.6271057129;26.625;2;38.7977478504;
50;4;17.5550994873;20.5;15;26.8716015816;4;40.6546478271;27.625;2;38.885999918;
51;4;18.5614814758;21.5;15;26.8927206993;4;41.682888031;28.625;3;38.9765849113;
52;4;19.5678157806;22.5;15;26.9136784077;4;42.7118186951;29.625;3;40.4979125261;
53;4;20.5741043091;22.5;15;26.9344670773;4;44.5850028992;31.0234375;4;41.8117855787;
54;4;21.0;23.2737865448;15;27.9550794363;5;45.3318519592;31.9783210754;4;42.9384887218;
55;4;22.5;24.2820320129;15;28.0155084133;6;44.9891433716;33.0885238647;3;43.9019296169;
56;4;23.5;25.2902030945;16;28.0769312382;6;45.4622039795;32.5200500488;3;44.7267645597;
57;4;24.0987243652;25.5;16;28.1235535145;6;46.8475418091;32.7208404541;3;45.2298983335;
58;4;23.8370666504;27.2999992371;17;28.1671074629;6;47.1977462769;32.783493042;3;45.6535588503;
59;5;23.5;28.2999992371;15;52.211841464;6;47.4008636475;32.8260612488;3;45.9073508978;
60;5;25.463552475;28.5;17;53.4577486515;6;47.5001296997;32.8702392578;3;46.1198709011;
61;5;26.4773254395;29.5;16;54.4624164104;6;47.5727157593;32.9160079956;3;48.33951509;
62;5;27.1000003815;30.5;17;55.2541353703;6;49.647693634;34.9633483887;4;48.6010385752;
63;5;28.5059089661;31.5;17;55.8681067228;6;51.7249603271;37.01222229;5;48.8746065497;
64;5;29.5207138062;32.5;17;56.339957118;6;52.3758850098;39.0625839233;5;49.1596835852;
65;5;30.5358486176;32.5;18;56.5043625832;6;52.4451751709;41.1143836975;7;49.455697;
66;5;31.5513076782;32.5;18;56.5569496155;7;52.5175247192;44.1143836975;6;49.7620337605;
67;6;32.5670852661;32.5;16;71.6105561256;7;52.0540542603;46.1143836975;7;50.0780396461;
68;6;34.5831680298;33.5;16;72.4151450396;7;52.1404495239;48.1143836975;7;50.4030188918;
69;6;36.5995407104;34.5;18;73.140049696;7;52.2280807495;50.1143836975;8;50.7362340093;
70;6;37.0162010193;35.5;18;73.7843916416;7;52.3167037964;52.1143836975;8;51.0769097805;
71;6;37.0331306458;36.5;19;74.3506456614;7;52.4060745239;53.450969696;8;51.4242349863;
72;6;37.0503120422;37.5;19;74.8437718153;7;52.4959335327;53.9290161133;9;51.7773668766;
73;6;37.0677337646;38.5;20;75.6293720007;8;52.5860137939;53.9847602844;3;52.135436058;
74;6;37.0853767395;39.5;20;78.1883504391;8;48.5860137939;56.0414428711;4;52.497551918;
75;6;37.6669311523;38.0;20;80.2140989304;8;47.2000007629;58.0988807678;6;52.8628097773;
76;6;38.1182556152;38.3899993896;20;81.7978765965;8;46.2000007629;59.3692855835;6;53.2302960157;
77;6;38.463760376;39.6872596741;22;82.7880551815;8;45.2000007629;62.2152709961;7;53.5990961194;
78;6;38.6546096802;38.9097442627;23;83.3653774261;8;44.2000007629;64.2738647461;9;53.9683012962;
