Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;9.0;10.0;4;20.0;2;12.2999992371;8.625;3;18.25;
2;1;9.0;10.0;5;20.0;2;12.2999992371;8.625;2;18.3624999523;
3;1;9.0;10.0;5;20.0;2;12.3449993134;8.625;2;18.4864046574;
4;1;9.0;10.0;5;20.0;2;13.6418428421;8.625;2;18.6225773096;
5;2;10.3000001907;10.0;4;21.0;2;14.7235460281;8.625;2;18.7718783617;
6;2;11.3000001907;10.0;4;21.0900000334;2;15.813126564;8.625;1;19.2953654528;
7;2;11.3269996643;10.0;4;21.5980186462;2;16.5772190094;8.79749965668;1;19.7829483747;
8;2;11.4794054031;10.1999998093;4;22.0418490171;2;16.86977005;8.94309806824;1;20.8357114792;
9;2;11.6125545502;10.3632001877;4;22.4332156181;2;17.5014266968;9.3333568573;1;21.8100104332;
10;2;11.7299642563;10.4951858521;4;23.6659361124;2;19.5014266968;9.6677980423;1;22.7143921852;
11;2;12.0997810364;11.0209560394;3;24.7393633127;2;21.5014266968;9.94955635071;1;23.5604228973;
12;2;14.0997810364;11.4571752548;3;25.6686143875;2;23.1161308289;10.1834592819;1;24.3609085083;
13;2;16.0997810364;11.8107032776;3;26.4751701355;2;23.6165466309;10.3752222061;1;25.1284193993;
14;2;17.3001461029;12.0916318893;3;27.1828548908;2;25.6401138306;10.5308046341;2;25.812277317;
15;2;18.3806476593;12.3113050461;3;27.8148901463;2;26.9373931885;10.625;3;26.3455038071;
16;2;19.4685134888;12.4808797836;3;28.1711652279;2;28.2573299408;10.625;4;26.9138817787;
17;2;20.5639228821;12.5;3;28.5145654678;2;29.5983562469;10.625;4;27.513466835;
18;2;21.6669425964;12.5;3;28.8830828667;2;30.5080795288;10.625;4;28.1389698982;
19;2;22.6649246216;12.5;4;29.2759313583;2;30.8833808899;10.625;4;28.7838482857;
20;2;22.7827796936;12.5;4;29.6917257309;2;31.2703094482;10.625;4;29.4405097961;
21;2;22.9075183868;12.5;4;30.1284441948;2;31.6643066406;10.625;4;30.1006231308;
22;2;23.0385322571;12.5;4;30.5834169388;2;32.0603752136;10.625;4;30.7555141449;
23;2;23.1750259399;12.5;4;31.0533499718;2;32.4533081055;10.625;4;31.3966121674;
24;2;23.3160057068;12.5;4;31.5343885422;2;32.8379669189;10.625;5;32.0158996582;
25;2;23.4603157043;12.5;4;32.0222206116;2;33.2095413208;10.625;6;32.6063127518;
26;2;21.5;13.5;4;32.5122156143;2;33.5637893677;10.625;6;33.1620550156;
27;2;20.5;13.5;5;32.9995918274;2;33.8972320557;10.625;6;33.6787929535;
28;2;20.5;14.5;6;33.4795999527;2;34.2072753906;10.625;6;34.1537227631;
29;2;20.0438804626;15.5;6;33.9477081299;2;34.4922332764;10.625;5;34.5855169296;
30;2;19.0438804626;14.5;6;34.399772644;2;34.7513122559;10.625;5;34.9741783142;
31;2;18.0438804626;14.5;6;34.8321838379;2;34.9845046997;10.625;5;35.3208265305;
32;2;17.5;13.5;6;35.2419710159;2;35.1924972534;12.625;7;35.627453804;
33;2;16.5;13.5;8;35.6268672943;2;35.3764724731;14.625;7;35.8966779709;
34;2;16.5;13.5;8;35.9853258133;2;35.5380058289;16.625;7;36.1315116882;
35;2;15.5;13.5;8;36.3164978027;2;35.6789093018;18.625;8;36.3351631165;
36;2;15.5;13.5;8;36.6201763153;2;35.8010978699;20.625;8;36.5;
37;2;16.5;14.5;9;36.8967161179;3;35.9000015259;20.625;6;46.5;
38;2;17.5;15.5;9;37.1469373703;3;36.9000015259;21.625;7;46.8999996185;
39;2;18.5;16.5;10;37.3720273972;3;37.9000015259;22.625;8;47.2743997574;
40;2;20.5;14.5;10;37.5734405518;3;37.9000015259;23.625;8;47.6219387054;
41;2;20.5;15.5;10;37.7528085709;3;37.9000015259;24.625;9;47.9420347214;
42;2;19.5;14.5;10;37.911860466;3;37.9000015259;25.625;12;48.2347183228;
43;2;19.5;14.5;11;38.0;3;37.9000015259;26.625;13;48.5005426407;
44;2;20.5;16.5;12;38.0;3;37.9000015259;27.625;13;48.7404880524;
45;2;21.5;18.5;12;38.0;3;37.9000015259;28.625;13;48.9558610916;
46;2;21.5;20.5;12;38.0;3;37.9000015259;29.625;13;49.1481971741;
47;2;21.5;22.5;13;38.0;3;37.9000015259;30.625;14;49.3191757202;
48;2;21.5;24.5;14;38.0;3;38.9000015259;28.625;14;50.9674892426;
49;2;21.5;25.5;14;38.0;4;38.7212524414;30.0234375;11;65.1204404831;
50;2;21.5;26.5;14;38.0;4;40.4135932922;32.3489723206;11;67.0971012115;
51;2;21.5;27.5;17;38.0;4;41.9891433716;34.0375595093;12;68.8185138702;
52;2;22.5;25.5;18;38.0;4;43.4622039795;35.3218688965;12;70.304523468;
53;3;21.5;26.5;17;38.0;4;44.8475418091;36.5514450073;12;71.2890672684;
54;3;21.5;27.5;17;38.0;4;46.0353012085;37.5999984741;12;72.0498104095;
55;3;22.5;25.5;18;38.0;4;47.1708488464;37.5999984741;13;72.5655097961;
56;3;21.5;26.5;18;38.0;4;48.2000007629;37.5999984741;12;72.9687957764;
57;3;21.5;27.5;18;38.0;4;49.2000007629;37.5999984741;13;73.3134670258;
58;3;22.5;25.5;18;38.0;4;50.2000007629;37.5999984741;13;73.6054649353;
59;3;21.5;26.5;19;38.0;4;49.2000007629;38.5999984741;13;73.8509788513;
60;3;21.5;27.5;19;38.0;4;49.2000007629;39.5999984741;14;74.0;
61;3;22.5;25.5;20;39.0;5;49.2000007629;40.5999984741;13;74.0;
62;3;24.5;25.5;19;39.0299999714;5;49.2000007629;41.5999984741;14;74.0;
63;3;26.5;25.5;19;39.0605909824;5;49.2000007629;42.5999984741;14;74.0;
64;3;27.3999996185;25.5;20;39.091766119;5;49.2000007629;43.5999984741;14;74.0;
65;3;27.3999996185;26.5;21;39.1235172749;5;49.2000007629;44.5999984741;15;74.0;
66;3;25.3999996185;28.5;20;39.1558350325;6;49.2000007629;45.5999984741;14;74.0;
67;3;24.3999996185;30.077917099;20;39.1887089014;6;49.2000007629;44.5999984741;14;74.0;
68;3;23.5;31.0943546295;20;39.2221269608;6;49.4000015259;44.5999984741;14;75.0;
69;3;23.5;32.1110649109;21;39.2560760975;6;50.4000015259;45.5999984741;15;75.0449999571;
70;3;23.5;33.128036499;21;39.2905418873;6;51.4000015259;46.5999984741;15;75.0915547609;
71;3;24.5;31.1452713013;21;40.7284142971;6;51.4000015259;47.5999984741;15;75.1396753788;
72;3;23.7999992371;32.6692085266;21;41.9069008827;6;51.4000015259;48.5999984741;15;75.1893689632;
73;3;25.0340003967;31.0837097168;21;42.8621233702;6;51.4000015259;49.5999984741;15;76.2406382561;
74;3;24.2123565674;32.4060325623;22;43.6322702169;6;49.4000015259;55.4684448242;16;76.333481431;
75;3;25.3458442688;30.6541194916;22;44.1051259041;7;49.4000015259;57.4684448242;15;76.4290759563;
76;3;26.3999996185;29.7705154419;22;44.3675560951;7;48.4000015259;59.4684448242;15;76.5274114609;
77;3;27.3999996185;29.797164917;22;44.6030881405;7;48.4000015259;62.4684448242;16;76.6284694672;
78;3;28.3999996185;29.8243141174;23;44.7038816214;7;48.4000015259;65.4684448242;16;76.8519749641;
79;3;26.8999996185;30.851940155;23;44.7600436211;7;48.4000015259;68.4684448242;16;77.0913248062;
80;3;23.8999996185;32.8800201416;23;44.8170682192;7;48.4000015259;70.8147583008;17;77.3470733166;
81;3;21.8999996185;34.9085350037;24;44.8749042749;7;48.4000015259;72.9212265015;17;77.6196920872;
82;3;19.8999996185;36.0;24;44.9334968328;7;45.4000015259;77.0350189209;18;78.90955019;
83;3;18.3999996185;38.0;25;44.9927875996;8;45.4000015259;79.1562805176;17;79.2768938541;
84;3;17.3999996185;40.9963951111;25;45.0527150631;8;43.4000015259;84.2850875854;19;79.6647903919;
85;3;17.3999996185;40.0263595581;25;45.1132144928;8;42.0;88.7792739868;20;80.073248744;
86;3;16.0;42.0566062927;25;45.1742184162;8;42.0;90.0190048218;21;80.5020871162;
87;3;16.0;44.0871086121;26;45.2356569767;8;42.0;94.7792739868;21;80.9509161711;
88;3;17.0;43.1178283691;26;45.2974581718;8;43.0;98.7792739868;21;81.419123292;
89;3;16.0;45.148727417;26;45.3595478535;8;44.0;102.779273987;23;81.9058630466;
90;3;17.0;44.179775238;26;45.4218506813;8;46.0;103.779273987;26;82.4100509882;
91;3;17.0;43.2109260559;26;45.4842896461;8;46.0;107.779273987;27;82.9303650856;
92;4;16.0;45.2421455383;24;69.546787262;8;47.0;111.779273987;28;83.4652532339;
93;4;19.0;42.2733917236;25;71.2892656326;8;49.0;113.779273987;28;84.0129474401;
94;5;20.0;42.0;20;87.7178227901;8;49.0;118.779273987;28;84.5714855194;
95;5;23.0;41.0;20;89.8993861675;8;50.0;123.779273987;30;85.1387414932;
96;5;26.0;43.0;21;91.727296114;8;52.0;125.779273987;30;85.7124576569;
97;5;27.5;44.3979034424;21;93.2381112576;8;51.0;130.212142944;33;86.2902846336;
98;5;28.5;44.0;22;94.4746363163;8;52.0;131.352050781;33;86.8698244095;
99;7;29.5;45.0;15;110.2071805;8;53.0;129.493118286;33;87.448674202;
100;7;31.5;47.0;15;111.85041666;8;51.0;133.634780884;24;88.0244688988;
