Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;9.0;10.0;5;20.0;2;12.2999992371;8.625;4;18.25;
3;1;9.0;10.0;5;20.0;2;12.2999992371;8.625;4;18.2875000238;
4;1;9.0;10.0;5;20.0;2;12.3149995804;8.625;5;18.3260172606;
5;2;10.3000001907;10.0;4;21.0;2;13.5456104279;8.625;5;18.365549922;
6;2;11.3000001907;10.0;4;21.0599999428;2;14.5693292618;8.625;5;18.7622488737;
7;2;11.3179998398;10.0;4;21.5335636139;2;15.6003494263;8.79749965668;5;19.1069378853;
8;2;11.4600687027;10.1999998093;4;21.9377998114;2;16.4641628265;8.94309806824;5;19.9549534321;
9;2;11.5813398361;10.3632001877;4;22.2840082645;2;16.9729709625;9.3333568573;5;20.6941963434;
10;2;11.6852025986;10.4951858521;4;23.4481773376;2;17.4165172577;9.6677980423;4;21.3309605122;
11;2;12.034453392;11.0209560394;4;24.4414664507;2;19.4165172577;9.94955635071;4;21.8749141693;
12;2;14.034453392;11.4571752548;4;25.2779132128;2;21.4165172577;10.1834592819;4;22.3374892473;
13;2;16.0344524384;11.8107032776;5;25.9779809713;2;22.4024944305;10.3752222061;4;22.7305924892;
14;2;17.1509895325;12.0916318893;5;26.5645889044;2;21.6369667053;10.8646011353;4;23.0037845373;
15;2;18.1951675415;12.3113050461;5;27.060223341;2;22.75;10.625;4;23.0914074183;
16;2;19.2421131134;12.4808797836;5;27.2642745972;2;22.854845047;10.625;4;23.1817946434;
17;2;20.2918567657;12.5;5;27.439432621;2;22.9090766907;10.625;4;23.2748725414;
18;2;21.3444023132;12.5;5;27.6238675117;2;22.9649238586;10.625;4;23.3705503941;
