Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;9.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;10.0;3;20.0;1;11.8999996185;8.625;6;17.25;
5;1;10.0;10.0;3;20.0;1;12.8999996185;8.625;6;17.25;
6;1;11.0;10.0;3;20.0;1;13.8999996185;8.625;6;17.25;
7;1;11.0;10.0;3;20.3999996185;1;14.8999996185;8.625;6;17.5949993134;
8;1;11.1199998856;10.1999998093;3;20.7264003754;1;15.5569992065;8.79749965668;6;17.8861961365;
9;1;11.2179203033;10.3632001877;3;20.9903717041;2;16.3317184448;8.94309806824;5;19.6667137146;
10;1;11.2971115112;10.4951858521;3;22.0419120789;2;16.8000278473;9.3333568573;5;20.365596056;
11;1;11.6125736237;11.0209560394;3;22.9143505096;2;18.8000278473;9.6677980423;5;20.9597036839;
12;1;11.8743057251;11.4571752548;3;23.6214065552;2;20.8000278473;9.94955635071;5;21.4586846828;
13;1;13.6125736237;11.8107032776;3;24.1832637787;2;21.8550872803;10.1834592819;5;21.8739616871;
14;1;14.6125736237;12.0916318893;3;24.6226100922;2;22.1243782043;10.3752222061;5;22.2174443007;
15;1;15.6125736237;12.3113050461;3;24.9617595673;2;22.3304672241;10.5308046341;5;22.4387089014;
16;1;16.6125736237;12.4808797836;3;25.0;2;22.4632263184;10.625;5;22.4721269608;
17;1;17.6125736237;12.5;3;25.0;2;22.4832763672;10.625;5;22.5060760975;
18;1;18.6125736237;12.5;3;25.0;2;22.5036449432;10.625;5;22.5405418873;
19;1;19.5;12.5;4;25.0;2;22.5243244171;10.625;5;22.5755085945;
20;1;19.5;12.5;5;25.0;2;22.5453052521;10.625;5;22.6109591722;
21;1;19.5;12.5;5;25.0;2;24.566576004;10.625;6;22.6468753815;
22;1;19.5;12.5;5;25.0;2;25.5881252289;10.625;6;22.6832377911;
23;1;19.5;12.5;5;25.0;2;26.6099433899;10.625;6;22.7200255394;
24;1;19.5;12.5;5;25.0;2;27.6320152283;10.625;6;22.7572168112;
25;1;19.5;12.5;5;25.0;3;27.6543292999;10.625;5;22.7947884798;
26;1;19.5;12.5;5;25.0;3;27.6768722534;10.625;5;22.8327163458;
27;1;19.5;12.5;5;25.0;3;27.6996307373;10.625;5;22.8709751368;
28;1;17.5;13.5;5;25.0;3;27.7225856781;10.625;5;22.9095385075;
29;1;16.5;14.5;5;25.0;3;27.7457237244;10.625;5;22.9483793974;
30;1;15.5;15.5;5;25.0;3;27.76902771;10.625;5;22.9874696732;
31;1;14.5;16.5;5;25.0;3;27.7924823761;10.625;5;23.0267804861;
32;1;13.5;17.5;6;25.0;3;27.8160686493;10.625;5;23.0662822723;
