Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;9.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;9.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;10.0;5;20.0;1;11.8999996185;8.625;6;17.25;
5;1;10.0;10.0;5;20.0;2;13.8999996185;8.625;5;18.25;
6;1;11.0;10.0;5;20.0;2;15.8999996185;8.625;5;18.3999999762;
7;1;11.0;10.0;5;20.3999996185;2;17.8999996185;8.625;5;18.9272742271;
8;2;11.4200000763;10.1999998093;4;21.7264003754;2;19.3563652039;8.79749965668;5;19.4272081852;
9;2;11.5179204941;10.3632001877;4;22.0603717566;2;19.6563262939;8.94309806824;5;20.5075911283;
10;2;11.6181116104;10.4951858521;4;23.2074631453;2;20.3045539856;9.3333568573;5;21.5291695595;
11;2;11.9622392654;11.0209560394;4;24.1828715801;2;22.2000274658;9.6677980423;5;22.5052189827;
12;2;13.9622392654;11.4571752548;4;25.0006883144;2;23.2000274658;9.94955635071;5;23.4523892403;
13;2;15.9622383118;11.8107032776;5;25.6814495325;2;24.2000274658;10.1834592819;5;24.3886625767;
14;2;17.0620288849;12.0916318893;5;26.2481688261;2;24.4502677917;10.3752222061;5;25.331486702;
15;2;18.1002407074;12.3113050461;5;26.723449707;2;24.6369667053;10.5308046341;5;26.2342333794;
16;2;19.1410808563;12.4808797836;5;26.9068236351;2;24.75;10.625;5;27.0324964523;
17;2;20.1846199036;12.5;5;27.0611462593;2;24.75;10.625;5;27.9124479294;
18;2;21.2309169769;12.5;5;27.2247776985;2;24.75;10.625;5;28.8676800728;
19;2;22.167432785;12.5;6;27.3977591991;2;24.75;10.625;5;29.8871021271;
20;2;22.2193279266;12.5;6;27.5800426006;2;24.75;10.625;5;30.9548978806;
21;2;22.2740135193;12.5;6;27.7714805603;2;26.75;10.625;4;32.0510759354;
22;2;22.3314437866;12.5;6;27.9718174934;2;27.75;10.625;4;33.1526699066;
23;2;22.391544342;12.5;4;28.1806821823;2;28.75;11.625;4;34.2354946136;
24;3;22.4542045593;12.5;3;28.3975830078;3;29.75;12.625;3;35.2762174606;
25;3;19.5;14.349395752;3;28.6219055653;3;29.75;13.625;3;36.2543754578;
26;3;20.5;13.4054765701;5;28.8529140949;3;29.75;14.625;3;37.1539812088;
27;4;19.5;13.5;4;29.089756012;3;29.75;15.625;3;37.9644508362;
28;4;18.7269268036;14.5;4;29.3314704895;3;29.75;16.625;3;38.6807575226;
29;4;18.5;13.5;4;29.5770010948;3;30.75;14.625;4;39.302904129;
30;4;19.5;14.3308000565;4;29.8252120018;4;31.75;13.625;3;39.8349399567;
31;4;18.5;13.5;4;30.0749063492;4;32.75;12.625;3;40.2837772369;
