Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;9.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;9.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;10.0;5;20.0;2;12.2999992371;8.625;5;18.25;
5;1;10.0;10.0;5;20.0;2;13.5;8.625;5;18.3999999762;
6;1;11.0;10.0;5;20.0;2;14.5899991989;8.625;5;18.570775032;
7;2;11.3000001907;10.0;4;21.3999996185;2;15.6924648285;8.625;5;19.1228616238;
8;2;11.4200000763;10.1999998093;4;21.7264003754;2;16.4737167358;8.79749965668;5;19.6504514217;
9;2;11.5179204941;10.3632001877;4;21.9903717041;2;16.790271759;8.94309806824;5;20.770336628;
10;2;11.597111702;10.4951858521;4;23.0819120407;2;17.4622020721;9.3333568573;5;21.8367276192;
11;2;11.9245738983;11.0209560394;4;23.99553442;2;19.4622001648;9.6677980423;5;22.8629252911;
12;2;13.9245738983;11.4571752548;4;24.7449600697;2;21.4622001648;9.94955635071;5;23.8652899265;
13;2;15.9245738983;11.8107032776;5;25.3503712416;2;23.2990493774;10.1834592819;5;24.8610877991;
14;2;16.9627056122;12.0916318893;5;25.8344515562;2;23.9166526794;10.3752222061;5;25.8665137291;
15;2;17.9761257172;12.3113050461;5;26.2195074558;2;24.519908905;10.5308046341;5;26.8330631256;
16;2;18.9898986816;12.4808797836;5;26.3048160076;2;25.0998382568;10.625;5;27.6938004494;
17;2;20.0040187836;12.5;5;26.3530313969;2;25.6162796021;10.625;5;28.631772995;
18;2;21.0184822083;12.5;5;26.4023760557;2;26.179063797;10.625;5;29.6370391846;
19;2;21.9207134247;12.5;6;26.4528282881;2;26.7822227478;10.625;5;30.6948928833;
20;2;21.9358482361;12.5;6;26.5043625832;2;27.416934967;10.625;5;31.7862606049;
21;2;21.9513092041;12.5;6;26.5569496155;2;30.0717563629;10.625;6;32.8887472153;
22;2;21.9670848846;12.5;6;26.6105561256;2;31.733247757;10.625;6;33.9782800674;
23;2;21.9831676483;12.5;6;26.6651450396;2;33.38697052;10.625;6;35.0311279297;
24;2;21.9995441437;12.5;7;26.72067523;2;35.0186767578;10.625;6;36.0259695053;
25;3;22.0162029266;12.5;6;26.7771017551;2;35.6155815125;10.625;6;36.9456300735;
26;3;22.0331306458;12.5;6;26.8343759775;2;36.1673774719;10.625;6;37.7781848907;
27;3;20.0503120422;13.5;6;26.8924454451;3;36.6669120789;10.625;5;38.5172939301;
28;3;19.0677337646;14.5;6;26.9512542486;3;37.1103744507;10.625;5;39.1618309021;
29;3;18.0853767395;15.5;6;27.0107431412;3;37.4971008301;10.625;5;39.7149791718;
30;3;17.1032218933;16.5;6;27.0708494186;3;37.8289871216;10.625;5;40.1830711365;
