Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;9.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;9.0;10.0;5;20.0;2;12.2999992371;8.625;4;18.25;
4;1;9.0;10.0;5;20.0;2;12.2999992371;8.625;4;18.2875000238;
5;1;10.0;10.0;5;20.0;2;13.5225000381;8.625;4;18.3260172606;
6;1;11.0;10.0;5;20.0;2;14.5456104279;8.625;4;18.7213094234;
7;2;11.3000001907;10.0;4;21.3999996185;2;15.5757856369;8.79749965668;4;19.0645833015;
8;2;11.4200000763;10.1999998093;4;21.7664003372;2;16.4387512207;8.94309806824;4;19.9107559919;
9;2;11.529920578;10.3632001877;3;22.0715556145;2;16.9464530945;9.3333568573;4;20.6481348276;
10;2;11.6214666367;10.4951858521;3;23.1762773991;2;17.388879776;9.6677980423;4;21.2830202579;
11;2;11.9528827667;11.0209560394;3;24.1039098501;2;19.388879776;9.94955635071;4;21.8250879049;
12;2;13.9528827667;11.4571752548;3;24.8681889772;2;21.388879776;10.1834592819;4;22.2857775688;
13;2;15.9528827667;11.8107032776;4;25.4893084764;2;22.3714675903;10.3752222061;3;22.6770049334;
14;2;17.0043869019;12.0916318893;4;25.9899599552;2;23.5705947876;10.5308046341;4;22.9483398199;
15;2;18.0227775574;12.3113050461;4;26.3924539089;2;24.6203613281;10.625;4;23.0341341496;
16;2;19.0417823792;12.4808797836;4;26.4960671663;2;25.671836853;10.625;4;23.1227318048;
17;2;20.0613937378;12.5;4;26.5634490252;2;26.7249946594;10.625;4;23.2140699625;
18;2;21.0816078186;12.5;4;26.6328122616;2;27.7797985077;10.625;4;23.3080689907;
19;2;21.9898433685;12.5;5;26.7041202784;2;27.9848403931;10.625;4;23.4046320915;
20;2;22.0112361908;12.5;5;26.7773271799;2;28.0427799225;10.625;4;23.5036454201;
21;2;22.033197403;12.5;5;26.8523778915;2;28.1021881104;10.625;5;23.6049773693;
22;2;22.0557136536;12.5;5;26.9292075634;2;28.1629867554;10.625;5;23.708479166;
23;2;22.0787620544;12.5;5;27.0077416897;2;28.2250881195;10.625;5;23.8139853477;
24;2;22.1023216248;12.5;5;27.0878958702;3;28.2883911133;10.625;3;23.9213142395;
25;2;22.1263694763;12.5;6;27.1695766449;3;28.3527889252;10.625;3;24.0302686691;
26;3;22.1508731842;12.5;5;27.2526805401;3;28.4181613922;10.625;3;24.1406378746;
27;3;20.1758041382;13.5;5;27.3370957375;3;28.4843826294;10.625;3;24.2521979809;
28;3;19.201128006;14.5;5;27.4227013588;3;28.5513191223;10.625;3;24.3647143841;
29;3;18.2268104553;15.5;5;27.5093686581;3;28.6188278198;10.625;3;24.477943182;
30;3;17.2528114319;16.5;5;27.5969614983;3;28.6867656708;10.625;3;24.5916330814;
