Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;2;9.19999980927;10.0;3;21.0;1;11.8999996185;8.625;4;17.25;
2;2;9.19999980927;10.0;3;21.1200000048;1;11.8999996185;8.625;5;17.25;
3;2;9.22399997711;10.0;3;21.2530560493;1;11.8999996185;8.625;5;17.25;
4;2;9.25061130524;10.0;3;21.4002518654;1;11.8999996185;8.625;5;17.25;
5;2;10.4200754166;10.0;3;21.5626775026;1;12.8999996185;8.625;5;17.25;
6;2;11.4688034058;10.0;3;21.7414059639;1;13.8999996185;8.625;5;17.25;
7;2;11.5224218369;10.0;3;22.3548774719;1;14.8999996185;8.625;5;17.5949993134;
8;2;11.7064628601;10.1999998093;3;22.9167456627;1;15.5569992065;8.79749965668;5;17.8861961365;
9;2;11.8750238419;10.3632001877;3;23.4393892288;1;15.7317180634;8.94309806824;5;18.6667137146;
10;2;12.0318164825;10.4951858521;3;24.8717758656;1;16.2000274658;9.3333568573;5;19.3355960846;
11;2;12.4615325928;11.0209560394;3;26.1735084057;1;17.2000274658;9.6677980423;5;19.8991127014;
12;2;14.4615325928;11.4571752548;3;27.3609917164;1;18.2000274658;9.94955635071;5;20.3669185638;
13;2;16.4615325928;11.8107032776;3;28.4561290741;1;19.2000274658;10.1834592819;5;20.7504444122;
14;2;17.8944339752;12.0916318893;3;29.4820175171;1;20.2000274658;10.3752222061;5;21.0616092682;
15;2;19.0703964233;12.3113050461;3;30.4597220421;1;21.2000274658;10.5308046341;6;21.25;
16;2;20.2619628906;12.4808797836;4;31.1853199005;1;22.2000274658;10.625;6;21.25;
17;3;21.468170166;12.5;3;31.9160957336;1;23.2000274658;10.625;6;21.25;
18;3;22.6874027252;12.5;3;32.6826691628;1;24.2000274658;10.625;6;21.25;
19;3;23.8048019409;12.5;4;33.475315094;1;24.75;10.625;6;21.25;
20;3;24.0425949097;12.5;4;34.2825622559;1;24.75;10.625;6;21.25;
21;3;24.2847690582;12.5;5;35.0917634964;1;24.75;10.625;7;21.25;
22;3;24.5275287628;12.5;5;35.8898439407;1;24.75;10.625;7;21.25;
23;3;24.7669525146;12.5;5;36.6641292572;1;24.75;10.625;7;21.25;
24;3;24.9992389679;12.5;5;37.4031534195;1;24.75;10.625;7;21.25;
25;3;25.2209472656;12.5;5;38.0973386765;1;24.75;10.625;7;21.25;
26;3;23.4292011261;13.5;5;38.7394571304;1;24.75;10.625;7;21.25;
27;3;22.621837616;14.5;6;39.3248329163;1;24.75;10.625;7;21.25;
