Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;9.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;9.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;5;17.25;
5;1;10.0;10.0;4;20.0;1;12.8999996185;8.625;4;17.25;
6;1;11.0;10.0;3;20.0;1;13.8999996185;8.625;4;17.25;
7;1;11.0;10.0;3;20.3999996185;1;14.8999996185;8.625;4;17.5949993134;
8;1;11.1199998856;10.1999998093;3;20.7264003754;1;15.5569992065;8.79749965668;3;17.8861961365;
9;1;11.2179203033;10.3632001877;3;20.9903717041;1;15.7317180634;8.94309806824;3;18.6667137146;
10;1;11.2971115112;10.4951858521;3;22.0419120789;1;16.2000274658;9.3333568573;3;19.3355960846;
11;1;11.6125736237;11.0209560394;3;22.9143505096;1;17.2000274658;9.6677980423;2;19.8991127014;
12;1;11.8743057251;11.4571752548;2;23.6214065552;1;18.2000274658;9.94955635071;2;20.3669185638;
13;1;13.6125736237;11.8107032776;3;24.1832637787;1;19.2000274658;10.1834592819;2;20.7504444122;
14;1;14.6125736237;12.0916318893;3;24.6226100922;1;20.2000274658;10.3752222061;2;21.0616092682;
15;1;15.6125736237;12.3113050461;3;24.9617595673;1;21.2000274658;10.5308046341;3;21.25;
16;1;16.6125736237;12.4808797836;3;25.0;1;22.2000274658;10.625;3;21.25;
17;1;17.6125736237;12.5;3;25.0;1;23.2000274658;10.625;3;21.25;
18;1;18.6125736237;12.5;3;25.0;1;24.2000274658;10.625;3;21.25;
19;1;19.5;12.5;4;25.0;1;24.75;10.625;3;21.25;
20;1;19.5;12.5;4;25.0;1;24.75;10.625;3;21.25;
21;1;19.5;12.5;4;25.0;1;24.75;10.625;4;21.25;
22;1;19.5;12.5;4;25.0;1;24.75;10.625;4;21.25;
23;1;19.5;12.5;4;25.0;1;24.75;10.625;5;21.25;
24;1;19.5;12.5;4;25.0;1;24.75;10.625;5;21.25;
25;1;19.5;12.5;4;25.0;1;24.75;10.625;5;21.25;
26;1;19.5;12.5;4;25.0;1;24.75;10.625;5;21.25;
27;1;19.5;12.5;4;25.0;1;24.75;10.625;5;21.25;
28;1;19.5;12.5;4;25.0;1;24.75;10.625;5;21.25;
29;1;19.5;12.5;4;25.0;1;24.75;10.625;5;21.25;
30;1;19.5;12.5;4;25.0;1;24.75;10.625;5;21.25;
31;1;19.5;12.5;4;25.0;1;24.75;10.625;5;21.25;
32;1;19.5;12.5;5;25.0;1;24.75;10.625;5;21.25;
33;1;19.5;12.5;5;25.0;1;24.75;10.625;5;21.25;
34;1;19.5;12.5;5;25.0;1;24.75;10.625;5;21.25;
35;1;19.5;12.5;5;25.0;1;24.75;10.625;5;21.25;
