Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;9.0;10.0;4;20.0;1;11.8999996185;8.625;4;17.25;
2;1;9.0;10.0;5;20.0;1;11.8999996185;8.625;5;17.25;
3;1;9.0;10.0;6;20.0;1;11.8999996185;8.625;5;17.25;
4;1;9.0;10.0;6;20.0;1;11.8999996185;8.625;5;17.25;
5;1;10.0;10.0;6;20.0;1;12.8999996185;8.625;5;17.25;
6;1;11.0;10.0;6;20.0;1;13.8999996185;8.625;5;17.25;
7;1;11.0;10.0;5;20.3999996185;1;14.8999996185;8.625;5;17.5949993134;
8;1;11.1199998856;10.1999998093;5;20.7264003754;1;15.5569992065;8.79749965668;5;17.8861961365;
9;1;11.2179203033;10.3632001877;5;20.9903717041;2;16.3317184448;8.94309806824;4;19.6667137146;
10;1;11.2971115112;10.4951858521;5;22.0419120789;2;16.8000278473;9.3333568573;4;20.3930960894;
11;2;11.9125738144;11.0209560394;4;23.9143505096;2;18.8000278473;9.6677980423;4;21.016810894;
12;2;12.1743059158;11.4571752548;4;24.7514065504;2;20.8000278473;9.94955635071;4;21.5475689173;
13;2;14.1743059158;11.8107032776;4;25.4586948156;2;21.908416748;10.1834592819;4;21.9968492985;
14;2;16.1743049622;12.0916318893;4;26.0603342056;2;22.1981105804;10.3752222061;4;22.3766112328;
15;2;16.8180999756;12.3113050461;4;26.5800945759;2;22.4259681702;10.5308046341;4;22.6364723444;
16;2;16.9740276337;12.4808797836;4;26.8187118769;2;22.5818824768;10.625;4;22.7108361721;
17;2;18.9323978424;12.5;4;27.0402543545;2;22.6265010834;10.625;7;22.78810215;
18;2;19.9988594055;12.5;4;27.2842636108;3;22.6728610992;10.625;4;51.6182664633;
19;2;21.072063446;12.5;5;27.5518820286;3;25.7209606171;10.625;5;53.7138123512;
20;2;22.1523475647;12.5;5;27.8440244198;3;27.7707862854;10.625;5;55.3339850903;
21;2;22.3532066345;12.5;5;28.1613030434;3;29.8223228455;10.625;5;56.5379605293;
22;2;22.4483909607;12.5;5;28.5039470196;3;31.8755397797;10.625;5;57.4105484486;
23;2;22.5511837006;12.5;4;28.871723175;3;29.9304008484;11.625;5;58.0369536877;
24;2;22.6615161896;12.5;4;29.263862133;3;29.9868545532;12.625;5;58.1580765247;
25;2;22.7791595459;12.5;4;29.6789975166;3;30.0448455811;13.625;5;58.2571737766;
26;2;22.9036998749;12.5;6;30.1151270866;3;30.1043052673;14.625;5;58.3585846424;
27;4;23.034538269;12.5;4;30.5695996284;3;30.1651496887;15.625;6;58.4621598721;
28;4;21.5;13.5;4;31.0391392708;3;30.2272949219;16.625;6;58.5677332878;
29;4;22.5;12.5;3;31.5199065208;3;30.2906398773;17.625;6;58.6751227379;
30;4;21.4559726715;13.5;4;32.007601738;3;30.3550739288;18.625;6;58.7841308117;
