Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;13.0;6;20.0;
3;2;12.8999996185;8.625;4;18.25;1;8.0;12.0;6;20.0;
4;2;13.8999996185;8.625;5;18.3999999762;1;8.0;11.0;6;20.0;
5;2;15.8999996185;8.625;5;18.570775032;1;8.0;10.0;6;20.0;
6;2;17.6924648285;8.625;5;19.1228616238;2;9.0;10.5;5;21.0;
7;2;18.8167171478;8.79749965668;5;19.6504514217;2;9.5;10.0;5;21.0299999714;
8;2;19.790271759;8.94309806824;5;20.770336628;2;9.5;10.0;5;22.2708917856;
9;2;20.4622001648;9.3333568573;5;21.8367276192;2;9.77000045776;10.6000003815;4;23.3305673599;
10;2;21.1020355225;9.6677980423;5;22.8629252911;2;9.998960495;11.1087999344;4;24.2141875029;
11;2;23.1020355225;9.94955635071;5;23.8652899265;2;10.1880407333;11.5289793015;4;25.8940099478;
12;2;25.1020355225;10.1834592819;5;24.8610877991;2;10.5481967926;12.329325676;4;27.2946819067;
13;2;26.9166526794;10.3752222061;5;25.8665137291;2;12.1880407333;12.9878778458;4;28.4281284809;
14;2;27.519908905;10.5308046341;5;26.8330631256;2;14.1880407333;13.5105419159;4;29.3258297443;
15;2;28.0998382568;10.625;5;27.6938004494;2;16.188041687;13.9130096436;4;30.0282530785;
16;2;28.6162796021;10.625;5;28.631772995;2;17.188041687;14.2154760361;4;30.5766179562;
17;2;29.179063797;10.625;5;29.6370391846;2;18.188041687;14.4385232925;5;30.8066517115;
18;2;29.7822227478;10.625;5;30.6948928833;2;19.188041687;14.5;5;30.9185439348;
19;2;30.416934967;10.625;5;31.7862606049;2;20.188041687;14.5;5;31.0352194309;
20;2;31.0717563629;10.625;5;32.8887472153;2;20.5249996185;14.5;5;31.1566157341;
21;2;33.7332458496;10.625;5;33.9782800674;2;20.5249996185;14.5;5;31.2826349735;
22;2;35.38697052;10.625;5;35.0311279297;2;20.5249996185;14.5;5;31.413141489;
23;2;37.0186767578;10.625;5;36.0259695053;2;20.5249996185;14.5;5;31.5479602814;
24;2;38.6155815125;10.625;6;36.9456300735;3;20.5249996185;14.5;6;31.6868760586;
25;2;39.1673774719;10.625;7;37.7781848907;4;20.5249996185;14.5;5;31.8296329975;
26;2;39.6669120789;10.625;7;38.5172939301;4;20.5249996185;14.5;5;31.9759354591;
27;2;40.1103744507;10.625;7;39.1618309021;4;20.5249996185;14.5;4;32.1254484653;
28;2;40.4971008301;10.625;7;39.7149791718;4;20.5249996185;14.5;6;32.2778000832;
29;2;40.8289871216;10.625;7;40.1830711365;4;18.5249996185;15.5;5;32.4325842857;
30;2;41.1098403931;12.625;7;40.5744037628;4;17.5249996185;16.5;5;32.5893647671;
31;2;41.3446426392;14.625;6;40.8982028961;4;16.5249996185;17.5;5;32.7476785183;
32;3;41.5389213562;16.625;7;41.1638069153;4;15.5249996185;18.5;6;32.9070417881;
33;3;41.6982841492;18.625;7;41.25;4;15.4040842056;19.5;6;33.0669555664;
34;3;41.75;20.625;7;41.25;4;14.9150648117;20.5;6;32.8269109726;
35;3;41.75;20.625;7;41.25;4;14.9510555267;21.5;7;32.6263957024;
36;3;41.75;20.625;9;41.25;5;14.9869384766;22.5;5;40.4609031677;
37;3;41.75;20.625;8;41.25;5;16.0226020813;23.5;6;40.6463341713;
38;3;41.75;20.625;8;41.25;5;17.0579338074;24.5;6;40.8451433182;
39;3;41.75;20.625;8;41.25;5;17.0928268433;25.5;6;41.0526342392;
40;3;39.75;21.625;8;41.25;5;17.1271743774;26.5;6;41.2647628784;
41;3;38.75;22.625;5;41.25;5;17.1608810425;27.5;7;41.4781050682;
42;3;37.75;23.625;5;41.25;6;17.1938552856;28.5;6;54.4398202896;
43;3;36.75;24.625;5;41.25;6;17.0;29.5;9;55.2851099968;
44;3;35.75;25.625;7;43.046875;6;18.0;30.5;11;57.5638866425;
45;3;35.2281265259;27.0234375;7;44.537946701;6;19.0;31.5;11;59.5265641212;
46;4;34.6187667847;28.3489723206;6;45.7506084442;6;20.0;32.5;11;61.2024006844;
47;4;33.9322776794;29.6102333069;7;46.7202854156;7;21.0;33.5;9;77.6146178246;
48;4;33.1802062988;30.8168411255;7;47.4849357605;8;23.0;35.5;8;79.2793140411;
49;4;32.3739547729;31.9782962799;8;48.8745994568;8;26.0;37.5;9;80.7554631233;
50;4;32.4000015259;34.0;8;48.9250000119;8;28.0;40.5;10;82.010863781;
51;5;33.4000015259;36.0;6;63.8575000167;8;30.0;43.5;10;83.0252985954;
52;5;35.4000015259;36.0;6;65.8467492461;8;32.0;46.5;12;83.8928403854;
53;5;38.4000015259;38.0;7;66.8270494342;8;33.6906471252;48.5;13;84.6290979385;
54;5;40.4000015259;40.0;7;67.7127813101;8;34.8155708313;47.5;13;85.1828937531;
55;5;41.4000015259;41.0;7;68.4999833107;9;35.4124984741;46.5;12;85.5199093819;
56;5;42.4000015259;42.0;8;69.1906732321;9;35.4124984741;45.5;13;86.7137904167;
57;6;40.4000015259;45.0;7;69.7913736701;9;36.4124984741;45.5;13;86.8899999857;
58;6;41.4000015259;44.0;7;70.3115131855;9;37.4124984741;45.5;14;87.0480040312;
59;6;42.4000015259;44.0;7;70.761963129;9;37.9966011047;45.5;14;87.2258565426;
60;6;43.4000015259;44.0;7;71.1538837552;9;38.0766334534;45.5;13;87.4254535437;
61;6;44.4000015259;45.9036865234;8;71.3991949558;9;38.1664543152;45.5;13;88.6487001181;
62;6;45.4000015259;46.9686851501;10;71.514842242;9;36.4124984741;48.5;16;88.9674545527;
63;6;46.4000015259;47.0;10;71.6394333243;10;36.4124984741;50.7884712219;15;89.3176082373;
64;6;47.4000015259;50.0;11;71.7726940215;10;35.4124984741;52.9540748596;15;89.7008366585;
65;7;48.4000015259;52.1841392517;10;71.9143097103;10;34.4124984741;55.1369476318;16;90.1185003519;
66;7;46.4000015259;53.1944885254;12;72.0639190376;10;33.4124984741;57.3378295898;19;90.7915291786;
67;7;45.4000015259;55.687538147;12;72.2211081982;10;32.8875007629;58.5572090149;19;93.9608204365;
68;7;44.4000015259;57.1105537415;13;72.3854070306;10;33.0874671936;59.8363990784;19;96.6779119968;
69;7;45.4000015259;57.2045860291;13;72.5562868416;10;34.2515563965;58.8363990784;16;99.0273267031;
70;7;43.4000015259;59.2950897217;13;72.7331589162;10;35.3848686218;59.5;16;100.930812597;
71;7;42.4000015259;59.687538147;14;72.9153764546;10;36.950302124;59.5;16;102.229673862;
72;8;41.4000015259;61.687538147;15;73.1022371948;10;38.2364311218;59.9559440613;17;105.226160288;
73;8;42.4000015259;60.687538147;15;73.292988658;10;41.5375862122;62.0712547302;17;106.25353086;
74;8;41.4000015259;63.687538147;16;73.4868347943;10;39.5375862122;67.1931152344;18;107.301483095;
75;8;41.4000015259;65.687538147;16;73.6829457283;11;37.9662094116;72.321472168;17;108.360209942;
76;8;41.4000015259;68.687538147;16;73.8804662824;11;37.4500007629;75.5;17;109.419213474;
77;8;42.4000015259;68.687538147;18;74.0785295665;11;37.8613128662;81.5;18;111.467845976;
78;9;41.4000015259;70.7024765015;17;74.2762674689;11;38.853931427;87.5;19;112.615882277;
79;10;41.4000015259;72.6997299194;17;74.4728248119;12;39.8472900391;92.8965301514;19;113.747121513;
80;10;42.4000015259;71.6972503662;16;74.6673702896;13;40.013874054;98.0541305542;18;114.771236837;
81;10;41.4000015259;73.6950302124;17;74.8591099381;13;41.4660415649;100.21635437;17;116.76703918;
82;10;41.4000015259;75.6930236816;17;75.5047436059;13;41.5342903137;106.382583618;19;117.767833948;
83;10;41.8000030518;74.6987686157;17;76.1837176085;13;42.6103591919;111.552131653;19;118.742259502;
84;10;39.8000030518;76.7046661377;17;77.8889873624;13;43.6946601868;113.724266052;19;119.689903736;
85;10;39.8000030518;79.7107162476;17;79.6795459092;13;43.7875823975;114.898178101;19;120.611600399;
86;10;41.8000030518;80.7169342041;17;81.5296018422;13;44.8894500732;117.073036194;21;121.509087324;
87;10;43.0833053589;85.7233123779;18;83.4432523847;13;49.2153739929;121.247955322;21;122.384649396;
88;10;44.4000015259;91.7298583984;19;84.4132229388;13;51.6078491211;125.122077942;21;123.240793645;
89;10;47.1760902405;94.7365722656;21;85.3727977574;13;53.8127479553;126.294532776;23;124.079965711;
90;11;46.4000015259;97.7073516846;21;86.313398838;13;53.3298110962;131.464477539;24;124.882411063;
91;11;45.4000015259;100.750526428;21;87.2279172242;13;52.5585899353;131.631134033;25;125.53693825;
92;11;46.4000015259;101.757766724;22;88.1109975278;13;51.448387146;135.793746948;26;126.203296781;
93;11;47.3919372559;99.7651977539;23;88.9591528773;13;52.6982688904;140.800842285;26;126.878753722;
94;11;46.4524154663;101.77281189;20;89.7707085907;14;52.9570236206;139.973007202;26;127.560259163;
95;11;46.4000015259;101.78061676;20;90.5456126928;14;52.2232131958;143.139480591;27;128.244484127;
96;11;46.4000015259;101.1667099;21;92.2851531804;14;53.4951553345;147.299880981;27;128.927874386;
97;11;46.4000015259;104.254570007;23;93.0516317487;14;53.7709693909;146.453826904;29;129.606725216;
98;11;48.4000015259;104.345581055;24;93.7909971476;14;53.0486106873;149.601089478;32;130.277273953;
99;11;49.4000015259;102.813774109;25;94.5066838562;14;54.325958252;153.741546631;32;130.935801446;
100;11;48.8692436218;105.822570801;25;95.2022416294;14;54.6008491516;152.875076294;30;132.578741968;
101;11;48.4000015259;106.831565857;23;95.8518006802;14;54.8711509705;159.184631348;31;133.232789874;
