Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;13.0;6;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;12.0;6;20.0;
4;1;11.8999996185;8.625;6;17.25;1;8.0;11.0;6;20.0;
5;1;12.8999996185;8.625;6;17.25;1;8.0;10.0;6;20.0;
6;1;13.8999996185;8.625;6;17.25;1;9.0;10.0;6;20.0;
7;1;14.8999996185;8.625;6;17.5949993134;1;9.5;10.0;6;20.0;
8;1;15.5569992065;8.79749965668;6;17.8861961365;1;9.5;10.0;6;20.3999996185;
9;2;16.3317184448;8.94309806824;5;19.6667137146;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;16.8000278473;9.3333568573;5;20.3755960464;2;9.66343975067;10.6632003784;5;21.9903717041;
11;2;18.8000278473;9.6677980423;5;20.9802966118;2;9.94783401489;10.4951858521;5;23.1719120741;
12;2;20.8000278473;9.94955635071;5;21.4904720783;2;10.2136802673;11.0209560394;5;24.1897815466;
13;2;21.8741588593;10.1834592819;5;21.9175518751;2;12.0098056793;11.4571752548;4;25.0591306686;
14;2;22.1505317688;10.3752222061;5;22.2734507322;2;14.0098056793;11.8107032776;4;25.8015987873;
15;2;22.3640708923;10.5308046341;5;22.5077478886;2;16.0098056793;12.0916318893;4;26.441321969;
16;2;22.5046482086;10.625;5;22.5548160076;2;17.1320438385;12.3113050461;4;27.0020139217;
17;2;22.5328903198;10.625;5;22.6030313969;2;18.1818904877;12.4808797836;4;27.2842636108;
18;2;22.5618190765;10.625;5;22.6523760557;2;19.2367935181;12.5;4;27.5518820286;
19;2;22.591424942;10.625;5;22.7028282881;2;20.1991729736;12.5;4;27.8440244198;
20;2;22.6216964722;10.625;5;22.7543625832;2;20.2649059296;12.5;5;28.1613030434;
21;2;24.6526184082;10.625;5;22.8069496155;2;20.3362922668;12.5;6;28.5039470196;
22;2;25.6841697693;10.625;5;22.8605561256;2;20.4133872986;12.5;6;28.871723175;
23;2;26.7163333893;10.625;5;22.9151450396;2;20.496137619;12.5;6;29.263862133;
24;2;27.74908638;10.625;6;22.97067523;2;20.5843696594;12.5;6;29.6789975166;
25;2;27.7824058533;10.625;6;23.0271017551;2;20.6777744293;12.5;7;30.1151270866;
26;2;27.8162612915;10.625;7;23.0843759775;3;20.7759037018;12.5;7;30.5695996284;
27;2;27.8506259918;10.625;7;23.1424454451;3;20.8781604767;12.5;7;31.0391392708;
28;2;27.8854675293;10.625;7;23.2012542486;3;20.9838066101;12.5;8;31.5199065208;
29;2;27.920753479;10.625;7;23.2607431412;3;19.0919799805;13.5;8;32.007601738;
30;3;26.75;11.625;6;23.3208494186;3;18.2017097473;14.5;8;32.4976010323;
31;3;26.75;10.625;7;23.3815076351;3;15.625;16.5;8;32.9851250648;
32;3;26.75;11.625;7;23.4426498413;3;14.625;18.5;8;33.465420723;
33;3;24.75;12.7213249207;7;23.5042052269;3;14.0;20.5;8;33.9339466095;
34;3;25.75;11.7521028519;7;23.5661010742;3;14.0;22.5;9;35.3865451813;
35;3;23.75;12.7830505371;8;23.6282629967;3;15.0;24.5;9;35.8495895863;
36;3;24.75;11.8141317368;8;23.6906147003;4;16.0;26.5;8;41.2906801701;
37;3;25.75;13.8141317368;8;23.7530794144;4;17.2386322021;28.5;9;41.8575203419;
38;4;26.75;15.8141317368;6;41.0655794144;4;18.2456474304;29.9310283661;10;42.3953096867;
39;4;27.75;18.8141326904;6;42.9905357361;4;19.2527923584;31.1825122833;10;42.9028033018;
40;4;29.75;22.625;7;43.8022766113;4;19.4840545654;32.4149055481;10;43.3794389963;
41;5;30.75;25.625;7;64.5034732819;4;19.5227851868;33.6280555725;12;43.8252573013;
42;5;31.75;28.625;7;66.301425457;4;19.5606918335;34.8221931458;12;44.2408106327;
43;5;32.75;31.625;8;67.8239452839;4;19.5977191925;35.9978866577;12;44.6270606518;
44;5;32.75;33.625;8;69.0878007412;5;19.633813858;37.155960083;11;64.9852814674;
45;5;32.75;34.625;8;70.1200518608;5;20.3707046509;39.2252845764;11;66.5169688463;
46;5;32.75;35.625;8;70.8312315941;5;22.396856308;37.3761024475;12;67.8413529396;
47;5;33.75;35.625;9;71.3096709251;6;22.4218845367;38.5129852295;12;68.9168841839;
48;5;34.75;35.625;9;71.6756706238;6;24.4457798004;40.5129852295;12;69.7332077026;
49;5;35.75;35.625;9;71.7336053848;6;26.4685401917;43.5129852295;14;70.4038609266;
50;5;36.75;35.625;10;71.7907235622;7;28.4151744843;46.5129852295;14;70.9516798258;
51;5;37.75;35.625;11;71.846971035;7;29.4356937408;50.4778137207;14;71.3832453489;
52;6;38.75;36.625;10;71.9022974968;7;30.8112297058;53.5;16;71.5030742884;
53;6;39.75;37.625;10;71.9566559792;7;31.4734725952;55.5;15;71.6185724735;
54;6;41.75;39.3250007629;11;72.0100040436;8;32.9907836914;53.6616783142;14;88.6983793974;
55;6;43.75;40.3250007629;11;74.7900780439;8;34.0;56.6888656616;15;89.4474691153;
56;6;45.4234237671;41.7496871948;11;77.0604280233;8;36.0;59.7162284851;15;92.9247857332;
57;7;46.9038772583;43.1021842957;10;85.8896259069;7;34.9495925903;57.5;16;88.1157031059;
58;8;49.3074569702;45.3911170959;8;87.3516550064;7;35.5419998169;60.5;17;91.5528922081;
59;8;51.1642074585;46.8168411255;8;89.369153738;7;36.5419998169;63.9019432068;18;94.4644287825;
60;8;53.5289497375;50.8166465759;8;89.8872001171;8;38.5;64.9860229492;17;96.8979701996;
61;8;55.2192077637;53.8681335449;8;90.3726783991;9;38.5;63.5;10;121.927490711;
62;8;55.3076057434;56.898601532;11;90.9228221178;9;42.1890106201;62.5;12;124.852889538;
63;8;55.3949279785;58.9297485352;11;91.5494052172;10;45.7648849487;61.5;11;127.026839972;
64;8;55.4809379578;60.9615631104;12;92.2652878761;10;47.7958946228;61.5;11;128.801377773;
65;9;55.565410614;62.9940299988;11;93.0838732719;11;48.9332427979;61.5;10;130.338520527;
66;9;55.6481208801;65.027130127;13;95.0181912184;11;49.3774490356;62.5;11;132.681734085;
67;9;56.7288894653;68.033203125;13;96.1470319033;11;51.437335968;64.5;12;138.3278898;
68;9;57.8075294495;70.4843902588;17;97.4144408703;11;54.4425392151;63.5;12;142.901260972;
69;9;57.8838996887;74.1633453369;17;98.8224380016;11;55.4242553711;64.5;11;147.611629725;
70;9;57.9578590393;76.9745178223;18;100.364872575;11;55.8430404663;67.9300384521;11;150.396308422;
71;9;58.0293006897;79.8793716431;18;102.025420427;11;57.4755477905;72.0;11;153.483825684;
72;9;58.0981407166;82.8304290771;20;103.776588798;11;54.1527252197;77.8271789551;13;155.013016343;
73;9;58.1643066406;84.8918609619;20;105.580414414;12;53.1527252197;82.9674377441;12;156.591708779;
74;9;58.2277603149;86.9563064575;21;107.391268492;12;51.5088653564;88.1087188721;13;158.267821908;
75;9;58.2884712219;89.0237960815;23;109.160611749;12;49.5;90.1087188721;14;160.040073156;
76;9;58.3464355469;91.0943527222;23;110.842834473;12;48.9212684631;93.1087188721;15;161.905842066;
77;10;58.4016571045;93.16796875;20;144.400772214;11;45.9574813843;80.0;15;131.861026645;
78;11;59.4541702271;98.6580352783;20;145.809499264;11;42.5;84.0;16;132.627782941;
79;11;60.5040054321;101.821899414;20;147.057583809;12;41.4000015259;87.6130065918;16;133.517839909;
80;11;60.5512199402;104.990234375;21;148.145883083;13;40.4000015259;90.7453918457;15;136.646249056;
81;11;60.5958709717;108.162857056;19;149.062943935;13;39.4000015259;93.8860778809;15;140.28670764;
82;11;60.625;111.339561462;19;149.802129745;13;39.4000015259;98.0351638794;16;142.64882493;
83;11;64.6451721191;115.520111084;19;150.430700541;13;41.1308860779;101.035163879;16;145.04925251;
84;11;68.0141525269;118.904220581;18;151.967563868;13;41.4000015259;104.035163879;16;147.470916867;
85;11;74.8217544556;120.091583252;20;152.370398641;13;40.4000015259;107.035163879;17;150.895303011;
86;11;78.8030471802;123.281860352;21;152.665935278;13;44.3048477173;104.035163879;18;153.362985969;
87;11;81.5351638794;126.47467041;21;152.971074462;13;44.3680419922;105.0;17;153.690876842;
88;11;83.617980957;129.66960144;21;153.285745382;13;46.4336090088;108.0;18;156.796451092;
89;11;85.7056884766;132.860534668;23;154.783871412;13;47.4000015259;108.0;19;159.196472168;
90;12;88.5024414062;134.497924805;23;156.382331252;13;49.4000015259;108.0;19;161.481235147;
91;12;91.3374023438;136.182998657;23;158.078816414;13;51.6424560547;109.0;18;163.667397738;
92;12;93.8072662354;137.914337158;24;159.869760275;13;51.7152404785;109.0;18;163.472348094;
93;12;95.7085189819;139.689361572;24;161.750269175;13;49.7891044617;110.0;20;163.346441031;
94;12;97.6375808716;141.504211426;25;163.714005947;14;50.8636932373;111.0;20;166.300312519;
95;12;99.5908584595;143.353744507;24;165.75300312;14;52.9386520386;113.0;21;168.574988961;
96;12;101.564720154;145.2315979;23;168.857408524;14;54.0136032104;112.0;20;170.332908034;
97;12;104.35534668;148.130279541;27;171.157685399;14;55.0881729126;113.0;22;171.965380549;
98;12;106.358459473;151.041488647;28;173.515511751;15;56.1619873047;114.0;21;173.476886749;
99;12;108.36907196;153.956283569;27;175.915692568;15;57.234703064;115.0;20;177.140631437;
100;12;109.866661072;156.865539551;25;178.340469837;15;58.416053772;116.0;20;180.696011662;
101;12;111.077407837;159.760284424;27;180.769809604;15;60.7031402588;114.0;22;184.117623329;
102;12;112.298431396;161.632049561;28;183.18206501;15;58.8938446045;116.0;23;187.321146011;
103;12;116.386207581;162.473236084;25;185.555001497;15;59.0858459473;118.0;21;191.246045351;
104;12;121.240081787;164.277313232;25;187.867100239;15;61.2766952515;118.0;20;194.939519167;
105;12;122.791572571;168.039047241;31;190.098948717;15;62.4639587402;122.0;20;198.515686274;
106;12;125.8855896;171.754577637;31;192.234492302;15;64.645362854;124.0;23;202.392697096;
107;12;128.523147583;175.421356201;31;194.151426554;15;67.2388381958;124.0;24;205.791971803;
108;12;131.204528809;178.038131714;32;195.935714245;15;66.7202148438;128.0;24;208.775434971;
109;12;133.929107666;180.604782104;32;197.619132996;15;67.1053771973;133.0;26;211.411540747;
110;12;136.695037842;183.122146606;37;199.200449467;15;68.4120941162;134.0;29;213.592917204;
111;12;138.77784729;185.591827393;38;200.681387901;15;67.6055526733;134.0;29;215.120260715;
