Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;13.0;6;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;12.0;6;20.0;
4;1;11.8999996185;8.625;5;17.25;1;8.0;11.0;6;20.0;
5;1;12.8999996185;8.625;5;17.25;2;9.0;10.3000001907;5;21.0;
6;1;13.8999996185;8.625;5;17.25;2;11.0;10.0;5;21.0599999428;
7;2;15.5;8.625;4;18.5949993134;2;12.5;10.0;5;21.1229639053;
8;2;16.156999588;8.79749965668;4;19.0086960793;2;12.7526664734;10.0;5;21.6001901627;
9;2;16.4052181244;8.94309806824;4;19.9590197802;2;12.860042572;10.1999998093;5;22.0082015991;
10;2;16.9754104614;9.3333568573;4;20.8212013245;2;12.9518451691;10.3632001877;5;23.2129787207;
11;2;18.9754104614;9.6677980423;4;21.6040585041;2;13.2229204178;10.9097137451;5;24.245090127;
12;2;20.9754104614;9.94955635071;4;22.3198496103;2;13.4551448822;11.3658018112;5;25.1164904833;
13;2;22.3717861176;10.1834592819;3;22.9825873375;2;16.2499046326;12.2298593521;5;25.8465604782;
14;2;23.53931427;10.3752222061;3;23.6066508293;2;17.9093704224;12.5674476624;5;26.4579504728;
15;2;24.7270526886;10.5308046341;4;24.1438384056;2;18.9093704224;12.8438901901;5;26.9734284878;
16;2;25.9363307953;10.625;4;24.5303442478;2;19.9093704224;13.0705356598;5;27.245682478;
17;2;27.1682338715;10.625;4;24.9557936192;2;21.4146499634;12.5;5;27.4198198318;
18;2;28.4235038757;10.625;4;25.4206562042;2;21.9093704224;13.2259464264;6;27.6032464504;
19;2;29.2523937225;10.625;4;25.9244441986;2;23.2107315063;12.5;6;27.7958021164;
20;2;29.5546665192;10.625;4;26.4655370712;2;23.2540550232;12.5;6;27.9972171783;
21;2;29.879322052;10.625;5;27.0410437584;2;23.2993736267;12.5;6;28.207105875;
22;2;30.2246265411;10.625;5;27.6467266083;2;23.3465995789;12.5;6;28.4249610901;
23;2;30.5880355835;10.625;5;28.2770137787;2;23.3956165314;12.5;7;28.6501536369;
24;2;30.9662094116;10.625;5;28.9251141548;3;23.4462852478;12.5;6;28.8819327354;
25;2;28.9662094116;11.625;5;29.5832462311;3;23.4984359741;12.5;6;29.1194319725;
26;2;27.9662094116;12.625;5;30.2429685593;3;21.5518722534;13.5;6;29.3616781235;
27;2;26.9662094116;13.625;5;30.8955907822;3;20.6063766479;14.5;6;29.60760355;
28;2;27.9662094116;11.625;5;31.5326251984;3;19.6617107391;15.5;6;29.8560638428;
29;2;28.9662094116;10.625;5;32.1462278366;3;18.7176132202;16.5;6;30.1058568954;
30;2;29.9662094116;10.625;5;32.7295866013;3;18.1488189697;17.5;6;30.3557448387;
31;2;30.9662094116;10.625;5;33.2772102356;3;18.2050437927;18.5;7;30.6044793129;
32;2;31.9662094116;10.625;5;33.7850942612;3;18.261007309;19.5;7;30.8508253098;
33;2;32.9662094116;10.625;5;34.2507610321;3;18.3164367676;20.5;7;31.0935864449;
34;2;33.9662094116;12.625;5;34.6731872559;3;18.3710575104;21.5;7;31.3316273689;
35;2;34.8039131165;14.625;5;35.0526351929;3;18.42461586;22.5;7;31.5638952255;
36;2;35.0315818787;16.625;6;35.3904361725;3;18.4768753052;23.5;7;31.7894377708;
37;2;35.2342605591;18.625;7;35.6887378693;3;18.5276241302;24.5;7;32.0074167252;
38;2;35.4132423401;20.625;8;35.950261116;3;18.5766677856;25.5;7;32.2171196938;
39;2;35.5701560974;20.625;9;36.1780767441;3;17.0;27.5;7;32.4179635048;
40;2;35.7068481445;20.625;9;36.3754148483;3;17.0;29.5;8;32.609498024;
41;2;35.8252487183;20.625;9;36.5;3;17.0;31.5;9;32.7914032936;
42;2;35.9000015259;20.625;10;36.5;3;17.0;33.5;9;32.9634838104;
43;3;35.9000015259;20.625;9;36.5;3;18.0;32.5;10;33.12566185;
44;3;35.9000015259;20.625;9;36.5;3;19.0;32.5;11;33.277964592;
45;3;35.9000015259;20.625;9;36.5;3;21.0;30.5;12;33.4205141068;
46;3;35.9000015259;20.625;9;36.5;3;22.8946151733;29.5;12;33.5535144806;
47;3;35.9000015259;20.625;9;36.5;3;22.0;29.5;12;33.677239418;
48;3;35.9000015259;20.625;9;36.5;3;22.625;29.5;12;33.7920188904;
49;3;35.9000015259;20.625;10;36.5;3;23.625;26.5;12;33.8982248306;
50;3;35.9000015259;20.625;11;36.5;3;22.625;26.5;13;33.996263504;
51;3;35.9000015259;20.625;11;37.8687496185;3;23.625;24.5;14;34.0;
52;3;36.7212524414;21.0234375;11;39.0226593018;3;24.625;23.5;14;34.0;
53;4;38.4135932922;22.3489723206;10;40.9819107056;3;24.6499996185;22.5;15;34.0;
54;4;39.9891433716;23.6102333069;10;41.7453399897;3;24.6499996185;22.5;15;34.0;
55;4;40.4622039795;24.8168411255;10;42.365067184;3;24.6499996185;22.5;15;34.0;
56;4;40.8475418091;25.9782962799;10;43.6577501297;3;24.6499996185;22.5;16;34.0;
57;4;42.5946502686;28.0;11;43.9454372525;3;24.6499996185;22.5;15;34.0;
58;4;43.1708488464;29.4570121765;10;44.0631585717;3;24.6499996185;22.5;15;34.0;
59;4;43.2000007629;30.4488105774;11;44.1397098303;3;24.6499996185;22.5;15;34.0;
60;4;43.2000007629;31.4414291382;11;44.2237434983;4;25.6499996185;23.5;15;35.0;
61;4;43.2000007629;32.4347877502;11;44.3153235316;4;26.6499996185;24.5;15;35.0700000525;
62;4;43.2000007629;33.157661438;9;44.4145063162;5;26.6499996185;25.5;14;36.6641515493;
63;4;43.2000007629;33.2072525024;10;44.5213340521;5;27.9920005798;28.125;14;38.9800386429;
64;4;43.2000007629;33.2606658936;10;44.6358277798;5;29.2704257965;30.6171875;14;40.2419792414;
65;5;43.2000007629;33.3179130554;9;44.7579802275;5;29.4929695129;31.9937877655;14;42.6889898777;
66;5;41.2000007629;33.0;10;44.8877489567;5;29.9647064209;33.8351516724;15;44.762747407;
67;5;42.2000007629;33.4067726135;10;45.0250493288;5;30.3413467407;35.4774703979;16;46.523640871;
68;5;43.2000007629;33.5125236511;10;45.1697484255;5;30.6351337433;35.9487686157;15;48.0469976664;
69;6;43.2000007629;33.5848731995;9;60.3216586709;5;30.8616085052;36.2840881348;15;49.3718757629;
70;6;44.2000007629;34.6608276367;8;61.5305323601;5;31.0281639099;36.5;16;51.8431634903;
71;5;43.2000007629;33.7402648926;9;46.646060884;6;29.3251647949;38.1599998474;15;70.0344302654;
72;5;42.2000007629;35.8230285645;9;46.8778644204;6;31.5321140289;38.6198883057;15;72.9085481167;
73;5;42.2000007629;37.9089317322;8;47.1184624434;6;31.0685176849;40.9300384521;14;75.2794044018;
74;5;41.2000007629;39.9977493286;9;47.3674103618;6;32.0999984741;41.0;15;77.4860203266;
75;5;40.2000007629;42.089225769;8;47.6241897941;6;31.1000003815;43.0;17;79.6683931351;
76;5;39.2000007629;44.1830673218;7;47.8882110715;6;31.1000003815;45.0;16;81.8255138397;
77;5;38.2000007629;45.2789611816;7;48.1588174701;6;31.1000003815;48.0;17;83.9530248642;
78;5;37.2000007629;46.3765525818;8;48.4352915287;7;31.1000003815;51.0;14;102.415491104;
79;6;36.2000007629;47.4754714966;7;48.7168635726;8;32.0999984741;47.0;13;105.496397018;
80;6;35.2000007629;46.1922454834;7;49.0027197003;8;32.0999984741;49.6199989319;13;110.329649448;
81;6;35.2000007629;47.7459716797;7;49.2920146585;8;33.0685501099;53.9301109314;17;112.604468822;
82;6;35.2000007629;47.8866539001;8;49.5838810205;8;33.9816970825;54.7370986938;17;114.641215801;
83;6;35.2000007629;48.0269012451;8;49.8774433136;8;34.9035263062;56.5633926392;16;116.417593479;
84;6;32.6563606262;49.6337203979;8;50.1718277931;8;35.8117218018;58.4070510864;16;117.933366299;
85;6;32.2000007629;49.3038063049;9;51.466175437;8;36.7205505371;58.2663459778;16;120.203901291;
86;7;30.2000007629;52.4393615723;8;51.8196530342;8;36.6384963989;62.1397094727;17;121.283844233;
87;7;31.2000007629;52.041885376;8;52.1744254827;8;38.5646438599;63.0257415771;17;122.092786551;
88;7;28.2000007629;55.7021369934;10;52.5298072696;8;37.4981842041;66.9231643677;18;122.570535898;
89;7;26.2000007629;58.8284721375;11;53.6479141712;8;36.4566383362;68.8308486938;18;122.979916811;
90;7;24.8854904175;61.7659072876;11;54.8312814832;8;36.536491394;71.7477645874;20;123.329050899;
91;7;23.9191875458;64.251625061;12;56.072887063;9;35.5028457642;73.6729888916;19;123.626431108;
92;7;22.9549331665;66.7504119873;13;57.3641699553;9;34.4725608826;76.6056900024;20;123.710695744;
93;8;22.5928058624;69.2555923462;12;59.6954103708;9;35.4453048706;78.5451202393;20;123.752469301;
94;8;24.0;69.7600097656;11;61.1162053347;9;36.4207763672;82.4906082153;21;123.800566912;
95;8;26.0;72.0441894531;13;62.5589588881;9;35.3986968994;85.4415435791;21;123.853498936;
96;8;25.0;72.5777511597;14;64.0135247707;9;37.3788261414;87.0601501465;22;123.910020947;
97;8;24.767156601;75.197845459;14;65.4705171585;9;39.3609428406;89.0381317139;24;124.969100952;
98;8;25.0;76.5843505859;15;66.9216011763;10;43.1085739136;89.020324707;23;125.059887886;
99;8;25.0;76.0482635498;15;68.3596410751;10;41.0877151489;93.0063247681;22;125.15228343;
100;8;25.0;76.1121520996;16;69.778701663;11;39.0689430237;94.9957427979;22;125.245730519;
101;9;26.9811153412;75.0344467163;16;71.173941493;11;38.0572128296;95.9882659912;22;125.276502013;
102;9;28.0;78.0344467163;17;72.5414316654;11;37.2950363159;99.983581543;22;125.285929918;
103;9;31.0;79.0344467163;17;73.8779529333;11;38.2855300903;104.297973633;23;125.302325487;
104;9;31.168964386;80.0344467163;17;75.1807972193;11;39.2769775391;108.305747986;23;126.325042009;
105;10;32.2367858887;81.0344467163;14;92.447612524;11;42.26927948;110.315635681;23;126.413493752;
106;10;35.3071403503;85.0344467163;16;94.4762911797;11;44.9873504639;113.327430725;23;127.510108232;
107;10;37.0;90.0344467163;16;97.3618385792;11;43.9811172485;116.340927124;25;127.644470215;
108;10;41.0;92.7321548462;16;99.1416927576;11;43.9755058289;118.283836365;26;131.28486824;
109;10;43.0;97.822555542;15;100.84312892;11;45.3217544556;122.170898438;27;134.180113792;
