Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;13.0;6;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;12.0;6;20.0;
4;1;11.8999996185;8.625;6;17.25;1;8.0;11.0;4;20.0;
5;1;12.8999996185;8.625;6;17.25;1;8.0;10.0;4;20.0;
6;1;13.8999996185;8.625;6;17.25;1;9.0;10.0;4;20.0;
7;1;14.8999996185;8.625;6;17.5949993134;1;9.5;10.0;4;20.0;
8;1;15.5569992065;8.79749965668;6;17.8861961365;1;9.5;10.0;4;20.3999996185;
9;1;15.7317180634;8.94309806824;6;18.6667137146;1;9.59000015259;10.1999998093;4;20.7264003754;
10;1;16.2000274658;9.3333568573;6;19.3355960846;1;9.66343975067;10.3632001877;4;20.9903717041;
11;1;17.2000274658;9.6677980423;6;19.8991127014;2;9.72283363342;10.7951860428;3;23.0419120789;
12;1;18.2000274658;9.94955635071;6;20.3669185638;2;10.184431076;11.0209560394;3;23.9343504906;
13;1;19.2000274658;10.1834592819;6;20.7504444122;2;11.9523334503;11.4571752548;3;24.6616024971;
14;1;19.4502677917;10.3752222061;6;21.0616092682;2;13.9523334503;11.8107032776;3;25.243845582;
15;1;19.6369667053;10.5308046341;6;21.25;2;15.9523334503;12.0916318893;3;25.7037609816;
16;1;19.75;10.625;6;21.25;2;16.9660930634;12.3113050461;3;26.0636560917;
17;1;19.75;10.625;6;21.25;2;17.9707603455;12.4808797836;3;26.1228116751;
18;1;19.75;10.625;6;21.25;2;18.9754657745;12.5;4;26.1438889503;
19;1;19.75;10.625;6;21.25;2;19.625;12.8431663513;3;26.1651208401;
20;1;19.75;10.625;6;21.25;2;19.8871517181;12.5;3;26.1864993572;
21;1;21.75;10.625;6;21.25;2;19.625;12.9745998383;3;26.2080165148;
22;1;22.75;10.625;6;21.25;2;19.625;12.983206749;3;26.2296639681;
23;1;23.75;10.625;7;21.25;2;19.625;12.9918651581;4;26.2514331341;
24;1;24.75;10.625;7;21.25;3;19.625;13.0005731583;3;26.2733153105;
25;1;24.75;10.625;8;21.25;3;19.625;13.0093259811;3;26.2953014374;
26;1;24.75;10.625;8;21.25;3;19.9164428711;12.5;3;26.3173824549;
27;1;24.75;10.625;8;21.25;3;19.625;13.0269527435;3;26.3395489454;
28;1;24.75;10.625;8;21.25;4;19.625;13.0358200073;2;26.3617914915;
29;1;24.75;10.625;8;21.25;4;19.9314041138;12.5;2;26.3841004372;
30;2;24.75;10.625;7;21.25;4;17.936422348;13.5;3;26.4064661264;
31;2;24.75;10.625;7;21.25;4;16.9414558411;14.5;3;26.428878665;
32;2;24.75;10.625;8;21.25;4;15.9464979172;15.5;3;26.4513280392;
33;2;24.75;10.625;9;21.25;4;14.9515485764;16.5;3;26.4738043547;
34;2;24.75;10.625;9;21.25;4;14.3316059113;17.5;3;26.4962974787;
35;3;25.75;10.625;8;22.25;4;14.3366670609;18.5;3;26.5187973976;
36;3;24.75;12.125;8;22.2899999619;4;14.3417291641;19.5;3;27.5412938595;
37;3;25.75;10.625;8;22.3311839104;4;15.3467912674;20.5;4;27.5937768221;
38;3;23.75;11.625;7;22.3735535145;4;16.3518486023;21.5;4;27.6468271017;
39;3;24.75;13.625;8;22.4171074629;4;16.5955352783;22.5;4;27.7004278898;
40;3;25.75;15.625;9;22.461841464;4;16.6075973511;23.5;5;27.7545609474;
41;3;26.75;17.625;9;22.5077478886;4;16.6197776794;24.5;5;27.8092069626;
42;3;26.75;19.625;10;22.5548160076;4;16.6320724487;25.5;6;27.8643455505;
43;3;26.75;20.625;10;22.6030313969;4;16.6444778442;26.5;6;27.9199551344;
44;3;26.75;20.625;10;22.6523760557;4;16.6569900513;27.5;7;27.9760129452;
45;3;27.591424942;20.625;10;22.7028282881;5;16.6696033478;28.5;7;28.0324950218;
46;3;27.6216964722;20.625;11;22.7543625832;5;16.6823120117;29.5;7;28.0893763304;
47;3;27.6526184082;20.625;11;22.8069496155;6;17.6951084137;27.5;8;43.1466306448;
48;3;27.6841697693;20.625;11;22.8605561256;6;19.0;28.452671051;8;43.9542307854;
49;3;27.7163333893;20.625;12;22.9151450396;6;21.7209510803;27.5;10;44.6815229654;
50;4;27.74908638;20.625;11;22.97067523;6;22.7339839935;29.5;10;45.3276443481;
51;4;27.7824058533;20.625;11;23.0271017551;6;23.4163246155;31.5;11;45.8950880766;
52;4;27.8162612915;20.625;11;23.0843759775;6;24.3852348328;33.5;12;46.3888355494;
53;4;27.8506259918;20.625;11;23.1424454451;6;24.3984394073;35.5;12;46.815484643;
54;4;27.8854675293;20.625;12;23.2012542486;6;24.4116897583;37.5;15;47.1824601889;
55;4;27.920753479;20.625;12;23.2607431412;6;24.4249744415;37.5;15;47.4973808527;
56;4;27.956445694;20.625;13;23.3208494186;6;24.438287735;37.5;16;47.6738878489;
57;4;27.9925098419;20.625;13;23.3815076351;7;24.0694885254;37.5;14;57.733217001;
58;4;28.0289039612;20.625;13;23.4426498413;7;25.4649734497;39.5;14;58.1767801046;
59;4;28.0655899048;20.625;12;23.5042052269;7;26.4747772217;41.5;14;58.5906820297;
60;5;28.1025238037;20.625;9;25.3823833466;6;25.0750007629;38.5;14;57.1219387054;
61;5;29.1396598816;21.625;9;27.3629381657;6;26.0750007629;40.5;16;57.4420347214;
62;5;31.6933002472;24.0234375;10;28.2822123766;6;26.6494579315;42.5;16;57.7347183228;
63;5;33.1617126465;26.3489723206;7;29.0827151537;6;26.7153129578;43.5;17;58.0005426407;
64;5;33.5551223755;28.6102333069;5;29.783624649;6;26.7751235962;44.5;19;58.2404880524;
65;5;33.884929657;30.8168411255;6;30.4038175344;6;24.7751235962;45.5;20;58.4558610916;
66;5;34.1623573303;31.9782962799;8;30.7539179325;7;24.0750007629;45.7999992371;18;63.6481971741;
67;5;34.2737007141;32.7288513184;8;31.0697942972;7;25.0750007629;46.7999992371;19;63.9691758156;
68;5;30.4000015259;34.7838249207;8;31.3945678473;7;26.0750007629;47.7999992371;20;64.2673225403;
69;5;31.4000015259;34.5489807129;10;31.7278939486;7;26.0750007629;48.7999992371;20;64.4399585724;
70;6;29.4000015259;35.6845970154;10;32.069367528;7;28.0750007629;49.7999992371;21;64.5792236328;
71;6;30.4000015259;34.8241882324;10;32.4185218811;7;29.7487678528;50.7999992371;22;64.7142839432;
72;6;31.4000015259;34.9675445557;10;32.774828434;7;30.7142848969;50.7999992371;23;64.8448963165;
73;6;29.4000015259;36.1144485474;10;33.137696743;8;30.7534694672;50.7999992371;23;64.9708600044;
74;6;30.4000015259;35.2646408081;11;33.5064749718;8;30.7912578583;50.7999992371;23;65.0920171738;
75;6;31.4000015259;35.4178390503;11;33.8804514408;8;30.8276062012;50.7999992371;23;67.0382518768;
76;6;29.4000015259;36.5737228394;12;34.2588560581;8;30.6959762573;52.6990013123;23;68.6357645988;
77;6;30.4000015259;35.7319488525;12;34.6408641338;8;31.4067611694;52.4218864441;24;69.9318742752;
78;6;31.4000015259;35.8921356201;13;35.0256004333;8;31.6182003021;52.9933929443;25;70.9761719704;
79;6;29.4000015259;37.0538902283;13;35.4121446609;8;31.7888946533;53.4394302368;26;71.6229987144;
80;6;31.4000015259;34.1468849182;13;35.7995371819;8;31.8868999481;53.7000007629;27;71.7141976357;
81;6;33.4000015259;33.7957611084;14;36.1867866516;8;29.9142589569;54.7000007629;27;71.8005290031;
82;6;29.4000015259;35.8928833008;14;36.5728793144;8;28.940158844;55.7000007629;27;71.8820991516;
83;6;30.4000015259;35.9915809631;12;36.9567883015;8;27.964630127;56.7000007629;26;71.9590339661;
84;6;32.4000015259;34.0914955139;10;37.3374848366;8;26.9877090454;57.7000007629;25;73.0;
85;6;31.4000015259;35.1922454834;10;37.7139489651;8;26.9999980927;59.7000007629;25;73.1799999475;
86;5;30.4000015259;35.2934265137;10;38.0851829052;9;27.25;62.7000007629;23;75.6702756882;
87;5;31.4000015259;37.3946380615;11;38.4502210617;9;26.25;64.2880020142;23;77.7036262751;
88;5;29.4000015259;40.4954719543;11;38.808144331;9;28.25;64.7711029053;23;79.358088851;
89;5;31.4000015259;38.0408554077;11;39.1580882072;9;27.25;67.1606216431;23;80.7194974422;
90;5;31.4000015259;39.1765632629;14;39.4992568493;9;28.1000003815;69.3621139526;25;81.6973569393;
91;5;29.4000015259;41.3099555969;14;39.8309304714;9;29.1000003815;71.7122192383;27;82.2919604778;
92;5;31.4000015259;38.4406547546;14;40.1524713039;10;30.1000003815;73.3673858643;26;97.8182296753;
93;5;31.4000015259;39.5683135986;14;40.4633328915;10;32.0999984741;75.3949890137;26;100.454698801;
94;5;29.4000015259;41.6926116943;15;40.7630598545;10;34.2999992371;78.4224472046;28;102.088150263;
95;5;31.4000015259;38.8132820129;15;41.0512926579;11;36.2999992371;81.4497375488;27;103.678627253;
96;5;28.4000015259;42.2273979187;15;41.2824778557;11;35.2999992371;84.4768447876;27;105.220193148;
97;5;27.4000015259;44.3727340698;14;41.4821460247;11;35.2999992371;87.5037536621;28;106.710186005;
98;5;26.4000015259;41.4030990601;15;41.6736321449;11;35.2999992371;87.5304336548;28;108.147524953;
99;5;25.4000015259;40.4326095581;15;41.8474636078;11;34.2999992371;89.5568771362;28;109.531133294;
100;5;24.4000015259;40.4547386169;15;41.9824953079;11;35.2999992371;92.5830535889;28;110.858803749;
