Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;13.0;6;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;12.0;6;20.0;
4;1;11.8999996185;8.625;5;17.25;2;8.0;11.3000001907;5;21.0;
5;1;12.8999996185;8.625;5;17.25;2;8.14999961853;10.0;5;21.0900000334;
6;1;13.8999996185;8.625;5;17.25;2;9.24524974823;10.0;5;21.1871190071;
7;1;14.8999996185;8.625;5;17.5949993134;2;9.76710128784;10.0;5;21.2917383909;
8;2;16.156999588;8.79749965668;4;18.8861961365;2;9.79064083099;10.0;5;21.817143321;
9;2;16.3317184448;8.94309806824;4;19.7167136669;2;9.90885734558;10.1999998093;5;22.2793469429;
10;2;16.8300266266;9.3333568573;4;20.4375710487;2;10.0128526688;10.3632001877;5;22.6900259256;
11;2;18.8300266266;9.6677980423;4;21.0550626516;2;10.1052560806;10.4951858521;5;23.9506295919;
12;2;20.8300285339;9.94955635071;4;21.5788632631;2;10.3888921738;11.0209560394;5;25.0538563728;
13;2;21.9271945953;10.1834592819;4;22.0204176903;2;12.2042226791;11.4571752548;5;26.0146684647;
14;2;22.9620113373;10.3752222061;4;22.3916525841;2;14.2042226791;11.8107032776;5;26.8543052673;
15;2;23.9980545044;10.5308046341;5;22.6421557665;2;16.2042217255;12.0916318893;5;27.5962526798;
16;2;25.035320282;10.625;5;22.7063041925;2;17.3919029236;12.3113050461;5;28.2632865906;
17;2;26.0738105774;10.625;5;22.7724741697;2;18.4656772614;12.4808797836;5;28.6547400951;
18;2;27.1135120392;10.625;5;22.8406432867;2;19.5451507568;12.5;6;29.0328326225;
19;2;27.7043857574;10.625;5;22.9107804298;2;20.5323867798;12.5;6;29.4347915649;
20;2;27.7464675903;10.625;5;22.9828453064;2;20.6228275299;12.5;6;29.8589887619;
21;2;27.7897071838;10.625;5;23.0567884445;2;20.7182731628;12.5;6;30.3031497002;
22;2;27.834072113;10.625;6;23.1325509548;3;20.8182086945;12.5;5;30.7643566132;
23;2;27.879529953;10.625;6;23.2100640535;3;20.9219799042;12.5;6;31.2390885353;
24;3;27.9260387421;10.625;5;23.2892494202;4;21.0287952423;12.5;5;31.7232985497;
25;3;26.75;11.625;5;23.370018959;4;21.1377410889;12.5;5;32.2125329971;
26;3;26.75;11.6850090027;5;23.4522752762;4;21.2478199005;12.5;5;32.7020812035;
27;3;26.75;11.7261371613;5;23.5359115601;4;21.3579673767;12.5;5;33.1871519089;
28;3;26.75;11.76795578;5;23.6208124161;4;21.4671096802;12.5;5;33.6630582809;
29;3;26.75;11.8104057312;5;23.7068536282;4;17.625;14.5;5;35.1254005432;
30;3;26.75;11.8534269333;5;23.7939035892;4;17.625;16.5;5;35.6002275944;
31;3;26.75;11.8969516754;5;23.8818233013;4;17.625;18.5;5;36.0547583103;
32;3;26.75;11.940911293;6;23.9704678059;4;16.8636322021;20.5;5;36.4862830639;
33;3;26.75;11.9852342606;6;24.0596864223;4;16.2456474304;22.5;6;36.8928062916;
34;3;26.75;12.0298433304;6;24.1493241787;4;16.2527923584;24.5;6;37.2730482817;
35;3;27.75;14.0298433304;6;24.239222765;4;16.2600631714;26.5;6;37.6264072657;
36;3;28.5435333252;16.0298423767;6;24.329221487;4;16.2674598694;28.5;7;37.9528932571;
37;3;28.5975322723;18.0298423767;6;24.4191586971;5;16.2749786377;29.7115364075;6;38.2530405521;
38;3;28.6514949799;19.625;6;25.508872509;5;16.282617569;30.8978748322;6;38.5278093815;
39;3;29.705324173;21.625;7;25.6382024288;5;16.2903709412;32.0660858154;6;38.7784867287;
40;3;30.7589225769;22.625;7;25.768173933;5;16.2982406616;33.2170829773;6;39.0065871477;
41;3;31.4609031677;23.625;8;25.8986339569;5;16.3062152863;34.351940155;6;39.2137718201;
42;3;31.5391807556;24.625;8;26.029430747;5;16.3142967224;35.4718284607;6;39.401771307;
43;3;31.6176586151;25.625;9;26.1604152918;5;16.322479248;36.5779724121;6;39.4700255394;
44;3;31.6962490082;25.625;9;26.291441679;5;17.3307552338;35.5779724121;7;39.5072168112;
45;3;31.7748641968;25.625;10;26.4223680496;5;18.3391227722;35.5779724121;7;39.5447884798;
46;3;31.8534202576;25.625;10;26.5530569553;5;17.3475761414;34.5779724121;8;39.5827163458;
47;3;31.9318351746;25.625;11;26.683376193;5;16.3561115265;36.5779724121;8;39.6209751368;
48;3;32.0100250244;25.625;11;26.8131989241;5;17.3647193909;35.5779724121;8;39.6595385075;
49;4;32.0879211426;25.625;11;26.9424037933;5;19.3733959198;33.5779724121;11;39.6983793974;
50;4;32.1654434204;25.625;12;27.0708765984;6;22.3071365356;34.5;10;40.7374696732;
51;4;32.2425270081;25.625;10;27.1985077858;6;23.9249992371;35.5;11;40.816780448;
52;4;32.319103241;25.625;10;27.3251954317;6;25.1590003967;36.5;12;40.8974661827;
53;4;32.3951187134;25.625;10;27.4508430958;6;26.3336639404;37.5;12;40.9794982672;
54;4;32.4705047607;25.625;10;27.5753605366;6;26.5499992371;38.5;12;41.0628447533;
55;4;32.5452156067;25.625;10;28.7263391018;6;27.2391395569;36.5;13;41.1474699974;
56;4;33.2358055115;26.0234375;10;30.7374807596;6;26.5499992371;37.3482894897;13;41.2333350182;
57;5;34.8424873352;27.3489723206;10;35.9554723501;6;26.8329925537;35.8829116821;15;41.3203971386;
58;5;37.3748435974;29.6102333069;10;37.892899394;6;27.297088623;33.5;15;41.4086101055;
59;5;39.4266433716;32.165145874;10;39.6376405954;6;27.3169364929;32.5;15;41.4979239702;
60;5;40.3633422852;34.6115722656;10;41.2559287548;6;26.5499992371;34.4816627502;17;41.5882848501;
61;5;41.1972579956;36.9617767334;11;42.7280842066;6;27.3573646545;32.5;17;41.6796357632;
62;5;40.1998443604;39.230922699;13;44.0791611671;6;26.8884811401;33.5;17;41.7719156742;
63;5;40.7378082275;41.001739502;13;45.15850389;6;27.3986816406;32.5;18;41.865060091;
64;5;41.1075973511;42.1866645813;13;46.1048132181;6;27.4196395874;32.5;18;41.9590011835;
65;5;41.3932495117;43.1197624207;14;47.0433140993;6;26.5499992371;34.5;19;42.0536677837;
66;6;41.6708068848;43.3438644409;14;47.9684273005;6;27.4620742798;32.5;19;42.1489853859;
67;6;41.9378929138;43.5698509216;15;48.8750478029;6;27.4835224152;32.5;19;42.2448767424;
68;6;42.1924743652;43.7968673706;16;49.7586545944;6;26.5499992371;34.5;20;42.3412610292;
69;6;42.4329223633;44.0240249634;16;50.6153763533;6;26.9757995605;34.2141723633;20;42.4380553961;
70;6;41.4329223633;43.1082077026;17;51.442025423;6;27.1095314026;33.5;20;42.5351746082;
71;7;41.4329223633;43.8388671875;17;63.736091733;6;26.5499992371;34.9075202942;20;42.6325306892;
72;8;42.4329223633;45.9164047241;16;65.3582086563;6;27.5923194885;32.5;21;42.7300341129;
73;8;42.9427108765;47.990447998;16;66.9026600122;6;26.5499992371;33.5;21;44.2862098217;
74;8;42.1147041321;50.0609207153;17;68.3569288254;6;24.7750015259;35.5646972656;22;45.5844352245;
75;8;39.8817825317;53.1277999878;17;69.7120667696;6;25.9505004883;33.3899993896;22;46.660623312;
76;8;38.8817825317;56.1910858154;18;70.9628844261;6;24.1592674255;34.6872596741;22;47.5527384281;
77;9;38.2000007629;59.2508010864;17;72.1077712774;6;25.2593841553;33.9097442627;23;48.1483256817;
78;9;38.2000007629;61.9231681824;17;73.1482335329;6;26.2999992371;34.0;24;48.5339977741;
79;9;38.2000007629;64.1031341553;18;73.9880050421;6;27.2999992371;34.0;24;48.8930170536;
80;10;38.2000007629;66.2747192383;18;89.7155250311;6;25.2999992371;35.0;25;49.1172678471;
81;11;39.2000007629;69.4376068115;17;91.8698433638;6;24.2999992371;36.0;25;49.2965736389;
82;11;40.2000007629;72.5916137695;17;93.782250762;6;24.2999992371;37.0;25;49.476139307;
83;11;41.2000007629;75.6980895996;19;96.5042936802;6;24.2999992371;38.0;26;49.655620575;
84;11;43.2000007629;79.7969055176;19;97.9045282602;6;24.2999992371;39.0;26;49.8346691132;
85;11;45.2000007629;83.8895568848;19;99.0969816446;6;24.2999992371;40.0;26;50.0129349232;
86;11;46.8394317627;86.4760665894;20;100.120007157;6;24.2999992371;41.0;26;50.1900696754;
87;12;45.2000007629;91.4895553589;20;101.98603189;6;24.2999992371;42.0;26;50.3657298088;
88;13;46.2000007629;95.4895553589;19;102.732662678;6;24.2999992371;43.0;27;50.5395791531;
89;13;48.2000007629;95.4895553589;19;103.359782696;6;24.2999992371;44.0;27;50.71129179;
90;13;48.2000007629;98.4895553589;22;103.88688767;6;24.2999992371;45.0;27;50.8805561066;
91;14;49.2000007629;102.099998474;20;104.126153827;6;24.2999992371;46.0;21;51.0470750332;
92;14;51.0500030518;103.099998474;20;104.26844883;6;24.2999992371;47.0;10;51.2105710506;
93;14;50.0500030518;106.099998474;19;106.755202532;6;24.2999992371;48.0;11;51.3707857132;
94;14;50.5472488403;109.099998474;18;110.183438301;6;24.2999992371;49.0;9;51.5274837017;
95;14;52.0341644287;113.099998474;19;112.567923427;7;25.2999992371;47.0;8;51.68045187;
96;14;53.5029678345;119.099998474;19;114.806408525;7;24.2999992371;48.0;10;51.8295023441;
97;14;51.5029678345;126.099998474;20;117.870826602;7;25.2999992371;50.0;10;52.9744713306;
98;14;51.5029678345;134.100006104;21;120.806644082;7;27.2999992371;49.0;9;53.1722946167;
99;14;60.0310516357;140.100006104;22;122.594710112;7;26.2999992371;51.0;8;53.3317637444;
100;14;66.1784667969;143.996459961;23;124.204059839;7;26.2999992371;53.0;9;53.4910606146;
