Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;13.0;6;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;12.0;5;20.0;
4;1;11.8999996185;8.625;6;17.25;1;8.0;11.0;5;20.0;
5;1;12.8999996185;8.625;6;17.25;1;8.0;10.0;5;20.0;
6;1;13.8999996185;8.625;6;17.25;1;9.0;10.0;5;20.0;
7;2;15.5;8.625;5;18.5949993134;1;9.5;10.0;5;20.0;
8;2;16.156999588;8.79749965668;4;18.8861961365;1;9.5;10.0;5;20.3999996185;
9;2;16.3317184448;8.94309806824;4;19.7067136765;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;16.8240280151;9.3333568573;4;20.416779995;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;18.8240280151;9.6677980423;4;21.0226662159;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;20.8240280151;9.94955635071;4;21.5340260267;1;9.95943069458;11.0209560394;4;22.9143505096;
13;2;21.9002914429;10.1834592819;4;21.9622858763;1;11.7228336334;11.4571752548;4;23.6214065552;
14;2;22.1773719788;10.3752222061;4;22.3193571568;2;13.7228336334;12.1107034683;3;25.1832637787;
15;2;22.3916149139;10.5308046341;4;22.5548160076;2;15.7228336334;12.0916318893;3;25.6526100636;
16;2;22.5328903198;10.625;4;22.6030313969;2;16.9545841217;12.3113050461;3;26.0223505497;
17;2;22.5618190765;10.625;4;22.6523760557;2;17.9614658356;12.4808797836;3;26.091766119;
18;2;22.591424942;10.625;4;22.7028282881;2;18.9684810638;12.5;3;26.1235172749;
19;2;22.6216964722;10.625;4;22.7543625832;2;19.8777923584;12.5;3;26.1558350325;
20;2;22.6526184082;10.625;4;22.8069496155;2;19.8850631714;12.5;4;26.1887089014;
21;2;23.75;11.0920848846;5;22.8605561256;2;19.625;12.9754838943;4;26.2221269608;
22;2;24.75;11.1081666946;5;22.9151450396;2;19.8999786377;12.5;4;26.2560760975;
23;2;25.75;11.457572937;6;22.97067523;2;19.625;13.0024299622;5;26.2905418873;
24;2;27.75;10.625;6;23.0271017551;2;19.625;13.0162162781;5;26.3255085945;
25;2;27.8162612915;10.625;6;23.0843759775;2;19.625;12.5;5;26.3609591722;
26;3;27.8506259918;10.625;5;23.1424454451;2;19.625;12.5;5;26.3968753815;
27;3;27.8854675293;10.625;5;23.2012542486;2;19.625;12.5;5;26.4332377911;
28;3;27.920753479;10.625;5;23.2607431412;2;19.625;12.5;5;26.4700255394;
29;3;27.956445694;10.625;5;23.3208494186;3;19.625;12.5;4;26.5072168112;
30;3;26.75;11.625;5;23.3815076351;3;17.625;13.5;4;26.5447884798;
31;3;26.75;11.6907539368;5;23.4426498413;3;16.625;14.5;4;26.5827163458;
32;3;26.75;11.7213249207;5;23.5042052269;3;15.625;15.5;4;26.6209751368;
33;3;26.75;11.7521028519;5;23.5661010742;3;14.625;16.5;4;26.6595385075;
34;3;26.75;11.7830505371;5;23.6282629967;3;14.0;17.5;4;26.6983793974;
35;3;26.75;11.8141317368;5;23.6906147003;3;14.0;18.5;4;26.7374696732;
36;3;26.75;11.8453073502;5;23.7530794144;3;14.0;19.5;5;26.7767804861;
37;3;26.75;13.8453073502;5;23.8155794144;3;14.0;20.5;5;26.8162822723;
38;3;26.75;15.8453073502;6;23.878036499;3;14.0;21.5;6;26.8559447527;
39;3;26.75;17.8453063965;6;23.940372467;3;14.0;22.5;7;26.8957372904;
40;3;26.75;19.8453063965;6;24.0025100708;3;14.0;23.5;7;26.9356285334;
41;3;26.75;21.8453063965;7;24.0643725395;3;14.0;24.5;7;26.9755871296;
42;3;26.75;22.0321865082;7;24.1258842945;3;14.0;25.5;8;28.015581131;
43;3;26.75;22.0629425049;7;24.186971426;3;15.0;26.5;8;28.1155786514;
44;3;26.75;22.0934867859;8;25.2475619316;3;16.0;27.5;8;28.2185118198;
45;3;27.75;23.1237812042;8;25.3375861645;3;16.0;28.5;10;28.3244174719;
46;3;28.75;24.153793335;8;25.4275681973;3;16.0;29.5;10;28.4333250523;
47;3;28.75;25.1834888458;8;25.5174367428;3;17.0;27.5;10;28.5452545881;
48;3;28.75;26.2128353119;9;25.6071226597;3;16.0;28.5;12;28.6602159739;
49;4;28.75;27.2418022156;9;25.6965585947;3;16.0;29.5;12;28.7782077789;
50;4;28.75;27.848279953;10;25.7856799364;3;17.0;27.5;13;28.8992158175;
51;4;28.75;27.2984848022;10;25.8744244576;3;18.0;28.5;14;29.023211956;
52;4;28.75;27.3261489868;11;25.9627320766;3;19.0;29.5;14;29.1501532793;
53;4;28.75;27.3533287048;11;26.0505459309;4;20.0;30.5;12;44.279979825;
54;4;28.75;27.3800010681;11;26.1378116608;4;22.0;32.5;12;45.1626152992;
55;5;28.75;27.4061508179;8;41.2244774103;4;24.1845302582;34.5;13;45.9673395157;
56;5;30.75;26.625;9;43.0604944229;4;25.0802955627;35.5;14;46.6932051182;
57;5;33.75;28.625;9;43.8551912308;4;26.6793308258;34.5;14;47.3426027298;
58;5;34.9775466919;30.625;9;45.838532567;4;27.1262569427;35.5;15;47.9203922749;
59;5;35.5456085205;33.0234375;9;47.5731333494;4;28.7430400848;33.5;17;48.433031559;
60;5;36.0263442993;35.3489723206;9;49.0745393038;4;28.3477516174;32.5;17;48.8877866268;
61;6;36.4298324585;37.6102333069;9;50.3657096624;4;27.816078186;33.5;18;49.292098999;
62;6;37.7673606873;39.4699668884;11;51.4732179642;4;28.4904403687;32.5;17;49.5594153404;
63;6;38.0936546326;40.6686096191;11;52.2177386284;4;27.8999996185;32.5;16;49.7107608318;
64;6;38.2469863892;41.7291030884;11;52.8462086916;5;27.8999996185;32.5;16;49.8631117344;
65;6;38.373878479;42.7695083618;11;53.4128206968;6;28.8999996185;33.5;14;51.0161931515;
66;7;37.3365020752;43.8115310669;12;53.7526628971;6;29.8999996185;34.5;14;51.2597190142;
67;7;37.4203643799;44.8551673889;12;55.0499838591;6;29.8999996185;35.5;15;51.5105128288;
68;7;38.5023994446;46.9004020691;12;55.3230961561;6;30.1671009064;36.5;14;51.7686539888;
69;7;39.5824203491;48.9472160339;13;55.5990732312;6;29.8999996185;37.5;14;52.0321836472;
70;7;39.6602630615;50.9955749512;13;55.8772492409;6;29.8999996185;38.4829559326;14;52.2752242088;
71;7;39.7357788086;53.0454444885;13;56.15699476;6;29.8999996185;38.5674514771;15;52.5263367891;
72;7;39.80884552;55.0967636108;13;56.4377147555;6;30.2721881866;37.5;15;52.7855058908;
73;7;39.879360199;56.1494827271;13;56.7188464403;6;29.8999996185;38.5;15;53.0526742935;
74;7;39.9472427368;57.2035179138;15;56.9998559356;6;28.33634758;38.5;13;53.3277351856;
75;7;40.0124397278;58.2587966919;13;57.2802371383;6;27.3715209961;39.5;13;55.4307627678;
76;8;40.0749092102;59.3152198792;13;57.5595092773;6;28.6385059357;38.0;12;57.2375068665;
77;8;40.1346321106;60.3726882935;11;57.8372139931;6;29.8587741852;38.3899993896;12;58.7915956974;
78;8;40.191608429;61.4310913086;12;58.1129151583;6;32.1493225098;39.6872596741;13;60.1384906769;
79;8;40.2458534241;62.4903106689;13;58.3861961365;6;32.875;40.9097442627;12;61.1575520039;
80;8;40.2973976135;63.2502098083;12;58.6566593647;6;31.0249996185;42.2064056396;11;61.7631807327;
81;8;40.346282959;63.3106613159;13;58.9239257574;6;32.0250015259;43.3795661926;12;62.3766946793;
82;9;40.3925666809;63.3715248108;10;60.1876331568;6;32.4457473755;43.9435882568;11;62.9954414368;
83;9;41.4363174438;64.4326477051;12;60.4614413381;7;32.6866569519;40.9435882568;9;63.6166553497;
84;9;42.4500007629;65.4938964844;12;60.7151443958;7;32.8152313232;40.5604248047;10;64.2375030518;
85;9;42.4500007629;66.5551071167;12;60.9711709619;7;32.0250015259;41.0;10;64.8551309109;
86;9;42.4500007629;67.6161346436;12;61.2291427255;7;31.9144611359;40.0;10;65.4667127132;
87;9;42.4500007629;68.6768341064;12;61.4886863232;7;30.9052467346;42.0;11;66.0694971085;
88;9;42.4500007629;68.7370529175;12;61.7494370341;7;29.0712966919;43.0;11;66.6608543396;
89;9;42.4500007629;68.796661377;13;62.0110372901;7;29.3035583496;43.0;11;67.2383160591;
90;9;40.4500007629;72.7176971436;12;62.2731390595;7;27.1569900513;42.0;12;67.7996168137;
91;9;39.4500007629;74.7988433838;14;62.5354045033;7;27.2999992371;43.0;13;69.3427248001;
92;9;38.4500007629;76.8785858154;16;62.7975064516;7;28.7807559967;41.0;13;70.0658700466;
93;9;37.4500007629;78.9567565918;17;63.0591287017;7;29.8461875916;41.0;13;70.8051639795;
94;9;36.4500007629;81.033203125;15;63.3199668527;7;29.9100151062;42.0;14;71.5418857336;
95;9;36.4500007629;80.1078109741;16;63.5797256827;7;30.1999988556;45.0;15;72.2895166874;
96;9;34.4500007629;82.1804504395;13;63.8381214142;7;30.1999988556;47.0;15;73.0713245869;
97;9;33.4500007629;84.2510375977;14;65.3613295555;7;31.1999988556;45.0;16;73.8940320015;
98;9;33.7942504883;83.5325317383;15;66.9293231368;8;33.0433502197;46.0;14;74.7643666267;
99;9;32.1425514221;85.8209228516;15;68.5316557288;8;31.0951023102;48.0;14;75.6553006172;
100;9;31.4909267426;88.1140441895;15;70.1571495533;8;29.1439437866;51.0;15;76.541238308;
101;9;31.8353347778;87.4095306396;16;72.7942765951;8;28.1898269653;54.0;15;77.497754097;
102;9;31.1718406677;90.7049179077;16;75.4915584326;8;27.2327327728;57.0;15;78.5241603851;
103;10;32.1718406677;92.9977111816;15;77.240899682;8;25.2327327728;58.0;13;79.6159977913;
104;10;33.7718391418;93.2854766846;17;78.9750063419;8;27.1999988556;58.0;15;80.7643918991;
105;10;33.7718391418;97.56590271;17;80.6846569777;8;28.4499988556;59.0;15;81.9557933807;
106;10;32.7718391418;99.8369140625;17;82.3617453575;8;27.4499988556;60.0;15;83.1722621918;
107;10;33.7718391418;99.0966949463;18;83.9993536472;8;27.4499988556;62.0;16;84.3923978806;
108;10;33.7718391418;101.343719482;18;85.5917626619;8;26.4499988556;63.0;17;85.5698070526;
109;10;34.7718391418;103.576858521;19;88.134398222;8;26.1499996185;65.0;17;86.6294660568;
110;10;37.7718391418;103.795257568;19;89.7737603188;8;28.1499996185;65.0;17;87.6340303421;
