Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;13.0;6;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;12.0;6;20.0;
4;1;11.8999996185;8.625;5;17.25;1;8.0;11.0;6;20.0;
5;1;12.8999996185;8.625;5;17.25;1;8.0;10.0;5;20.0;
6;1;13.8999996185;8.625;5;17.25;2;9.0;10.3000001907;4;21.0;
7;1;14.8999996185;8.625;5;17.5949993134;2;9.72500038147;10.0;4;21.0900000334;
8;1;15.5569992065;8.79749965668;5;17.8861961365;2;9.74524974823;10.0;4;21.5980186462;
9;1;15.7317180634;8.94309806824;5;18.6667137146;2;9.85955429077;10.1999998093;4;22.0418490171;
10;1;16.2000274658;9.3333568573;5;19.3355960846;2;9.95941543579;10.3632001877;4;22.4332156181;
11;1;17.2000274658;9.6677980423;5;19.8991127014;2;10.0474739075;10.4951858521;4;23.6659361124;
12;1;18.2000274658;9.94955635071;5;20.3669185638;2;10.3248357773;11.0209560394;4;24.7393633127;
13;1;19.2000274658;10.1834592819;5;20.7504444122;2;12.1334619522;11.4571752548;4;25.6686143875;
14;1;20.2000274658;10.3752222061;5;21.0616092682;2;14.1334609985;11.8107032776;4;26.4751701355;
15;1;21.2000274658;10.5308046341;6;21.25;2;16.1334609985;12.0916318893;4;27.1828548908;
16;1;22.2000274658;10.625;6;21.25;2;17.2988891602;12.3113050461;4;27.8148901463;
17;1;23.2000274658;10.625;6;21.25;2;18.3647880554;12.4808797836;4;28.1711652279;
18;1;24.2000274658;10.625;6;21.25;2;19.4363460541;12.5;4;28.5145654678;
19;1;24.75;10.625;6;21.25;2;20.4157772064;12.5;4;28.8830828667;
20;1;24.75;10.625;6;21.25;2;20.4986934662;12.5;5;29.2759313583;
21;1;24.75;10.625;6;21.25;2;20.5870838165;12.5;6;29.6917257309;
22;1;24.75;10.625;6;21.25;2;20.6806373596;12.5;6;30.1284441948;
23;1;24.75;10.625;7;21.25;2;20.7789001465;12.5;6;30.5834169388;
24;1;24.75;10.625;7;21.25;2;20.881269455;12.5;6;31.0533499718;
25;1;24.75;10.625;8;21.25;2;20.9870033264;12.5;7;31.5343885422;
26;1;24.75;10.625;8;21.25;2;21.0952377319;12.5;8;32.0222206116;
27;1;24.75;10.625;8;21.25;2;21.2049999237;12.5;8;32.5122156143;
28;1;24.75;10.625;8;21.25;2;21.3152484894;12.5;8;32.9995918274;
29;1;24.75;10.625;8;21.25;2;17.625;14.5;8;33.4795999527;
30;1;24.75;10.625;8;21.25;2;16.625;16.5;10;33.9477081299;
31;2;24.75;10.625;7;21.25;2;15.625;18.5;10;34.399772644;
32;2;24.75;10.625;8;21.25;2;14.625;20.5;10;34.8321838379;
33;2;24.75;10.625;9;21.25;2;14.0;22.5;11;35.2419710159;
34;2;24.75;10.625;9;21.25;3;14.0;24.5;6;47.1268672943;
35;2;24.75;10.625;9;21.25;3;16.0;24.5;6;47.9453258514;
36;2;24.75;10.625;9;21.25;3;19.0;22.5;6;48.6998815536;
37;2;24.75;10.625;9;21.25;3;21.0;21.5;6;49.3895025253;
38;2;24.75;11.625;10;21.25;3;22.6145401001;20.5;6;50.0147314072;
39;2;24.75;12.625;11;21.25;3;21.6145401001;21.5;7;50.577422142;
40;2;24.75;13.625;11;21.25;3;21.625;23.5;7;51.0804576874;
41;2;24.75;14.625;11;21.25;3;21.625;25.5;7;51.527466774;
42;2;24.75;15.625;12;21.25;3;22.625;24.5;8;51.9225606918;
43;2;24.75;15.625;12;21.25;4;23.625;24.5;8;52.2701053619;
44;3;24.75;15.625;9;41.25;4;21.625;26.5;8;52.5;
45;3;25.75;16.625;10;42.4500007629;4;22.625;25.5;10;52.5;
46;3;26.75;17.625;10;43.4675998688;4;23.625;28.5;10;52.5;
47;3;26.75;18.625;10;44.3079586029;4;24.5499992371;31.5;10;52.5;
48;3;26.75;19.625;11;44.986333847;4;24.5499992371;34.5;11;52.5;
49;3;26.75;20.625;11;45.523645401;5;24.5499992371;36.5;9;67.5;
50;3;26.75;21.625;11;45.9426937103;5;25.5499992371;39.5;10;69.25;
51;3;26.75;22.625;11;46.25;5;27.5499992371;42.5;11;69.9493744373;
52;3;26.75;23.625;11;46.25;5;29.5499992371;45.5;12;70.5678808689;
53;3;26.75;24.625;11;46.25;5;30.7886314392;47.5499992371;13;71.1080358028;
54;3;26.75;25.625;11;46.25;5;31.7956466675;49.5499992371;14;71.5748436451;
55;3;26.75;26.625;11;47.25;6;32.8027915955;50.5499992371;13;71.974924922;
56;3;27.75;28.625;11;47.2799999714;7;33.8100624084;50.5499992371;11;78.0657268763;
57;4;28.75;30.625;7;67.3105909824;7;35.4055633545;51.5499992371;12;78.5273900032;
58;4;29.75;33.625;8;68.5417668819;7;36.4898071289;52.5499992371;13;78.8460347652;
59;4;30.75;36.625;8;69.5911171436;8;36.5326194763;53.5499992371;12;79.042495966;
60;4;31.75;39.625;9;70.4637936354;8;36.5403709412;54.5499992371;12;79.2336392403;
61;4;32.75;42.4340820312;9;73.6636558771;8;36.5482406616;55.5499992371;14;79.4191600084;
62;5;35.2281265259;45.8555335999;9;77.2449808121;8;36.25;57.5499992371;14;79.598818779;
63;5;37.6187667847;47.5944595337;9;79.4185656309;8;36.25;58.8071861267;14;79.7724406719;
64;5;35.9322776794;50.1767463684;10;81.8456794024;8;36.25;59.8399124146;15;79.9399118423;
65;6;35.5981788635;52.9782714844;9;84.7292044163;8;36.25;60.8730239868;15;81.101175189;
66;6;35.1338882446;55.5394287109;9;85.594192028;8;37.25;62.9064941406;16;83.8115330935;
67;6;35.5541343689;56.9144477844;9;86.3282197714;9;38.7337493896;65.7801208496;15;86.1535274982;
68;6;35.8771057129;58.2087364197;10;88.2858181;9;39.5618286133;68.1258087158;17;88.183395505;
69;6;36.1213226318;59.4376983643;10;89.6736836433;9;39.967376709;69.8296508789;19;89.9610813856;
70;6;36.2000007629;60.5290184021;11;90.6989201307;10;40.3243713379;71.419303894;18;91.3816736937;
71;7;36.2000007629;61.5550537109;10;92.5547434092;10;40.6085472107;71.8409423828;19;92.3011265993;
72;7;37.2000007629;63.5813522339;10;93.0488986969;11;40.7914009094;72.0728378296;20;93.157736659;
73;7;38.2000007629;65.6079025269;11;93.522418499;11;38.9892578125;73.2094421387;21;94.9500570297;
74;8;38.8456115723;67.6346817017;10;94.0279895067;11;39.1796607971;75.3410644531;21;95.7615814209;
75;8;38.8693313599;69.6616821289;11;94.5644382238;11;39.3842658997;77.4126205444;23;96.6395118237;
76;8;38.8936576843;71.6888656616;11;95.1297342777;11;37.3055915833;81.4126205444;23;98.6029978991;
77;8;38.918586731;72.7162322998;11;95.7209419012;11;37.3217849731;86.4126281738;24;99.7272827625;
78;8;38.2000007629;76.6888656616;12;96.3342149258;11;38.0385818481;91.4126281738;25;100.928603292;
79;8;38.2000007629;79.6888656616;14;96.9648524523;12;38.4056549072;95.4126281738;25;102.193120003;
80;8;38.2000007629;82.6888656616;14;97.6074194908;12;37.6749992371;100.412628174;26;103.502506256;
81;8;38.2000007629;85.6888656616;15;98.2559279203;13;37.6749992371;104.743515015;25;104.834894776;
82;8;38.2000007629;88.6888656616;16;98.9040710926;13;37.6749992371;108.799629211;25;106.16643548;
83;8;38.2000007629;91.6888656616;17;99.5454944372;13;36.6749992371;110.85585022;27;107.473276377;
84;8;38.2000007629;94.6888656616;17;100.174075842;14;36.6749992371;113.912101746;27;108.73364079;
85;8;38.2000007629;97.6888656616;18;100.784193754;14;37.2999992371;116.798706055;28;109.929628253;
86;8;38.2000007629;100.688865662;19;101.370952964;14;38.2999992371;118.890823364;28;111.048419237;
87;8;38.2000007629;102.994819641;19;101.930353284;14;39.2234573364;120.983711243;30;113.08272028;
88;8;38.2000007629;104.880859375;20;102.459387064;15;40.4493675232;123.186187744;30;114.130478621;
89;8;39.2000007629;102.934677124;20;102.95606482;15;41.6468696594;126.355484009;30;115.102935076;
90;8;38.2000007629;103.988723755;21;103.419374347;15;41.8167457581;129.528564453;31;116.006251574;
91;8;38.2000007629;105.876602173;24;103.849187493;15;45.5304412842;133.705215454;32;116.848632932;
92;8;38.2000007629;106.949554443;25;104.246130466;15;47.6744766235;137.485168457;32;117.639250994;
93;8;38.2000007629;108.022644043;26;104.611436605;15;49.263923645;134.668182373;33;118.387381434;
94;8;38.2000007629;109.095802307;28;104.94679141;15;48.1387405396;137.853942871;33;120.0007267;
95;8;38.2000007629;110.16897583;29;105.254190922;15;50.2000732422;139.042053223;34;120.748605728;
96;8;38.2000007629;111.242095947;30;105.535809755;15;51.2508621216;140.232162476;35;124.314549327;
97;8;38.2000007629;112.315086365;31;105.793898344;15;50.7314529419;145.059112549;36;127.484006047;
98;8;38.2000007629;113.387886047;31;105.915339947;15;51.0484008789;149.821212769;36;130.333074093;
99;9;39.2000007629;111.460441589;30;106.008130074;15;51.3333053589;154.522399902;36;132.94628334;
100;9;38.2000007629;112.532684326;31;106.100504875;15;52.5546951294;155.167388916;37;135.233382702;
101;9;38.2000007629;113.604537964;31;106.391573906;15;51.8233413696;158.761245728;37;138.320494175;
102;9;39.2000007629;111.826065063;32;106.694648743;15;54.0320510864;160.291793823;37;141.336603165;
103;9;38.2000007629;113.056106567;32;107.009338617;15;58.2306594849;167.14541626;39;144.402834415;
