Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;13.0;4;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;12.0;4;20.0;
4;1;11.8999996185;8.625;5;17.25;1;8.0;11.0;4;20.0;
5;1;12.8999996185;8.625;5;17.25;1;8.0;10.0;4;20.0;
6;1;13.8999996185;8.625;5;17.25;1;9.0;10.0;4;20.0;
7;1;14.8999996185;8.625;5;17.5949993134;1;9.5;10.0;4;20.0;
8;1;15.5569992065;8.79749965668;5;17.8861961365;1;9.5;10.0;4;20.3999996185;
9;2;16.3317184448;8.94309806824;4;19.6667137146;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;16.8000278473;9.3333568573;4;20.3855960369;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;18.8000278473;9.6677980423;4;21.0010876656;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;20.8000278473;9.94955635071;4;21.5228685141;1;9.95943069458;11.0209560394;4;22.9143505096;
13;2;21.8935966492;10.1834592819;4;21.9623891115;1;11.7228336334;11.4571752548;4;23.6214065552;
14;2;22.1774349213;10.3752222061;4;22.3315825462;1;12.7228336334;11.8107032776;4;24.1832637787;
15;2;22.3989505768;10.5308046341;4;22.5800433159;1;13.7228336334;12.0916318893;4;24.6226100922;
16;2;22.5480270386;10.625;6;22.6421557665;1;14.7228336334;12.3113050461;4;24.9617595673;
17;3;24.4722595215;10.625;4;32.5897279978;1;15.7228336334;12.4808797836;6;25.0;
18;3;26.5107498169;10.625;5;33.0627564192;2;16.7228336334;12.5;5;25.0;
19;3;28.5504512787;10.625;5;33.5126661062;2;17.625;12.5;5;25.0;
20;3;30.5913524628;10.625;5;33.9379658699;2;17.625;12.5;6;25.0;
21;3;31.7464675903;10.625;5;34.3378486633;2;17.625;12.5;6;25.0;
22;3;32.7897071838;10.625;5;34.7121315002;2;17.625;12.5;6;25.0;
23;3;33.834072113;10.625;5;35.0611722469;2;17.625;12.5;7;25.0;
24;3;34.8795318604;10.625;5;35.3857718706;3;17.625;12.5;5;34.3277463913;
25;3;29.75;13.6050319672;5;35.6870775223;3;18.625;12.5;5;34.7635622025;
26;3;29.75;13.6446247101;5;35.9664812088;3;19.625;12.5;6;35.177189827;
27;3;26.75;15.6850090027;5;36.2255334854;3;20.625;12.5;6;35.5662441254;
28;3;26.75;15.7261371613;5;36.4658651352;3;21.625;12.5;6;35.9290628433;
29;4;27.75;16.76795578;4;36.6208124161;3;22.0840377808;12.5;6;36.2646875381;
