Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;13.0;6;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;12.0;6;20.0;
4;1;11.8999996185;8.625;5;17.25;1;8.0;11.0;6;20.0;
5;1;12.8999996185;8.625;5;17.25;2;8.0;10.3000001907;4;21.0;
6;1;13.8999996185;8.625;5;17.25;2;9.22500038147;10.0;4;21.0900000334;
7;1;14.8999996185;8.625;5;17.5949993134;2;9.74524974823;10.0;4;21.1871190071;
8;1;15.5569992065;8.79749965668;5;17.8861961365;2;9.76710128784;10.0;4;21.7036092281;
9;1;15.7317180634;8.94309806824;5;18.6667137146;2;9.88331222534;10.1999998093;4;22.1564130783;
10;1;16.2000274658;9.3333568573;5;19.3355960846;2;9.98519229889;10.3632001877;4;22.557236433;
11;1;17.2000274658;9.6677980423;5;19.8991127014;2;10.075378418;10.4951858521;4;23.8035871983;
12;1;18.2000274658;9.94955635071;5;20.3669185638;2;10.3558073044;11.0209560394;4;24.8916251659;
13;1;19.2000274658;10.1834592819;5;20.7504444122;2;12.1677207947;11.4571752548;4;25.8364036083;
14;1;20.2000274658;10.3752222061;5;21.0616092682;2;14.1677207947;11.8107032776;4;26.6592981815;
15;1;21.2000274658;10.5308046341;6;21.25;2;15.7228336334;12.8344421387;3;27.3839819431;
16;1;22.2000274658;10.625;6;21.25;2;16.7228336334;13.1397161484;3;28.0334718227;
17;1;23.2000274658;10.625;6;21.25;2;18.4139690399;12.4808797836;3;28.407397747;
18;1;24.2000274658;10.625;6;21.25;2;18.7228336334;13.5;4;28.7683298588;
19;1;24.75;10.625;6;21.25;2;19.625;13.6304988861;4;29.1538929939;
20;1;24.75;10.625;6;21.25;3;19.625;13.7461681366;5;29.562889576;
21;1;24.75;10.625;6;21.25;3;20.625;12.5;5;29.9934945107;
22;1;24.75;10.625;6;21.25;3;19.625;13.5;5;30.4432339668;
23;1;24.75;10.625;7;21.25;3;20.625;12.5;5;30.9089989662;
24;1;24.75;10.625;7;21.25;3;20.9545249939;12.5;5;31.3870959282;
25;1;24.75;10.625;8;21.25;3;19.625;13.5;5;31.8733391762;
26;1;24.75;10.625;8;21.25;3;19.625;14.5;6;32.36317873;
27;1;24.75;10.625;8;21.25;3;19.625;15.445271492;6;32.8518595695;
28;1;24.75;10.625;8;21.25;3;19.625;15.6407442093;6;33.3346033096;
29;1;24.75;10.625;8;21.25;3;17.625;17.6407432556;6;33.8067913055;
30;1;24.75;10.625;8;21.25;3;16.625;19.6407432556;6;34.2641468048;
31;1;24.75;10.625;8;21.25;3;15.625;21.6407432556;6;34.7028827667;
32;1;24.75;10.625;9;21.25;3;14.625;23.2920188904;6;36.1198272705;
33;1;24.75;10.625;10;21.25;3;15.0;24.5838794708;7;36.5424940586;
34;1;24.75;10.625;10;21.25;3;16.0;25.858745575;7;36.9397089481;
35;1;24.75;10.625;10;21.25;3;16.2386322021;27.1153831482;7;37.3104083538;
36;1;24.75;10.625;10;21.25;3;16.2456474304;28.3530502319;8;37.6541903019;
37;1;24.75;10.625;10;21.25;5;16.2527923584;29.571472168;6;37.9712380171;
38;1;24.75;11.625;10;21.25;5;16.2600631714;30.7707824707;6;38.2622305155;
39;1;24.75;12.625;12;21.25;5;16.2674598694;31.9514656067;6;38.5282421112;
40;1;24.75;13.625;12;21.25;5;16.2749786377;33.1142807007;6;38.770642519;
41;1;24.75;14.625;12;21.25;5;16.282617569;34.2601966858;6;38.9910042286;
42;1;24.75;15.625;13;21.25;5;16.2903709412;35.3903236389;6;39.1910185814;
43;1;24.75;15.625;13;21.25;5;16.2982387543;36.505859375;6;39.3609591722;
44;1;24.75;15.625;13;21.25;5;17.3062152863;35.505859375;7;39.3968753815;
45;1;24.75;15.625;14;21.25;5;18.0;36.4836730957;7;40.4332377911;
46;1;24.75;15.625;14;21.25;6;19.322479248;35.2058601379;6;41.5100255013;
47;1;24.75;15.625;14;21.25;6;21.0;35.2058601379;6;41.6284006834;
48;1;24.75;15.625;14;21.25;6;22.0;36.0457382202;6;42.7495259047;
49;1;24.75;15.625;14;21.25;6;24.9249992371;39.0398788452;6;42.913377285;
50;1;24.75;15.625;15;21.25;6;27.5437107086;42.0398788452;7;43.0811079741;
51;1;24.75;15.625;15;21.25;6;28.1875991821;45.0398788452;7;43.2526813745;
52;1;24.75;15.625;15;21.25;6;29.5813884735;47.984828949;7;43.4280507565;
53;1;24.75;15.625;16;21.25;6;31.1463108063;48.5;8;43.6071585417;
54;2;25.75;16.625;15;22.25;7;31.1480140686;49.3482894897;9;43.7899358273;
55;2;26.75;17.625;15;22.4025000334;7;30.5499992371;47.4816627502;10;43.9763026237;
56;2;26.75;18.625;15;22.5764987469;7;31.5791339874;46.4816627502;11;44.1661670208;
57;2;26.75;19.625;16;22.774458766;7;32.5197982788;46.5;10;45.3594255447;
58;2;26.75;20.625;16;22.9989435673;7;32.9003143311;45.5;11;45.5559625626;
59;3;26.75;21.4994716644;15;23.2525589466;7;33.5895767212;46.5;11;45.755650878;
60;3;26.75;20.625;15;23.5378723145;7;33.2508544922;48.8829116821;13;45.958351016;
61;3;26.75;21.625;16;23.8573079109;7;33.7409706116;48.5;14;46.1639118195;
62;4;26.75;21.928653717;11;40.0815908909;7;34.1618766785;48.4000015259;17;46.3721706867;
63;4;28.2281265259;23.5407943726;11;42.2671627998;7;32.949848175;51.4000015259;17;46.5829532146;
64;4;29.6187667847;25.108581543;11;44.2894582748;7;33.8434295654;49.4000015259;17;46.7960746288;
65;4;29.9322776794;26.6422424316;11;46.159078598;7;33.3756484985;50.4000015259;18;47.011339426;
66;4;30.1802082062;28.1523513794;13;47.8914756775;7;33.0483665466;51.8075180054;19;47.2285419703;
67;5;30.3739547729;29.6484603882;12;49.2975831032;7;33.949005127;49.8075218201;19;47.4474674463;
68;5;30.4000015259;31.0349006653;13;50.6154556274;7;33.0159378052;51.4000015259;20;47.6678931713;
69;5;30.4000015259;32.427318573;14;51.8904561996;7;33.5682678223;50.8075180054;20;49.4696164131;
70;5;30.4000015259;33.8435821533;14;53.1230859756;7;33.8827514648;51.4137458801;20;51.0204367638;
71;5;30.4000015259;35.2783966064;15;54.3115501404;7;33.6582565308;53.6333770752;21;52.3559777737;
72;5;30.4000015259;36.7252006531;15;55.3528747559;7;34.9602775574;51.4625167847;21;53.5138679743;
73;5;30.4000015259;38.1764373779;15;57.2481012344;7;35.7780227661;49.9601402283;21;54.3812717199;
74;5;31.4000015259;40.6240501404;15;58.2200428247;7;34.7895393372;52.0906562805;22;55.0443775654;
75;5;32.4000015259;43.0600204468;15;60.1627964973;7;35.4582214355;51.1319732666;22;55.6859819889;
76;5;33.4000015259;46.4769477844;16;61.0843670368;7;34.9424476624;52.0;22;56.1974644661;
77;5;34.4000015259;49.8685531616;16;61.9559158087;7;34.3563613892;55.1695785522;22;56.6681078672;
78;5;34.4000015259;52.7300338745;13;62.7717107534;7;36.4347915649;49.1695785522;22;57.1425448656;
79;5;34.4000015259;55.0582733154;13;63.5293004513;7;35.1136932373;50.0;21;57.6198318005;
80;5;34.4000015259;53.2794647217;14;64.2291660309;7;35.1162910461;50.0;21;58.0989997387;
81;5;33.4000015259;54.9434432983;13;64.8741627932;7;35.1572952271;51.0;21;58.5790605545;
82;5;34.4000015259;57.0752258301;13;65.4688565731;7;35.2784194946;50.0;21;59.0590170622;
83;5;34.4000015259;58.1874008179;14;66.018872261;7;35.238861084;50.0;22;59.5378715992;
84;5;34.4000015259;58.5019760132;15;66.5303080082;7;34.5481834412;52.0;22;60.0146358013;
85;5;34.4000015259;58.7997398376;16;67.0092691183;7;35.4431228638;51.0;21;60.4883378744;
86;5;34.4000015259;59.0837402344;16;67.3598402739;7;36.2538719177;49.0;20;60.9580336809;
87;5;34.4000015259;59.3059539795;17;67.627948761;7;35.3979721069;50.0;20;61.4228106737;
88;6;34.4000015259;59.489276886;14;80.6572390795;7;32.3852615356;51.0;21;61.8818004131;
89;6;35.4000015259;60.6804046631;14;81.7437777519;7;32.4495162964;51.0;20;62.3341810703;
90;6;36.4000015259;61.8787727356;12;82.781537652;7;32.5126457214;52.0;20;62.7791862488;
91;6;36.4000015259;63.0836791992;13;83.7622221708;7;29.5745449066;54.0;20;63.2161066532;
92;6;36.4000015259;64.2942886353;15;84.6807078123;7;29.6351089478;54.0;22;63.6442973614;
93;6;36.4000015259;65.5096435547;18;85.5348029137;7;27.3942489624;56.0;21;64.0631785393;
94;6;36.4000015259;66.7286682129;18;86.324775815;7;27.0768756866;58.0;21;64.4722368717;
95;6;36.4000015259;67.9501953125;19;87.0527576208;7;26.9826622009;58.0;20;64.8710284233;
96;6;36.4000015259;69.172996521;17;87.7221376896;7;24.8695259094;61.0;20;65.2591760159;
97;6;36.4000015259;70.3958053589;19;88.337020278;7;25.8793983459;62.0;20;65.6363708973;
98;6;35.4000015259;75.1636352539;20;88.9017854929;7;27.1022262573;63.0;21;66.0023674965;
99;6;35.4000015259;77.446472168;18;89.3646864891;7;27.1310577393;63.0;21;66.3242182732;
100;7;35.4000015259;79.7244567871;17;89.6715686321;7;26.1514873505;66.0;22;66.6283278465;
101;7;36.4000015259;77.9172515869;18;89.9699734449;7;26.1694812775;69.0;22;66.9220814705;
102;7;35.4000015259;81.1655731201;19;90.2585970163;7;26.1867198944;72.0;23;67.2054569721;
103;7;35.4000015259;83.5154876709;19;90.536331296;7;26.2032051086;75.0;22;67.4784786701;
104;7;36.4000015259;82.7609710693;20;90.8022778034;7;26.2189464569;77.7776184082;22;67.7412128448;
105;7;35.4000015259;84.99584198;21;91.0557509661;7;25.8999996185;78.7776184082;24;67.9653978348;
106;7;36.4000015259;84.2194976807;22;92.2962774038;8;25.8999996185;80.7776184082;23;68.0967235565;
107;7;37.4000015259;85.4315185547;22;93.5191613436;8;25.8999996185;81.7776184082;24;68.1756706238;
108;7;39.2000007629;87.4309768677;23;94.7805563211;9;26.8999996185;83.0;23;68.2336053848;
109;7;41.2000007629;87.4569091797;23;96.0580455065;9;27.8999996185;84.0;24;68.2907235622;
110;7;42.2000007629;87.4886322021;24;97.3279491663;9;28.2749996185;85.0;25;70.0702290535;
111;7;42.2000007629;90.5043563843;24;98.5673775673;9;28.3199996948;86.4199981689;26;71.8781299591;
