Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;13.0;6;20.0;
3;1;11.8999996185;8.625;4;17.25;1;8.0;12.0;6;20.0;
4;1;11.8999996185;8.625;4;17.25;1;8.0;11.0;6;20.0;
5;1;12.8999996185;8.625;4;17.25;1;8.0;10.0;6;20.0;
6;1;13.8999996185;8.625;4;17.25;1;9.0;10.0;6;20.0;
7;2;15.5;8.625;3;18.5949993134;1;9.5;10.0;6;20.0;
8;2;16.156999588;8.79749965668;3;18.9711961746;1;9.5;10.0;6;20.3999996185;
9;2;16.3827171326;8.94309806824;3;19.8647165298;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;16.9188289642;9.3333568573;3;20.6570171118;2;9.66343975067;10.6632003784;5;21.9903717041;
11;2;18.9188289642;9.6677980423;3;21.3550356627;2;9.94783401489;10.4951858521;5;23.0719120502;
12;2;20.9188289642;9.94955635071;3;21.9690755606;2;10.1911802292;11.0209560394;4;23.9749414921;
13;2;22.16132164;10.1834592819;3;22.5111804008;2;11.9614667892;11.4571752548;4;24.7131726742;
14;2;23.2564697266;10.3752222061;3;22.993827939;2;13.9614667892;11.8107032776;4;25.3067810535;
15;2;24.3593597412;10.5308046341;4;23.3670890331;2;15.9614667892;12.0916318893;4;25.7784451246;
16;2;25.470281601;10.625;4;23.5657336712;2;16.9828968048;12.3113050461;4;26.1504684687;
17;2;26.5894680023;10.625;4;23.778416872;2;17.9902935028;12.4808797836;4;26.2221269608;
18;2;27.7170772552;10.625;4;24.0052559376;2;18.7228336334;12.5;5;26.2560760975;
19;2;28.4031524658;10.625;4;24.2461960316;2;19.625;12.5;5;26.2905418873;
20;2;28.5477180481;10.625;4;24.5009865761;2;19.625;12.5;5;26.3255085945;
21;2;28.700592041;10.625;5;24.7691609859;2;19.625;12.5;5;26.3609591722;
22;2;28.8614959717;10.625;5;25.0500195026;2;19.9312152863;12.5;6;26.3968753815;
23;2;29.0300121307;10.625;5;25.3426203728;3;19.9392967224;12.5;5;26.4332377911;
24;2;29.2055721283;10.625;5;25.6457762718;3;19.625;12.5;5;26.4700255394;
25;2;29.3874664307;10.625;5;25.9580621719;3;19.625;13.0880098343;5;26.5072168112;
26;2;29.574836731;10.625;5;26.2778306007;3;19.625;13.1028871536;6;26.5447884798;
27;2;29.7666988373;10.625;5;26.60324049;3;19.625;13.1179151535;6;26.5827163458;
28;2;29.9619445801;10.625;5;26.9322915077;3;19.9811115265;12.5;6;26.6209751368;
29;2;30.1593742371;10.625;5;27.2628707886;3;19.625;13.1483898163;6;26.6595385075;
30;2;30.3577232361;10.625;5;27.5928049088;3;17.9983959198;13.5;6;26.6983793974;
31;2;30.555683136;10.625;5;27.9199156761;3;17.0071353912;14.5;6;27.7374696732;
32;2;30.7519493103;10.625;5;28.2420783043;3;17.0159301758;16.3999996185;6;27.7767804861;
33;2;30.9452476501;10.625;6;28.5572757721;3;17.0247764587;17.3999996185;6;27.8162822723;
34;2;31.1343650818;12.625;7;28.8636498451;3;16.4086647034;18.3999996185;6;27.8559447527;
35;3;31.318189621;14.625;6;29.1595430374;3;16.6425876617;18.5;5;27.8957372904;
36;3;31.4957256317;16.625;7;29.4435319901;3;16.4265403748;20.3999996185;5;27.9356285334;
37;3;31.6661186218;18.625;7;29.7144489288;3;16.4355163574;21.3999996185;4;27.9755871296;
38;3;31.8286705017;20.625;8;29.9713916779;3;16.4445075989;22.3999996185;5;28.015581131;
39;3;31.9828338623;20.625;9;30.21372509;3;16.4535064697;23.3999996185;6;28.0555787086;
40;3;32.1282348633;20.625;9;30.441069603;3;16.4625053406;24.3999996185;6;28.0955479145;
41;3;32.2646408081;20.625;9;30.6532850266;3;16.4714984894;25.3999996185;7;28.135456562;
42;3;32.3919715881;20.625;10;30.8504447937;3;16.7054786682;25.5;7;28.17527318;
43;3;32.5102653503;20.625;10;31.0328102112;3;16.7144355774;26.5;8;28.2149660587;
44;3;32.6196861267;20.625;10;31.200799942;3;16.723367691;27.5;9;28.2545039654;
45;3;32.7204818726;20.625;11;31.3549575806;3;16.7322635651;28.5;9;28.293856144;
46;3;32.8129730225;20.625;11;31.4959259033;3;16.7411174774;29.5;10;28.3329925537;
47;3;32.8975563049;20.625;11;31.624417305;3;17.7499237061;27.5;11;28.3718836308;
48;3;32.9746513367;20.625;12;31.7411899567;3;16.7586746216;28.5;12;28.4105007648;
49;3;33.0447158813;20.625;13;31.75;3;16.7673625946;29.5;12;28.4488155842;
50;3;33.0499992371;20.625;13;31.75;3;17.0;29.5;13;28.4868011475;
51;3;33.0499992371;20.625;13;31.75;4;18.0;30.5;10;48.5244314671;
52;3;33.0499992371;20.625;14;31.75;4;20.0;32.5;11;49.7616820335;
53;3;33.0499992371;20.625;9;32.8093748093;4;22.5763778687;34.5;11;50.8161263466;
54;3;33.6856269836;21.0234375;10;33.7012577057;4;24.0;36.5;12;51.6929028034;
55;3;34.2207527161;21.3489723206;10;34.4434776306;4;26.2178630829;37.4000015259;14;52.4072465897;
56;3;34.6660842896;21.6102333069;11;35.0561246872;5;27.2259559631;37.4000015259;13;67.9800570011;
57;4;35.0336761475;21.8168411255;10;35.5592327118;5;26.625;40.4000015259;13;69.1841151714;
58;4;35.3355407715;21.9782962799;11;35.7647705078;5;30.2418193817;38.4000015259;13;70.1952989101;
59;4;35.4588623047;22.0;9;35.9100923538;5;29.25;41.4000015259;15;70.8171937466;
60;4;35.5460586548;22.0;10;36.0;5;29.25;44.3669319153;15;71.3596141338;
61;5;35.6000022888;22.0;9;36.0;6;29.25;46.3903427124;14;71.8275585175;
62;5;35.6000022888;22.0;9;36.0;6;29.625;47.4133644104;16;72.2276442051;
63;5;35.6000022888;22.0;9;36.0;6;30.625;48.4359893799;16;72.5673174858;
64;5;33.6000022888;23.0;9;36.0;6;31.213104248;49.4582099915;17;72.8542208672;
65;4;32.6000022888;24.0;9;36.0;7;31.2898292542;50.4800224304;17;73.0;
66;4;31.6000022888;25.0;10;36.0;8;31.3250007629;51.5;18;73.0;
67;4;30.6000022888;26.0;10;36.0;8;31.3250007629;52.5;18;73.0;
68;4;29.6000022888;27.0;10;36.0;8;31.3250007629;53.5;19;73.0;
69;4;28.6000022888;28.0;10;36.0;8;31.3250007629;54.5;19;73.0;
70;4;28.4000015259;29.0;10;36.0;8;31.3250007629;55.5;19;73.0;
71;4;28.4000015259;30.0;10;36.0;8;31.3250007629;56.5;20;73.5699996948;
72;4;28.4000015259;31.0;10;36.0;8;31.4960002899;57.5;20;76.1255512238;
73;4;28.4000015259;32.0;11;36.0;8;31.8636665344;58.5599975586;20;80.1568934917;
74;4;28.4000015259;33.0;11;36.0;8;34.1567001343;61.6197319031;20;81.9943450689;
75;4;28.4000015259;34.0;11;36.0;8;36.3862762451;64.679145813;23;83.4857259989;
76;4;28.4000015259;35.0;12;36.0;8;38.5593833923;64.7381896973;25;84.2368303537;
77;4;28.4000015259;36.0;13;36.0;8;38.5999984741;67.7968139648;25;84.6617424488;
78;4;28.4000015259;37.0;13;36.0;9;39.5999984741;70.8549880981;25;85.12441957;
79;4;28.4000015259;38.0;14;36.0;9;37.5999984741;73.9033813477;26;85.6277157068;
80;4;28.4000015259;39.0;15;36.0;10;37.5999984741;73.099395752;25;86.1742999554;
81;4;28.4000015259;40.0;15;36.0;10;35.5999984741;75.311164856;25;86.7665177584;
82;4;28.4000015259;41.0;15;36.0;10;34.5999984741;77.5396652222;27;87.4062303305;
83;4;28.4000015259;42.0;16;36.0;11;34.5999984741;76.7856674194;26;88.0946307182;
84;4;28.4000015259;43.0;18;36.0;11;33.2999992371;77.0659332275;26;89.8320521116;
85;4;28.4000015259;43.0;18;36.0;11;34.2999992371;83.1001739502;28;90.6777722836;
86;4;28.4000015259;43.0;18;36.0;13;36.2999992371;82.299369812;25;91.5728062391;
87;4;28.4000015259;43.0;19;36.0;13;35.2999992371;88.2858200073;25;92.5139102936;
88;4;28.4000015259;43.0;15;36.0;13;36.2999992371;91.305770874;26;93.4963976145;
89;4;28.4000015259;43.0;14;36.0;13;38.2999992371;92.3257904053;27;94.5141512156;
90;4;27.4000015259;43.0;15;36.0;13;38.2999992371;96.3458633423;26;95.5597355366;
91;4;27.4000015259;43.0;15;36.0;13;39.2999992371;100.365997314;26;96.6010612249;
92;4;27.4000015259;43.0;15;36.0;13;41.2999992371;101.386161804;26;97.6366375685;
93;4;27.4000015259;43.0;16;36.0;13;41.2999992371;105.40637207;28;98.6737138033;
94;4;27.4000015259;43.0;16;36.0;13;39.2999992371;108.174736023;26;99.7026386261;
95;4;27.4000015259;43.0;16;36.0;13;40.2999992371;106.194976807;27;100.714248538;
96;4;27.4000015259;43.0;16;36.0;13;37.2999992371;109.415061951;25;101.700256109;
97;4;26.6000022888;43.0;18;36.0;13;36.2999992371;113.435302734;25;102.653557897;
98;4;25.6000022888;43.0;18;36.0;13;36.2999992371;114.455543518;26;103.568428874;
99;4;24.6000022888;43.0;18;36.0;13;37.2999992371;113.475753784;27;104.440610528;
100;4;23.6000022888;43.0;18;36.0;13;37.2999992371;114.495933533;28;105.267283678;
