Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;2;7.0;13.3000001907;5;21.0;
3;1;11.8999996185;8.625;5;17.25;2;8.14999961853;12.0;5;21.0900000334;
4;1;11.8999996185;8.625;5;17.25;2;8.16349983215;11.0;4;21.1871190071;
5;1;12.8999996185;8.625;4;17.25;2;8.17806816101;10.0;4;21.2917383909;
6;1;13.8999996185;8.625;4;17.25;2;9.29064083099;10.0;4;21.4042263031;
7;1;14.8999996185;8.625;4;17.5949993134;2;9.81595134735;10.0;4;21.5249304771;
8;1;15.5569992065;8.79749965668;4;17.8861961365;2;9.84310913086;10.0;4;22.0694183111;
9;1;15.7317180634;8.94309806824;4;18.6667137146;2;9.96561908722;10.1999998093;4;22.5515855551;
10;2;16.8000278473;9.3333568573;2;20.3355960846;2;10.0741062164;10.3632001877;4;22.983014226;
11;2;18.8000278473;9.6677980423;2;20.9291126728;2;10.1711778641;10.4951858521;4;24.2738182545;
12;2;20.8000278473;9.94955635071;1;21.4275095463;2;10.4616098404;11.0209560394;4;25.4089095592;
13;2;21.8363819122;10.1834592819;1;21.8422105312;2;12.2841091156;11.4571752548;4;26.4029755592;
14;2;22.1053276062;10.3752222061;1;22.185126543;2;14.2841091156;11.8107032776;4;27.276881218;
15;2;22.3110771179;10.5308046341;3;22.4058350325;2;16.2841091156;12.0916318893;4;28.0536293983;
16;3;22.4435005188;10.625;1;27.0620194674;2;17.4948120117;12.3113050461;4;28.755402565;
17;3;25.3501930237;10.625;1;27.5289511681;2;18.5764026642;12.4808797836;4;29.1808357239;
18;3;27.3702430725;10.625;2;28.0151407719;2;19.663520813;12.5;4;29.5913586617;
19;3;29.3906116486;10.625;2;28.517377615;2;20.6580562592;12.5;4;30.0233430862;
20;3;31.4112911224;10.625;2;29.0318756104;2;20.7552528381;12.5;5;30.4742712975;
21;3;32.450668335;10.625;2;29.5543709993;2;20.856710434;12.5;6;30.9409928322;
22;3;32.6911125183;10.625;2;30.0802550316;2;20.9617233276;12.5;6;31.4197778702;
23;3;32.9331474304;10.625;2;30.6047394276;2;21.0694503784;12.5;7;31.906411171;
24;3;33.1746177673;10.625;2;31.1230359077;2;21.1789417267;12.5;7;32.3963236809;
25;3;32.5313568115;11.3600130081;2;31.6305431128;2;21.2891731262;12.5;7;32.8847527504;
26;3;32.7429962158;11.3786087036;3;32.123021245;2;21.3990688324;12.5;7;33.3669252396;
27;3;32.9477043152;11.3973941803;3;32.596742034;2;21.5075588226;12.5;7;33.8382406235;
28;3;33.1438102722;11.4163579941;3;33.0486027002;2;21.6136035919;12.5;7;34.2944498062;
29;3;33.3299331665;11.4354877472;3;33.4761927128;2;17.625;14.5;7;34.7318048477;
30;3;33.5049934387;11.4547691345;3;33.8778237104;2;16.625;16.5;7;35.1471776962;
31;4;33.6682510376;11.4741897583;2;34.2525091171;2;15.625;18.5;7;35.5381307602;
32;4;33.8192672729;10.625;2;34.5999139547;2;14.625;20.5;7;35.9029474258;
33;4;34.9579086304;13.625;2;34.9202804565;2;14.0;22.5;7;36.2406177521;
34;4;35.1740684509;16.625;3;35.2143298388;2;14.0;24.5;7;36.5507898331;
35;5;35.3123397827;19.625;2;35.483166337;2;14.0;26.5;8;36.8336925507;
36;5;35.4392852783;22.625;2;35.7281757593;2;14.0;28.5;8;37.0900468826;
37;5;35.5555229187;25.625;2;35.9509356022;2;14.0;29.9630317688;8;37.3209609985;
38;5;35.6617584229;25.625;2;36.1531333923;2;14.0;31.124671936;10;37.5278348923;
39;5;35.7587471008;25.625;2;37.3055787086;2;14.0;32.2694854736;12;37.7122650146;
40;5;36.8333473206;26.625;3;37.2955479026;2;14.0;33.3985862732;12;37.8759651184;
41;5;37.8573265076;27.625;3;38.5723683834;2;14.0;34.5131759644;14;38.0;
42;5;38.59192276;29.0499992371;3;39.6607298255;2;14.0;35.5999984741;14;38.0;
