Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;2;7.0;13.3000001907;5;21.0;
3;1;11.8999996185;8.625;5;17.25;2;8.14999961853;12.0;5;21.0900000334;
4;1;11.8999996185;8.625;5;17.25;2;8.16349983215;11.0;5;21.1871190071;
5;1;12.8999996185;8.625;5;17.25;2;8.17806816101;10.0;5;21.2917383909;
6;2;14.5;8.625;3;18.25;2;9.29064083099;10.0;5;21.4042263031;
7;2;15.5;8.625;3;18.6799993515;2;9.81595134735;10.0;5;21.5249304771;
8;2;16.2080001831;8.79749965668;3;19.0624989271;2;9.84310913086;10.0;5;22.0694183111;
9;2;16.4375;8.94309806824;3;19.9644544125;2;9.96561908722;10.1999998093;5;22.5515855551;
10;2;16.9786720276;9.3333568573;3;20.7657356262;2;10.0741062164;10.3632001877;5;22.983014226;
11;2;18.9786720276;9.6677980423;3;21.4732652903;2;10.1711778641;10.4951858521;5;24.2738182545;
12;2;20.9786720276;9.94955635071;3;22.0973191261;2;10.4616098404;11.0209560394;5;25.4089095592;
13;2;22.2382678986;10.1834592819;3;22.6498981714;2;12.2841091156;11.4571752548;5;26.4029755592;
14;2;23.3396987915;10.3752222061;3;23.1434209347;2;14.2841091156;11.8107032776;5;27.276881218;
15;2;24.4491138458;10.5308046341;4;23.5278806686;2;16.2841091156;12.0916318893;5;28.0536293983;
16;2;25.5667552948;10.625;4;23.7379496098;2;17.4948120117;12.3113050461;5;28.755402565;
17;2;26.6927967072;10.625;4;23.9621648788;2;18.5764026642;12.4808797836;5;29.1808357239;
18;2;27.8273258209;10.625;4;24.2005054951;2;19.663520813;12.5;5;29.5913586617;
19;2;28.5203037262;10.625;4;24.4527587891;2;20.6580562592;12.5;5;30.0233430862;
20;2;28.6716556549;10.625;4;24.7184994221;2;20.7552528381;12.5;6;30.4742712975;
21;2;28.8311004639;10.625;5;24.9970719814;2;20.856710434;12.5;7;30.9409928322;
22;2;28.9982433319;10.625;5;25.2875800133;2;20.9617233276;12.5;7;31.4197778702;
23;2;29.1725482941;10.625;5;25.5888810158;2;21.0694503784;12.5;7;31.906411171;
24;3;29.3533287048;10.625;4;25.8995933533;2;21.1789417267;12.5;7;32.3963236809;
25;3;29.5397567749;10.625;4;26.2181096077;2;21.2891731262;12.5;8;32.8847527504;
26;3;29.7308654785;10.625;4;26.5426211357;2;21.3990688324;12.5;9;33.3669252396;
27;3;29.9255714417;10.625;4;26.8711543083;2;21.5075588226;12.5;9;33.8382406235;
28;3;30.1226921082;10.625;4;27.2016134262;2;21.6136035919;12.5;9;34.2944498062;
29;3;30.3209686279;10.625;4;27.5318317413;2;17.625;14.5;9;34.7318048477;
30;3;30.5191001892;10.625;4;27.8596282005;2;16.625;16.5;9;35.1471776962;
31;3;30.7157764435;10.625;4;28.1828637123;2;15.625;18.5;11;35.5381307602;
32;3;30.9097175598;10.625;5;28.4994969368;2;14.625;20.5;11;35.9029474258;
33;3;31.099697113;10.625;5;28.8076372147;2;14.0;22.5;12;36.2406177521;
34;3;31.2845821381;12.625;5;29.1055865288;2;14.0;24.5;12;36.5507898331;
35;3;31.4633522034;14.625;5;29.3918762207;2;14.0;26.5;12;36.8336925507;
36;3;31.6351261139;16.625;5;29.6652908325;3;14.0;28.5;7;47.0900468826;
37;3;31.7991752625;18.625;5;29.9248781204;3;15.0;29.9630317688;7;47.7209606171;
38;3;31.9549274445;20.625;5;30.1699542999;3;16.0;31.124671936;8;48.3022346497;
39;3;32.1019744873;20.625;5;31.4000930786;3;17.0;32.2694854736;8;48.8342037201;
40;3;33.2400550842;21.625;5;31.6751112938;3;18.0;33.3985862732;9;49.3179998398;
41;3;34.3690643311;22.625;5;31.9380102158;4;19.0;34.5131759644;8;49.7347183228;
42;4;35.1628074646;23.625;4;32.1890867949;5;19.5204162598;35.5999984741;7;50.0005426407;
