Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;13.0;4;20.0;
3;1;11.8999996185;8.625;4;17.25;1;8.0;12.0;4;20.0;
4;1;11.8999996185;8.625;4;17.25;1;8.0;11.0;4;20.0;
5;1;12.8999996185;8.625;4;17.25;1;8.0;10.0;4;20.0;
6;1;13.8999996185;8.625;4;17.25;1;9.0;10.0;4;20.0;
7;1;14.8999996185;8.625;4;17.5949993134;1;9.5;10.0;4;20.0;
8;1;15.5569992065;8.79749965668;4;17.8861961365;1;9.5;10.0;4;20.3999996185;
9;1;15.7317180634;8.94309806824;4;18.6667137146;2;9.59000015259;10.5;3;21.7264003754;
10;1;16.2000274658;9.3333568573;4;19.3355960846;2;9.88844013214;10.3632001877;3;21.9903717041;
11;1;17.2000274658;9.6677980423;4;19.8991127014;2;9.94783401489;10.4951858521;3;23.0819120407;
12;1;18.2000274658;9.94955635071;4;20.3669185638;2;10.1934309006;11.0209560394;3;23.99553442;
13;1;19.2000274658;10.1834592819;4;20.7504444122;2;11.9660997391;11.4571752548;3;24.7449600697;
14;1;20.2000274658;10.3752222061;4;21.0616092682;2;13.9660997391;11.8107032776;3;25.3503712416;
15;1;21.2000274658;10.5308046341;5;21.25;2;15.9660997391;12.0916318893;3;25.8344515562;
16;1;22.2000274658;10.625;4;21.25;2;16.9954986572;12.3113050461;3;26.2195074558;
17;1;23.2000274658;10.625;4;21.25;2;18.0058269501;12.4808797836;5;26.3048160076;
18;1;24.2000274658;10.625;4;21.25;3;19.0164165497;12.5;4;26.3530313969;
19;1;24.75;10.625;4;21.25;3;19.625;12.5;4;26.4023760557;
20;1;24.75;10.625;4;21.25;3;19.9405345917;12.5;4;26.4528282881;
21;1;24.75;10.625;4;21.25;3;19.9518871307;12.5;4;26.5043625832;
22;1;24.75;10.625;4;21.25;3;19.9634819031;12.5;6;26.5569496155;
23;1;24.75;10.625;5;21.25;3;19.9753131866;12.5;6;26.6105561256;
24;1;24.75;10.625;5;21.25;3;19.9873752594;12.5;6;26.6651450396;
25;1;24.75;10.625;6;21.25;3;19.9996566772;12.5;7;26.72067523;
26;1;24.75;10.625;6;21.25;3;20.0121517181;12.5;7;26.7771017551;
27;1;24.75;10.625;6;21.25;3;20.024848938;12.5;7;26.8343759775;
28;1;24.75;10.625;6;21.25;3;20.0377349854;12.5;7;26.8924454451;
29;1;24.75;10.625;6;21.25;3;18.0508003235;13.5;7;26.9512542486;
