Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;11.8999996185;8.625;4;17.25;1;6.0;14.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;7.0;13.0;6;20.0;
3;1;11.8999996185;8.625;5;17.25;1;8.0;12.0;6;20.0;
4;1;11.8999996185;8.625;5;17.25;1;8.0;11.0;6;20.0;
5;1;12.8999996185;8.625;4;17.25;1;8.0;10.0;5;20.0;
6;1;13.8999996185;8.625;4;17.25;1;9.0;10.0;5;20.0;
7;1;14.8999996185;8.625;4;17.5949993134;1;9.5;10.0;5;20.0;
8;2;16.156999588;8.79749965668;3;18.8861961365;1;9.5;10.0;5;20.3999996185;
9;2;16.3317184448;8.94309806824;3;19.6867136955;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;16.8120269775;9.3333568573;3;20.3757920265;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;18.8120269775;9.6677980423;3;20.9596945047;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;20.8120269775;9.94955635071;3;21.4480694532;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;21.8487186432;10.1834592819;3;21.8523409367;2;11.7228336334;11.9571752548;4;24.6214065552;
14;2;22.8611660004;10.3752222061;3;22.1844209433;2;13.7228336334;11.8107032776;3;25.2532638311;
15;2;23.873714447;10.5308046341;4;22.3938889503;2;15.7228336334;12.0916318893;3;26.7340921164;
16;2;24.8863601685;10.625;4;22.4151208401;2;16.7228336334;12.7949705124;3;27.9410657883;
17;2;25.89909935;10.625;4;22.4364993572;2;17.7228336334;13.3592367172;3;28.9006997347;
18;2;26.9119262695;10.625;3;22.4580165148;2;18.7228336334;13.7976236343;3;29.6516909599;
19;2;27.4748096466;10.625;3;22.4796639681;2;19.7228336334;14.1294221878;3;30.2357496023;
20;2;27.4877986908;10.625;3;22.5014331341;2;20.4689464569;14.3754377365;3;30.5816155672;
21;2;27.5008602142;10.625;4;22.5233153105;2;20.5249996185;14.5;3;30.6831297874;
22;2;27.5139884949;10.625;4;22.5453014374;2;20.5249996185;14.5;3;30.7894508839;
23;2;27.5271816254;10.625;4;22.5673824549;2;20.5249996185;14.5;3;30.9005856514;
24;2;27.540430069;10.625;4;22.5895489454;2;20.5249996185;14.5;3;31.0165102482;
25;2;27.553730011;10.625;4;22.6117914915;2;20.5249996185;14.5;3;31.1371679306;
26;2;27.567073822;10.625;4;22.6341004372;2;20.5249996185;14.5;3;31.2624664307;
27;2;27.5804595947;10.625;4;22.6564661264;2;20.5249996185;14.5;12;31.3922762871;
28;2;27.5938796997;10.625;4;22.678878665;2;20.5249996185;14.5;13;31.5264284611;
29;2;27.6073265076;10.625;4;22.7013280392;2;18.5249996185;15.5;13;31.6647143364;
30;2;27.6207962036;10.625;4;22.7238043547;2;17.5249996185;16.5;13;31.8068845272;
31;2;27.6342830658;10.625;4;22.7462974787;2;16.5249996185;17.5;13;31.9526493549;
32;2;27.6477775574;10.625;4;22.7687973976;2;15.5249996185;18.5;13;32.1016800404;
33;2;27.661277771;10.625;4;22.7912938595;2;14.5249996185;19.5;13;32.2536101341;
34;2;27.6747760773;10.625;4;22.8137768507;3;14.0;20.5;12;32.408039093;
35;2;27.6882667542;12.625;4;22.8362361193;3;14.0;21.5;13;32.5645349026;
36;2;27.7017421722;14.625;4;22.8586617708;3;14.0;22.5;14;32.722638607;
37;2;27.7151966095;16.625;4;22.8810436726;3;14.0;23.5;14;32.8818693161;
38;2;27.7286262512;18.625;5;22.9033719301;3;14.8734207153;24.5;15;33.0417299271;
39;2;27.742023468;20.625;5;22.9256366491;3;14.9093894958;25.5;15;32.8017129898;
40;2;27.7553825378;20.625;6;22.9478281736;3;14.9453849792;26.5;16;32.6013054848;
41;2;27.7686958313;20.625;7;22.9699368477;3;14.9812936783;27.5;16;33.436000824;
42;3;27.781961441;20.625;7;22.9919531345;4;15.0;28.5;14;33.3916977644;
43;3;27.7951717377;20.625;7;23.0138677359;4;16.0;29.5;15;34.3222737312;
44;3;27.8083209991;20.625;8;23.0356714725;4;16.0;30.5;16;35.0920394659;
45;3;27.8214035034;20.625;8;23.0573554039;4;16.0;31.5;17;35.6182179451;
46;3;27.8344135284;20.625;8;23.0789107084;4;16.0;32.5;18;35.921202898;
47;3;27.8473472595;20.625;8;23.1003289223;4;16.0;33.5;17;36.2344720364;
48;3;27.8601970673;20.625;8;23.1216015816;4;16.0;34.5;17;37.5583709478;
49;3;27.8729610443;20.625;8;24.1427206993;4;18.0;32.5;18;37.9831994772;
50;3;28.8856315613;21.625;8;24.2036783695;5;18.0;33.5;17;53.4263029099;
51;3;29.8982067108;22.625;9;24.2656509876;5;20.0;35.5;17;54.6381860971;
52;3;29.9106807709;23.625;9;24.3286329508;5;22.0;38.5;17;55.7885780334;
53;3;29.9230480194;24.625;9;24.3926159143;5;23.9648780823;41.5;17;56.8768107891;
54;3;29.9353046417;25.625;10;24.4575887918;5;26.05119133;44.5;18;57.9053424597;
55;3;29.9474487305;26.2309207916;10;24.5077478886;5;26.1429576874;47.5;19;58.878852725;
56;3;29.9500007629;26.2538738251;11;24.5548160076;5;26.836856842;47.5;19;59.803337574;
57;3;29.9500007629;26.2774085999;11;25.451002717;5;28.8675022125;45.5;20;60.6852929592;
58;3;30.4431266785;26.7130012512;12;26.2043995857;5;29.9749202728;44.5;22;61.5310690403;
59;3;30.8486499786;27.0772953033;12;26.8322665691;5;31.0870513916;43.5;23;62.2526915073;
60;3;31.1769218445;27.3789291382;12;27.3538506031;5;32.2035140991;42.5;23;62.8694472313;
61;4;31.4394855499;27.6275291443;11;27.7881318331;5;33.3238296509;41.5;24;63.4962785244;
62;4;31.6477279663;26.9782962799;11;27.9458742142;5;34.4474601746;40.5;23;64.1057546139;
63;4;31.6881313324;27.8994960785;11;28.0631225109;5;35.5737953186;39.5;23;64.6763179302;
64;4;31.7023410797;27.9462776184;10;28.1832137108;6;35.9761390686;40.5;23;78.0028550625;
65;4;31.7163982391;27.0;10;28.30605793;6;34.0749969482;44.5;24;79.2196652889;
66;4;31.7303009033;28.0;11;28.4315452576;6;34.0749969482;48.0698356628;25;80.3825595379;
67;4;31.7440395355;28.095741272;11;28.5468595028;6;34.0749969482;51.2324752808;26;81.485722065;
68;5;32.75;28.0;11;30.6548841;6;34.0749969482;54.3990592957;26;82.5256323814;
69;5;34.75;30.0;11;30.7528914213;6;34.0749969482;57.568901062;24;83.5007920265;
70;5;35.75;32.0;11;30.8557265401;6;34.5499992371;59.6797790527;25;84.4113593102;
71;5;35.75;34.0;12;30.9629324675;6;35.5499992371;61.0626373291;25;87.6298289299;
72;5;35.75;37.0;11;32.1328733563;6;36.8064994812;62.5992965698;26;90.3679499626;
73;6;36.3529968262;37.4799995422;10;47.1415911913;6;38.0205001831;64.1310501099;26;92.697865963;
74;6;37.2927017212;39.9050292969;10;48.2139310241;6;39.1968002319;65.6546859741;26;94.6261262894;
75;6;38.2384262085;41.4010505676;10;49.2033714652;6;40.3405151367;67.1671218872;26;96.0295085907;
76;5;34.8199043274;38.4137878418;11;48.9973241687;8;41.4500007629;68.6654663086;26;98.1993815899;
77;5;36.3136672974;37.985244751;8;49.7795139551;8;43.4500007629;71.1470794678;26;100.596021652;
78;5;36.1060638428;39.0148773193;8;50.4630215168;8;45.827999115;73.6096115112;27;102.696396232;
79;5;36.0704574585;39.0477752686;9;51.0534977317;9;47.1385650635;76.0510406494;26;104.52159214;
80;5;36.0384140015;39.083480835;9;51.5595586896;9;48.3889732361;78.4697113037;27;106.098851204;
81;5;36.0095710754;39.1215591431;10;51.9913246036;9;49.5877532959;80.864364624;27;107.457636952;
82;5;35.9836120605;39.161605835;10;52.359274745;9;50.7435684204;82.2341384888;27;108.483620524;
83;5;35.9602508545;39.2032394409;11;52.574716568;9;51.7999992371;83.5785675049;28;110.154373169;
84;6;35.9392242432;39.2461166382;10;52.6540671587;9;53.7999992371;85.8893661499;28;110.505065322;
85;6;34.5626792908;40.2899169922;10;52.7354908586;9;55.6999969482;88.100112915;28;110.827443361;
86;6;34.5464096069;40.465057373;10;52.8183568716;9;55.6999969482;90.2955322266;28;111.128470302;
87;6;34.5317687988;40.5092582703;11;52.9020956159;9;55.6999969482;92.4756088257;29;111.408475518;
88;6;34.5185928345;40.5536193848;11;52.9861857891;9;55.6999969482;94.5405883789;30;111.66809392;
89;6;34.5067329407;40.59790802;12;53.0701596737;9;55.6999969482;95.6909103394;31;111.906143785;
90;6;34.4960594177;40.6419143677;12;54.1536000371;9;55.6999969482;96.8272094727;31;112.115307808;
91;6;35.48645401;41.6854515076;13;54.4161359668;9;55.6999969482;97.9502334595;32;112.307234049;
92;7;36.477809906;42.7283554077;12;54.7077144384;9;55.6999969482;99.0608139038;33;112.483177423;
93;7;36.4700279236;43.7704772949;13;55.0323237777;9;55.6999969482;100.159851074;33;112.575508595;
94;7;36.4630241394;44.8116950989;13;55.3942809701;10;55.6999969482;101.127861023;33;112.610959172;
95;7;36.4567222595;45.8518981934;14;55.7981233597;10;55.6999969482;101.152679443;33;112.646875381;
96;7;36.4510498047;47.4303779602;15;56.2484498024;10;55.6999969482;101.177818298;34;112.683237791;
97;8;36.4459457397;47.4851760864;14;57.215816617;10;53.6999969482;108.48992157;34;112.720025539;
98;8;37.4413490295;46.1929626465;14;58.2517349124;10;52.6999969482;112.523025513;34;112.757216811;
99;8;37.8844718933;46.4830780029;14;59.355922401;10;51.6999969482;115.756500244;36;112.79478848;
100;8;36.4334945679;47.7755889893;14;60.5266286135;11;50.6999969482;117.790313721;35;113.832716346;
