Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;6.0;12.0;4;20.0;1;6.0;14.1000003815;4;23.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.1000003815;6;23.0;
3;1;8.0;10.0;5;21.0;1;8.0;12.1000003815;6;23.0;
4;1;8.14999961853;10.5;5;21.8400001526;2;9.0;11.6999998093;5;24.0;
5;1;8.27600002289;10.9200000763;4;22.5301437378;2;9.80000019073;11.5;5;24.0824999809;
6;1;9.27600002289;11.2650718689;4;23.086605072;2;10.9247503281;11.5;5;24.1709132195;
7;1;10.194486618;11.543302536;4;23.5283432007;2;11.9512739182;11.5;5;24.2655123472;
8;1;10.2938766479;11.7641716003;4;24.1098823547;2;12.2796535492;11.5;5;24.8392112255;
9;1;10.4247236252;12.0549411774;4;24.5655879974;2;12.4517641068;11.7299995422;5;25.3228424788;
10;1;10.5272569656;12.2827939987;4;24.9179592133;2;12.5968532562;11.9106416702;5;25.6329221725;
11;1;10.6065406799;12.4589796066;4;25.0;2;12.6898775101;12.0;5;27.0226207972;
12;1;11.6065406799;12.5;4;25.0;2;14.6931715012;12.6000003815;5;28.1884982586;
13;1;12.6065406799;12.5;4;25.0;2;16.6931705475;13.0788002014;5;29.159850359;
14;1;13.6065406799;12.5;4;25.0;2;18.6931705475;13.4505519867;5;29.9727416039;
15;1;14.6065406799;12.5;4;25.0;2;19.8984889984;13.7328653336;5;30.6634676456;
16;1;15.6065406799;12.5;4;25.0;2;20.9792861938;13.943564415;5;31.0671231747;
17;1;16.6065406799;12.5;5;25.0;2;22.0665225983;14.0;6;31.3794445992;
18;1;17.6065406799;12.5;5;25.0;2;23.1602191925;14.0;6;31.7130146027;
19;1;17.625;12.5;5;25.0;2;23.5139045715;14.0;6;32.0671243668;
20;1;17.625;12.5;5;25.0;2;23.620136261;14.0;6;32.4406032562;
21;1;17.625;12.5;5;25.0;2;23.7321815491;14.0;6;32.8317937851;
22;1;17.625;12.5;5;25.0;2;23.8495368958;14.0;6;33.2385439873;
23;1;17.625;12.5;5;25.0;2;23.9715633392;14.0;8;33.6582274437;
24;1;17.625;12.5;6;25.0;3;24.0974674225;14.0;7;34.0877871513;
25;1;17.625;12.5;6;25.0;3;24.2263355255;14.0;7;34.5238075256;
26;1;17.625;12.5;6;25.0;3;24.3571414948;14.0;7;34.9626111984;
27;1;17.625;12.5;6;25.0;3;24.4887828827;14.0;7;35.4003777504;
28;1;17.625;12.5;6;25.0;3;24.6201133728;14.0;9;35.8332719803;
29;2;17.625;12.5;5;25.0;3;24.7499809265;14.0;9;36.2575788498;
30;2;17.625;12.5;4;25.0;3;24.8772735596;14.0;9;36.6698322296;
31;2;17.625;12.5;4;25.0;3;25.0009498596;14.0;9;37.0669250488;
32;2;17.625;12.5;4;25.0;3;25.1200771332;14.0;10;37.4462013245;
33;2;17.625;12.5;4;25.0;3;25.2338600159;14.0;9;37.805516243;
34;2;17.625;12.5;5;25.0;3;25.3416557312;14.0;9;38.1432657242;
35;2;17.625;12.5;6;25.0;3;25.4429798126;14.0;9;38.4583902359;
36;2;17.625;12.5;6;25.0;3;25.5375175476;14.0;9;38.7503480911;
37;2;17.625;12.5;6;25.0;3;25.6251029968;14.0;9;39.0190696716;
38;2;17.625;12.5;6;25.0;4;25.7057209015;14.0;6;44.2648973465;
