Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;6.0;12.0;4;20.0;2;6.0;14.5;3;24.0;
2;1;7.0;11.0;5;20.0;2;7.19999980927;13.1000003815;3;24.0824999809;
3;1;8.0;10.0;6;21.0;2;8.21650028229;12.1000003815;3;24.1709132195;
4;1;8.14999961853;10.5;6;21.8400001526;2;9.23418235779;11.5;3;24.2655123472;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;9.85310268402;11.5;3;24.3665570021;
6;1;9.27600002289;11.2650718689;5;23.086605072;2;11.009967804;11.5;3;24.474288702;
7;1;10.194486618;11.543302536;5;23.5283432007;2;12.0422868729;11.5;3;24.5889251232;
8;1;10.2938766479;11.7641716003;5;24.1098823547;2;12.3766775131;11.5;2;25.1865421534;
9;1;10.4247236252;12.0549411774;5;24.5655879974;2;12.5559635162;11.7299995422;2;25.6949875355;
10;2;10.5272569656;12.482793808;4;25.9179592133;2;12.7084960938;11.9106416702;2;27.1417825222;
11;2;10.8315410614;12.4589796066;4;26.0299999714;2;13.142534256;12.5274600983;2;28.3631775379;
12;2;12.8315410614;12.5;4;26.0605909824;2;14.8423318863;13.0216779709;2;29.3867480755;
13;2;14.8315410614;12.5;4;26.091766119;2;16.8423309326;14.4066829681;2;30.2478077412;
14;2;15.8521881104;12.5;4;26.1235172749;2;18.1463851929;14.8390903473;3;30.9825508595;
15;2;16.8593330383;12.5;4;26.1558350325;3;19.1463851929;15.1768360138;4;31.462151289;
16;2;17.8666038513;12.5;4;26.1887089014;3;20.1463851929;15.3848609924;4;31.8010213375;
17;2;18.8740005493;12.5;4;26.2221269608;3;21.1463851929;15.5204086304;5;32.1601791382;
18;2;19.8815193176;12.5;4;26.2560760975;3;22.1463851929;15.6640720367;5;32.5383319855;
19;2;19.625;12.8768224716;4;26.2905418873;3;23.3999996185;14.0;6;32.93369627;
20;2;19.625;12.8871622086;6;26.3255085945;3;23.8801078796;14.0;6;33.3439974785;
21;2;19.9232387543;12.5;6;26.3609591722;3;22.3999996185;15.0;6;33.7664942741;
22;2;19.625;12.908288002;6;26.3968753815;3;22.3999996185;16.0;7;34.198029995;
23;2;19.9392967224;12.5;6;26.4332377911;3;22.3999996185;17.0;7;34.6351132393;
24;2;19.947479248;12.5;7;26.4700255394;3;22.3999996185;17.3175563812;7;35.0740184784;
25;2;19.625;12.9410076141;8;26.5072168112;3;22.3999996185;17.5370101929;7;35.5109086037;
26;3;19.625;12.95216465;7;26.5447884798;3;22.3999996185;18.5370101929;7;35.9419665337;
27;3;19.625;12.5;7;26.5827163458;3;22.3999996185;19.5370101929;7;36.3635292053;
28;3;19.9811115265;12.5;8;26.6209751368;3;22.3999996185;19.8544692993;8;36.7722110748;
29;3;19.625;13.3104877472;8;26.6595385075;3;23.3999996185;17.8544692993;8;37.1650123596;
30;3;17.625;14.3297691345;8;26.6983793974;3;22.3999996185;18.8544692993;8;37.5394020081;
31;4;16.625;15.3491897583;6;41.7374696732;3;22.3999996185;19.8544692993;8;37.8933706284;
32;4;18.625;13.5;6;42.5267804861;3;22.3999996185;20.8544692993;8;38.2254543304;
33;4;20.625;15.3883905411;6;43.2356567383;3;23.3999996185;18.8544692993;8;38.5347280502;
34;4;22.033662796;15.5;7;43.8632346392;3;22.3999996185;19.8544692993;8;38.820775032;
35;4;21.625;17.4279727936;7;44.4120069742;3;22.3999996185;20.8544692993;9;39.0836362839;
36;4;21.625;18.4478683472;7;44.8869549036;3;23.3999996185;18.8544692993;9;39.3237485886;
37;4;21.625;19.4678153992;7;46.2946770191;3;22.3999996185;19.8544692993;10;39.5418720245;
38;4;20.625;21.9877929688;8;46.7025990486;3;22.3999996185;20.8544692993;10;39.7390222549;
39;4;20.625;24.0377902985;8;47.0613055229;3;22.3999996185;21.8544692993;11;39.9163961411;
40;4;20.625;26.0892715454;8;47.2845088243;3;23.3999996185;19.8544692993;11;40.0753135681;
41;4;20.625;28.1422538757;9;47.3935084343;3;22.3999996185;20.8544692993;12;40.2171602249;
42;5;21.0;30.1967544556;6;76.2555617094;3;22.3999996185;22.8544692993;12;40.25;
43;5;22.0;32.2527809143;7;78.3831788301;3;22.3999996185;24.8544692993;13;40.25;
44;5;24.4983673096;35.2527809143;8;80.0356352329;3;22.3999996185;26.8544692993;13;40.25;
45;6;26.0;39.2527809143;7;81.2721391916;3;22.3999996185;28.8544692993;15;40.25;
46;7;25.0;44.2527809143;7;82.1775352955;3;22.3999996185;30.8544692993;15;40.25;
47;7;26.0;49.165145874;7;82.8370648623;3;22.3999996185;31.8544692993;15;40.25;
