Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;6.0;12.0;4;20.0;2;6.0;14.3000001907;3;24.0;
2;2;7.0;11.1999998093;4;21.0;2;7.19999980927;13.1000003815;3;24.1124999523;
3;2;8.14999961853;10.0;4;22.0800000429;2;8.22249984741;12.1000003815;3;24.2364046574;
4;2;8.31199932098;10.5;4;23.0055361986;2;9.24728107452;11.5;3;24.3725773096;
5;2;8.45083045959;10.9200000763;4;23.7869932652;2;9.87451553345;11.5;3;24.5218783617;
6;2;9.55879116058;11.2650718689;4;24.4407743216;2;11.0565643311;11.5;3;24.6851472855;
7;2;10.4991750717;11.543302536;4;24.9860498905;2;12.1055450439;11.5;3;24.8631806374;
8;2;10.6218605042;11.7641716003;4;25.6921106577;2;12.4589538574;11.5;3;25.5353367329;
9;2;10.7807245255;12.0549411774;4;26.2810046673;2;12.6606016159;11.7299995422;3;26.1285328865;
10;2;10.9132261276;12.2827939987;4;26.7754909992;2;12.8385601044;11.9106416702;3;27.6838638783;
11;2;11.0244855881;12.4589796066;5;27.0087807178;2;13.3051586151;12.5274600983;3;29.0303895473;
12;2;13.9452018738;12.5;5;27.1693067551;2;15.0424957275;13.0216779709;5;30.1965687275;
13;2;15.9452018738;12.5;5;27.3391785622;2;17.0424957275;13.4066829681;5;31.2181880474;
14;2;17.053571701;12.5;5;27.518378973;2;19.0424957275;13.6998376846;5;32.1313700676;
15;2;18.0938930511;12.5;5;27.7067945004;2;20.4343490601;13.9190797806;5;32.8065404892;
16;2;19.1362838745;12.5;5;27.9042065144;2;21.5883483887;14.0;5;33.3565750122;
17;2;20.1807022095;12.5;5;28.1102828979;2;22.7533569336;14.0;5;33.9400897026;
18;2;20.3248138428;12.5;6;28.3245725632;2;23.9284114838;14.0;6;34.5525074005;
19;2;20.3730278015;12.5;6;28.5465018749;2;24.3657512665;14.0;6;35.187936306;
20;2;19.625;13.5;6;28.7753753662;2;24.5563812256;14.0;6;35.8393115997;
21;2;19.625;13.6326122284;6;29.0103783607;3;24.7517929077;14.0;6;36.4986515045;
22;2;19.625;13.7031135559;7;29.2505850792;3;24.9495944977;14.0;6;37.1574115753;
23;3;20.5813827515;12.5;6;29.4949688911;3;25.1472225189;14.0;7;37.8069095612;
24;3;19.625;13.5;6;29.7424182892;3;25.3420715332;14.0;7;38.4387779236;
25;3;19.625;13.9227256775;6;29.9917550087;3;25.5316333771;14.0;7;39.0453987122;
26;3;19.625;13.9975261688;6;30.2417545319;3;25.7136192322;14.0;8;39.620267868;
27;3;20.625;12.5;6;30.4911699295;3;25.8860797882;14.0;8;40.1582555771;
28;3;20.8605136871;12.5;6;30.7387576103;3;26.0474758148;14.0;8;40.6557407379;
29;3;20.9162216187;12.5;6;30.983300209;3;26.1967220306;14.0;7;41.1106204987;
30;3;19.625;13.5;6;31.223631382;3;26.3331871033;14.0;7;41.5222129822;
31;3;18.625;13.5;6;31.4586586952;3;26.4566631317;14.0;7;42.8910703659;
32;3;18.625;13.5;6;31.6873817444;3;25.5673217773;15.0;8;43.1687509418;
33;3;17.625;13.5;6;31.9089093208;3;25.6656246185;16.0;8;43.4125692844;
34;3;17.1795043945;14.5;6;32.122469902;3;25.7522697449;17.0;8;43.6248540282;
35;3;16.2275562286;15.5;6;32.3274211884;3;25.8281059265;18.0;8;43.8082813025;
36;3;15.625;14.5;6;32.5232524872;3;25.8940696716;19.0;8;43.965690434;
37;3;15.0;14.5;7;32.7095842361;3;25.951133728;20.0;8;44.0157204866;
38;3;15.0;13.5;7;32.8861656189;3;25.0333175659;21.0;9;43.989148438;
39;3;16.0;14.0;6;34.0528659821;3;25.8924846649;21.0;10;43.9652335644;
40;3;17.8118953705;14.5;6;34.2396662235;4;26.7657356262;23.0;9;43.9437102079;
41;3;17.2317504883;13.5;7;34.4172375202;4;27.6516628265;25.0;10;43.9243391752;
42;4;18.0;15.030295372;6;34.5857417583;4;28.5489959717;27.0;11;43.9069052339;
43;4;19.2456474304;15.5;6;34.7454140186;4;29.4565963745;29.0;11;43.8912147284;
44;4;21.2527923584;13.5;6;34.8965500593;4;30.3734359741;29.0;11;43.8770932555;
45;4;23.2267246246;12.5;6;35.0394941568;4;31.2985916138;29.0;13;43.8643839359;
46;4;23.8838863373;15.5;6;35.1746263504;4;32.2312316895;29.0;13;43.8529455662;
47;4;23.9142913818;18.5;6;35.2560760975;4;32.1706085205;29.0;13;44.8426510096;
48;4;23.9326171875;21.5;6;35.2905418873;4;33.1160507202;30.0;14;44.9858859181;
49;4;23.9403705597;24.5;6;35.3255085945;4;34.0669441223;31.0;15;45.151546061;
50;4;23.9482383728;27.5;7;35.3609591722;5;34.4207000732;32.0;14;45.3420013189;
51;4;23.9562149048;27.5;7;35.3968753815;6;33.9829750061;33.0;11;60.5597318411;
52;4;23.9642963409;27.5;7;35.4332377911;6;35.471862793;35.0;12;61.5572683811;
53;4;23.9724788666;27.5;8;35.4700255394;6;34.5157279968;37.0;13;62.5064852834;
54;4;23.9807548523;27.5;8;35.5072168112;7;34.5723266602;39.0;12;63.4089124203;
55;4;23.9891223907;27.5;8;35.5447884798;7;34.6420593262;41.0;12;64.2691676617;
56;4;23.9975776672;27.5;9;35.5827163458;7;34.7252845764;43.0;12;65.0939313769;
57;4;24.006111145;27.5;9;35.6209751368;7;33.8152389526;45.0;14;65.8908957243;
58;4;24.0147190094;27.5;9;35.6595385075;7;34.7962188721;45.0;14;69.1266163588;
59;4;24.0233955383;27.5;10;35.6983793974;7;35.3471679688;46.0;14;71.9112085104;
60;4;24.0321350098;27.5;10;35.7374696732;7;35.6098022461;45.0;14;75.3126497269;
61;4;24.0409297943;27.5;10;35.7767804861;7;38.1806602478;45.0;14;78.4848938584;
62;4;24.0497760773;27.5;12;35.8162822723;7;41.2543106079;46.0;15;80.2897313237;
63;4;24.0586624146;27.5;13;35.8559447527;7;43.6684646606;47.0;17;81.8054702282;
64;4;23.6499996185;28.4279727936;13;35.8957372904;8;45.8556900024;50.0;12;98.0693870187;
65;4;23.6499996185;28.4478683472;13;35.9356285334;8;46.9334259033;52.0;13;100.23009491;
66;4;23.6499996185;28.4678153992;13;35.9755871296;8;49.0125198364;55.7288513184;13;102.255743146;
67;4;24.0945072174;27.5;14;36.015581131;8;50.3464202881;58.3897476196;14;104.168302953;
68;4;23.6499996185;28.5;14;36.0555787086;8;49.4282455444;61.470954895;14;105.948690653;
69;4;23.6499996185;28.5277900696;14;36.0955479145;8;50.71144104;62.5560951233;15;107.585491836;
70;5;24.1214981079;27.5;13;36.135456562;9;49.7959899902;65.6452026367;13;133.074373186;
71;5;23.6499996185;27.5;14;37.3766279221;9;52.881893158;67.7382888794;14;136.097034991;
72;5;23.9155006409;29.0;15;38.3852844238;10;52.9691429138;71.8353424072;14;138.666091919;
73;5;22.0910015106;30.5191040039;16;39.1962165833;10;53.0577392578;71.9363174438;16;140.808389366;
74;6;22.1592674255;30.6872596741;15;39.8457343578;10;51.1476631165;75.0411376953;16;142.475628674;
75;6;22.2593841553;31.9097423553;15;40.2193875313;10;51.2389144897;79.1497039795;17;143.735340238;
76;6;23.8500480652;30.0;15;40.4016242027;10;50.3314743042;81.2618408203;17;144.777483642;
77;6;24.8641033173;29.0;15;41.5696296692;10;48.4253311157;86.3773803711;18;145.375521779;
78;6;26.1281661987;30.0;15;41.7820812464;10;53.1040382385;91.4961013794;19;146.893087327;
79;6;26.5499992371;31.0;14;42.0151817799;10;55.9079589844;95.048576355;19;147.439063907;
80;6;22.5499992371;34.0;14;42.2711833715;10;55.8532104492;101.741981506;19;147.790595174;
