Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;6.0;12.0;4;20.0;2;6.0;14.3000001907;3;24.0;
2;1;7.0;11.0;5;20.0;2;7.19999980927;13.1000003815;3;24.1499999762;
3;1;8.0;10.0;5;21.0;2;8.22999954224;12.1000003815;3;24.320775032;
4;1;8.14999961853;10.5;5;21.8400001526;2;9.26415538788;11.5;3;24.5146545172;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;9.90293121338;11.5;3;24.7340574265;
6;1;9.27600002289;11.2650718689;4;23.086605072;2;11.1202173233;11.5;3;24.9814370871;
7;1;10.194486618;11.543302536;4;23.5283432007;2;12.1944313049;11.5;3;25.2592060566;
8;1;10.2938766479;11.7641716003;3;24.1098823547;2;12.5777616501;11.5;3;26.0522301197;
9;1;10.4247236252;12.0549411774;3;24.5655879974;2;12.8156690598;11.7299995422;3;26.7869970798;
10;2;10.5272569656;12.482793808;2;25.9179592133;2;13.0360994339;11.9106416702;3;28.5554792881;
11;2;10.8315410614;12.4589796066;3;26.0199999809;2;13.5666437149;12.5274600983;3;30.156493187;
12;2;13.7522573471;12.5;3;26.0401959419;2;15.3803262711;13.0216779709;5;31.6210832596;
13;2;15.7522563934;12.5;3;26.0605818033;2;17.3803253174;13.4066829681;6;32.9858717918;
14;2;16.7658882141;12.5;3;26.0811508894;2;19.3803253174;13.6998376846;6;34.2854013443;
15;2;17.7705154419;12.5;3;26.1018965244;2;21.0805587769;13.9190797806;6;35.3854932785;
16;2;18.775182724;12.5;3;26.1228116751;2;22.362033844;14.0;6;36.3909921646;
17;2;19.7798881531;12.5;3;26.1438889503;2;23.6636829376;14.0;6;37.4490127563;
18;2;19.8823757172;12.5;4;26.1651208401;2;24.9810886383;14.0;7;38.5404672623;
19;2;19.8871517181;12.5;3;26.1864993572;2;25.5621395111;14.0;7;39.6429510117;
20;2;19.8919620514;12.5;3;26.2080165148;2;25.8928852081;14.0;7;40.7323875427;
21;2;19.8968029022;12.5;3;26.2296639681;2;26.2197151184;14.0;7;41.7850522995;
22;2;19.9016742706;12.5;3;26.2514331341;3;26.5355148315;14.0;6;42.7796363831;
23;2;19.9065723419;12.5;3;26.2733153105;3;26.8338909149;14.0;6;43.6989831924;
24;2;19.9114952087;12.5;4;26.2953014374;3;27.1096954346;14.0;7;44.5311889648;
25;2;19.9164428711;12.5;4;26.3173824549;3;27.3593559265;14.0;7;45.2699356079;
26;2;19.625;12.8952150345;4;26.3395489454;3;27.5809803009;14.0;7;45.9141159058;
27;3;17.926399231;13.5;3;26.3617914915;3;27.7742347717;14.0;7;46.4669246674;
28;3;16.9314041138;14.5;3;26.3841004372;3;27.940076828;14.0;7;46.9347057343;
29;3;17.625;13.1920499802;3;26.4064661264;3;28.080411911;14.0;7;47.3257637024;
30;3;15.9414548874;13.5;3;26.428878665;3;26.1977291107;15.0;7;48.6493225098;
31;3;16.625;13.2144393921;3;26.4513280392;3;26.29479599;16.5;7;48.9747204781;
32;3;14.9515485764;13.5;3;26.4738043547;3;26.3744163513;17.0;7;49.1229639053;
33;3;15.625;13.2369022369;3;26.4962974787;3;25.7368888855;18.0;8;49.1889609098;
34;3;16.625;13.2481489182;3;26.5187973976;3;24.3999996185;19.5944805145;8;49.2580518723;
35;3;17.625;13.2593984604;3;26.5412938595;3;23.7774162292;20.0;8;49.3302885294;
36;3;18.625;13.270647049;4;26.5637768507;3;22.3999996185;21.6651439667;8;49.4057120085;
37;3;16.9768505096;13.5;4;26.5862361193;3;22.0;22.7028560638;8;49.484351635;
38;3;17.625;13.2931184769;4;26.6086617708;4;23.0;22.7028560638;7;49.5662232637;
39;3;15.986948967;13.5;4;26.6310436726;4;24.0;23.7028560638;8;49.6513283253;
40;3;14.991985321;14.5;4;26.6533719301;4;25.4953994751;25.7028560638;8;49.7396525145;
41;3;14.3720092773;15.5;4;26.6756366491;4;26.5218963623;27.7028560638;9;49.8311642408;
42;4;15.0;14.3378181458;3;27.6978281736;4;27.5493488312;29.0;9;49.9258141518;
43;4;15.3820114136;14.5;4;27.8099368811;4;28.5777435303;29.0;10;50.0235335827;
44;4;17.0;14.1229686737;4;27.9290721416;4;29.0;30.0;10;50.1242339611;
45;4;18.0;14.20195961;4;28.0556061268;4;30.0;30.0621166229;11;50.2278065681;
46;4;19.0;14.2861509323;5;28.1898977757;4;31.0683422089;29.0;11;50.3341217041;
47;4;20.0;14.3757944107;5;28.332285881;4;31.1002368927;29.0;11;51.4430289268;
48;4;21.4066543579;17.3757953644;5;28.4830801487;4;31.3999996185;31.0;13;51.5943570137;
49;4;22.0365047455;20.375793457;6;28.642552495;5;32.4000015259;32.277179718;12;51.7490985394;
50;4;22.0413246155;23.375793457;6;28.8109269142;5;33.2003746033;32.0;12;51.9070444107;
51;4;22.0461101532;26.375793457;6;28.9883687496;5;32.7370643616;34.0;13;52.0679644346;
52;5;21.625;29.375793457;6;42.1749739647;5;33.2702560425;34.0;13;52.2316087484;
53;5;23.625;31.082906723;6;42.8907570839;5;32.7635536194;35.0;13;52.3977088928;
54;5;25.625;34.1726379395;7;43.5761231184;5;32.7773246765;35.5699806213;13;52.5659806728;
55;5;26.625;36.3119354248;7;44.2303102016;5;31.3783493042;35.6524085999;14;52.7361257076;
56;5;28.3222885132;37.4697647095;6;44.8535784483;6;31.8059082031;35.0;13;53.9078336954;
57;5;29.336643219;39.6113128662;7;45.431202054;6;33.4000015259;35.7011871338;14;54.1307855844;
58;6;30.0750007629;40.3646850586;6;45.9765586853;6;35.4000015259;36.7264137268;15;54.356631279;
59;6;30.6400299072;39.9117507935;7;46.4958958626;6;35.9763946533;37.0;16;57.1157501936;
60;6;30.4309673309;40.7222442627;7;46.9913644791;6;35.5994949341;39.7000007629;16;59.3849374056;
61;6;30.7998733521;40.2324752808;8;47.4651120901;6;36.198513031;42.2291984558;16;61.231276989;
62;6;30.5513687134;41.1002464294;8;47.8369706869;6;37.1287994385;42.2063484192;18;62.7326534986;
63;6;30.9018878937;40.568901062;8;48.1347122192;7;37.8020629883;42.5885009766;17;63.7930442095;
64;6;30.913482666;40.7412452698;8;49.4359326363;7;38.6586074829;41.7988433838;17;64.5522627831;
65;6;31.9253139496;41.9152870178;9;49.7793927193;8;38.8508911133;41.8579750061;17;65.0997630358;
66;7;32.9373779297;43.0901870728;8;50.1249996424;8;36.8000030518;43.9204711914;16;65.5303322077;
67;7;32.125;44.2650680542;9;50.4714655876;8;36.8000030518;45.1749534607;16;65.9686510563;
68;7;32.8278007507;46.2994041443;9;50.8175116777;8;37.5514717102;44.731880188;16;66.4139521122;
69;7;33.237449646;46.6113128662;10;51.1618933678;8;37.8000030518;43.804599762;17;66.8654191494;
70;7;32.5750007629;48.3040809631;11;52.9255032539;9;36.5055999756;45.204498291;16;68.3221893311;
71;7;33.6125030518;47.490070343;11;54.430871129;9;34.8000030518;48.0;16;69.7333535552;
72;7;32.6935310364;50.7636108398;11;56.7146357298;9;35.8000030518;54.0;16;70.2429581881;
73;7;34.823261261;50.3006477356;12;57.8450169563;9;34.8000030518;57.4521026611;16;70.8827938437;
74;7;36.0042762756;51.7590713501;13;58.5403672457;9;33.8000030518;61.5987052917;17;71.5504767895;
75;8;36.4347686768;52.2832260132;14;59.0273045301;9;33.8000030518;66.7554168701;18;72.2448862195;
76;8;35.4781494141;53.4656295776;14;59.509093523;9;32.8000030518;70.9219970703;18;72.964551568;
77;8;33.0999984741;58.5251235962;15;59.9847187996;9;31.8000011444;73.4448242188;17;73.707613647;
78;8;32.0999984741;60.8824043274;15;60.4533400536;9;31.2000007629;75.6899871826;18;75.4717983007;
79;8;31.0999984741;62.168170929;17;60.9142827988;9;32.2000007629;78.9399490356;19;76.2844125032;
80;9;30.0999984741;63.4475975037;16;61.3670303822;9;33.2000007629;82.193611145;20;77.1129506826;
81;9;29.5857162476;60.1053123474;17;61.811205864;9;33.2000007629;85.4496765137;21;77.9539476037;
82;9;30.0592308044;62.234790802;19;62.2465522289;9;33.2000007629;88.7066879272;21;78.8036373854;
83;9;30.2847061157;63.3551483154;19;62.6729141474;9;33.2000007629;91.9630737305;21;79.65803653;
84;9;31.0701885223;64.4665985107;17;63.0902171135;9;33.2000007629;95.2171783447;22;80.5130439997;
85;9;32.1229476929;66.569442749;18;63.4984462261;9;34.2000007629;95.4672927856;24;81.293510437;
86;9;31.5672416687;68.8117980957;18;63.8976335526;9;33.2000007629;98.2261352539;24;82.067171216;
87;9;30.75;71.3356323242;18;64.2878354788;9;33.2000007629;100.495819092;25;82.8342317939;
88;10;30.28383255;71.0295639038;18;64.6022773981;9;34.2000007629;99.7574768066;25;83.5909443498;
89;10;29.337934494;73.0813522339;18;64.8807951212;9;33.2000007629;102.009597778;26;84.3339203596;
90;10;28.3920669556;75.1079025269;18;65.1592210531;10;34.2000007629;106.007080078;26;85.0601774454;
91;10;28.04296875;74.1346817017;19;65.4369733334;10;35.2000007629;107.572692871;24;85.767166853;
92;10;27.0704441071;75.1616744995;20;65.7134767771;10;35.4500007629;108.876556396;25;86.4527786374;
93;10;26.5479946136;75.1888656616;20;65.9881663322;10;35.4500007629;110.412208557;26;87.1153270006;
94;10;26.1255512238;74.2162322998;18;66.2604933977;10;35.4500007629;112.679367065;26;87.753523469;
95;10;26.0;75.2437438965;19;67.5299289227;10;35.4500007629;114.928009033;25;88.3664391637;
96;10;26.9605693817;76.2713928223;19;67.8759686947;10;35.6107711792;117.158409119;26;88.9534657001;
97;10;28.011505127;79.2991638184;20;68.2344731092;10;35.4500007629;119.371063232;27;89.5142707229;
98;10;27.9345226288;80.3270111084;19;68.5961205959;10;36.4500007629;118.937004089;27;90.0487607718;
99;10;26.0;81.3270111084;20;68.9608712196;10;35.6078491211;120.745979309;26;90.5570422411;
100;10;26.0;84.3270111084;14;69.3287009001;10;35.4500007629;122.473678589;25;91.0393906236;
101;11;27.0;83.5784225464;15;69.6995956898;9;36.6063613892;120.658660889;26;91.395154655;
102;13;26.0;83.6346435547;12;70.0735434294;9;37.4500007629;120.759658813;26;94.2992326021;
103;13;26.0;84.6896820068;9;70.4505244493;9;38.5849990845;122.051055908;24;96.5964443088;
104;13;27.0;86.3829650879;9;70.8305015564;9;38.5849990845;121.546447754;26;98.8389077783;
105;13;28.0;86.4562835693;10;71.2134079933;10;39.5849990845;122.464645386;25;101.00854969;
106;13;29.0;86.5275650024;11;71.599134922;10;41.5849990845;123.540611267;26;103.089400172;
107;13;30.0;86.5967254639;13;71.9875206947;10;43.0880050659;125.491973877;28;105.06804502;
108;13;30.7999992371;86.6636962891;14;72.3783390522;10;46.4075088501;121.128761292;22;106.933967113;
