Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;6.0;12.0;4;20.0;1;6.0;14.1000003815;4;23.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.1000003815;6;23.0;
3;1;8.0;10.0;5;21.0;2;8.0;12.3000001907;5;24.0;
4;2;8.14999961853;10.6999998093;3;22.8400001526;2;9.19999980927;11.5;5;24.1124999523;
5;2;8.42599964142;10.9200000763;3;23.5601437092;2;9.82250022888;11.5;5;24.2364046574;
6;2;9.5077495575;11.2650718689;3;24.1471960545;2;10.9709215164;11.5;5;24.3725773096;
7;2;10.4331197739;11.543302536;3;24.6201093197;2;12.0117731094;11.5;5;24.5218783617;
8;2;10.5395240784;11.7641716003;3;25.2443172932;2;12.3565635681;11.5;5;25.1603652239;
9;2;10.6799716949;12.0549411774;3;25.7438752651;2;12.5481100082;11.7299995422;5;25.7180355787;
10;2;10.7923717499;12.2827939987;3;26.141277194;2;12.7154111862;11.9106416702;5;27.2239179611;
11;2;10.8817873001;12.4589796066;4;26.2695188522;2;13.167175293;12.5274600983;5;28.5177702904;
12;2;13.8025035858;12.5;4;26.3168779612;2;14.8887090683;13.0216779709;5;29.6286454201;
13;2;15.8025035858;12.5;4;26.365380168;2;16.888710022;13.4066829681;5;30.5931797028;
14;2;16.8344669342;12.5;4;26.4150065184;2;18.888710022;13.6998376846;5;31.4486236572;
15;2;17.8456344604;12.5;4;26.4657343626;2;20.2295246124;13.9190797806;5;32.0668101311;
16;2;18.8570461273;12.5;4;26.5175373554;2;21.3664283752;14.0;5;32.562277317;
17;2;19.8687019348;12.5;4;26.5703849792;2;22.5150680542;14.0;6;33.0955038071;
18;2;19.9783363342;12.5;5;26.6242431402;2;23.675037384;14.0;6;33.6638817787;
19;2;19.9904556274;12.5;5;26.6790736914;2;22.3999996185;15.0;6;34.263466835;
20;2;20.0027923584;12.5;5;26.7348344326;2;23.3999996185;14.0;7;34.8889698982;
21;2;20.0153369904;12.5;5;26.7914797068;2;24.3999996185;14.0;7;35.5338482857;
22;3;20.0280838013;12.5;4;26.8489596844;2;24.6601543427;14.0;7;36.1905097961;
23;3;20.041015625;12.5;5;26.9072211981;2;24.8571529388;14.0;7;36.8506231308;
24;4;20.0541248322;12.5;4;26.9662073851;2;25.0551872253;14.0;7;37.5055141449;
25;4;19.625;13.0898618698;4;27.0258579254;2;25.2516536713;14.0;7;38.1466121674;
26;4;20.0808181763;12.5;4;27.0861098766;2;25.443983078;14.0;7;38.7658996582;
27;4;19.625;13.5;4;27.1468968391;2;25.6297683716;14.0;7;39.3563127518;
28;4;19.625;13.5734481812;4;28.20814991;2;25.806892395;14.0;7;39.9120550156;
29;4;21.1218338013;13.0;4;28.3097980022;2;25.9736156464;14.0;7;40.4287929535;
30;4;21.625;14.0200004578;4;28.4129519463;2;23.9736156464;15.0;7;40.9037227631;
31;4;21.625;14.2064762115;4;28.5175385475;2;22.9736156464;16.0;7;41.3355169296;
32;4;22.163646698;13.0617771149;4;28.6234802008;2;21.9736156464;15.0;7;41.7241783142;
33;4;21.8875999451;13.5;4;28.7306951284;2;21.3999996185;15.0;8;42.0708265305;
34;4;21.625;14.3653478622;4;28.8390979767;2;20.3999996185;15.0;8;42.377453804;
35;4;22.4887962341;12.5;4;28.9485998154;2;20.3999996185;16.0;8;42.6466779709;
