Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;6.0;12.0;4;20.0;1;6.0;14.1000003815;4;23.0;
2;2;7.0;11.1999998093;4;21.0;1;7.0;13.1000003815;4;23.0;
3;2;8.14999961853;10.0;4;22.1200000048;1;8.0;12.1000003815;4;23.0;
4;2;8.31799983978;10.5;4;23.0930562019;1;9.0;11.5;4;23.0;
5;2;8.46395874023;10.9200000763;4;23.9303956032;1;9.60000038147;11.5;4;23.0;
6;2;9.59105682373;11.2650718689;4;24.6492825747;1;10.6000003815;11.5;4;23.0;
7;2;10.5460891724;11.543302536;4;25.2697491646;1;11.6000003815;11.5;4;23.0;
8;2;10.6856927872;11.7641716003;4;26.0647602081;1;11.8999996185;11.5;4;23.4599990845;
9;2;10.8645715714;12.0549411774;4;26.7559332848;1;12.0380001068;11.7299995422;4;23.8212833405;
10;2;11.0200843811;12.2827939987;4;27.366976738;1;12.1463851929;11.9106416702;4;24.0;
11;2;11.1575698853;12.4589796066;5;27.7319030762;1;12.2000007629;12.0;4;25.2000007629;
12;2;14.078286171;12.5;5;28.0397365093;2;14.1463851929;12.8000001907;3;27.1576004028;
13;2;16.0782852173;12.5;5;28.3728995323;2;16.1463851929;13.0788002014;3;27.9311039448;
14;2;17.2861595154;12.5;5;28.7313408852;2;18.1463851929;13.4505519867;4;28.5263216496;
15;2;18.3668079376;12.5;5;29.1144995689;3;19.4645614624;13.7328653336;3;28.978894949;
16;2;19.4530181885;12.5;5;29.521238327;3;20.4739151001;13.943564415;3;29.1235172749;
17;2;20.5445346832;12.5;5;29.949795723;3;21.4834403992;14.0;4;29.1558350325;
18;2;20.7387046814;12.5;5;30.3977622986;3;22.4931354523;14.0;4;29.1887089014;
19;2;20.8394966125;12.5;5;30.8620905876;3;22.7566127777;14.0;4;29.2221269608;
20;2;20.9439697266;12.5;7;31.3391423225;3;22.7666378021;14.0;4;29.2560760975;
21;2;21.0513076782;12.5;7;31.824775219;3;22.7768230438;14.0;4;29.2905418873;
22;2;19.625;13.5;8;32.3144683838;3;22.7871627808;14.0;5;29.3255085945;
23;3;19.625;14.5;7;32.8034796715;3;22.7976531982;14.0;5;29.3609591722;
24;3;20.625;12.5;7;33.2870235443;3;22.8082866669;14.0;6;29.3968753815;
25;3;21.4895801544;12.5;7;33.7604589462;3;22.8190612793;14.0;6;29.4332377911;
26;3;21.5961036682;12.5;7;34.2194671631;3;22.3999996185;14.7166185379;6;29.4700255394;
27;4;19.625;13.5;5;47.3191461563;3;22.3999996185;14.7350130081;7;29.5072168112;
28;4;19.625;13.5;5;48.382853508;3;22.8521652222;14.0;7;29.5447884798;
29;4;20.625;13.5;5;49.3695716858;3;22.8634357452;14.0;8;29.5827163458;
30;4;22.625;14.5;5;50.2744989395;3;20.8748149872;15.0;8;29.6209751368;
31;4;22.625;13.5;5;51.0957527161;3;19.8862915039;16.0;7;29.6595385075;
32;4;23.625;13.5;5;51.8340053558;3;18.8978614807;17.0;6;29.6983793974;
33;4;25.625;14.5;5;52.4920091629;3;17.9095134735;18.0;7;29.7374696732;
