Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;6.0;12.0;4;20.0;1;6.0;14.1000003815;4;23.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.1000003815;6;23.0;
3;1;8.0;10.0;6;21.0;1;8.0;12.1000003815;6;23.0;
4;1;8.14999961853;10.5;6;21.8400001526;1;9.0;11.5;6;23.0;
5;2;8.27600002289;11.1199998856;5;23.5301437378;1;9.60000038147;11.5;6;23.0;
6;2;9.50100040436;11.2650718689;5;24.2466050386;1;10.6000003815;11.5;6;23.0;
7;2;10.4554862976;11.543302536;5;24.872087121;1;11.6000003815;11.5;6;23.0;
8;2;10.5962190628;11.7641716003;5;25.6774437428;2;11.8999996185;11.6999998093;5;24.4599990845;
9;2;10.7774248123;12.0549411774;5;26.3907378912;2;12.3380002975;11.7299995422;5;24.9887833595;
10;2;10.937915802;12.2827939987;5;27.0383243561;2;12.496635437;11.9106416702;5;25.3611006737;
11;2;11.0836229324;12.4589796066;5;27.4570713043;2;12.6083307266;12.0;5;26.8250038624;
12;2;13.0836229324;12.5;5;27.8389720917;2;14.6338863373;12.6000003815;5;28.0933853388;
13;2;15.0836229324;12.5;5;28.2693893909;2;16.6338863373;13.0788002014;5;29.2010917664;
14;2;16.3421535492;12.5;5;28.7509903908;2;18.6338863373;13.4505519867;5;30.190066576;
15;2;17.4505138397;12.5;5;29.285469532;2;19.9636859894;13.7328653336;5;31.1025443077;
16;2;18.5707702637;12.5;5;29.8732013702;2;21.1110095978;13.943564415;5;31.779225111;
17;2;19.7030105591;12.5;5;30.5128965378;2;22.2801532745;14.0;6;32.4205889702;
18;2;20.8469429016;12.5;6;31.20129776;2;23.4725608826;14.0;6;33.1424450874;
19;2;21.0202922821;12.5;6;31.9329705238;2;23.9427337646;14.0;6;33.9450550079;
20;2;21.18491745;12.5;6;32.7002444267;2;22.3999996185;15.0;7;34.825217247;
21;2;19.625;13.5;6;33.4933509827;3;23.3999996185;14.0;6;35.7756137848;
22;2;20.625;12.5;6;34.300784111;3;24.3999996185;14.0;6;36.7844514847;
23;2;21.625;12.5;6;35.1098794937;3;25.0353355408;14.0;7;37.8355588913;
24;2;21.899723053;12.5;7;35.9075613022;3;23.0353355408;15.0;7;38.9090547562;
25;2;22.0792007446;12.5;7;36.6811733246;3;24.0353355408;14.0;7;39.9826087952;
26;3;22.2532634735;12.5;6;37.4192867279;3;23.0353355408;15.0;7;41.0331707001;
27;3;22.4193382263;12.5;6;38.1123714447;3;23.0353355408;16.0;7;42.0389184952;
28;3;22.5752830505;12.5;6;38.7532558441;3;24.6116752625;14.0;7;42.9810819626;
29;3;22.7194824219;12.5;7;39.3373212814;3;25.8943252563;14.0;7;44.845328331;
30;3;20.8508968353;13.5;8;39.8624515533;3;25.1535987854;15.5;7;45.6524899006;
31;3;19.8508968353;13.5;8;40.3287677765;3;25.3867454529;16.0;7;46.3691751957;
32;3;19.8508968353;14.5;8;40.73823452;3;24.5925750732;17.5302963257;8;46.9960114956;
33;3;18.8508968353;13.5;8;41.0941963196;3;24.0988025665;18.0;8;47.5372726917;
34;3;18.8508968353;14.5;8;41.4009208679;3;23.2611808777;19.0;8;47.9997814894;
35;3;17.8508968353;13.5;8;41.6631851196;3;22.0531845093;20.577917099;8;48.3918319941;
