Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;6.0;12.0;4;20.0;1;6.0;14.1000003815;4;23.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.1000003815;6;23.0;
3;1;8.0;10.0;4;21.0;2;8.0;12.3000001907;5;24.0;
4;1;8.14999961853;10.5;4;21.8400001526;2;9.19999980927;11.5;5;24.2024999857;
5;1;8.27600002289;10.9200000763;4;22.5301437378;2;9.8405008316;11.5;5;24.4435712099;
6;1;9.27600002289;11.2650718689;4;23.086605072;2;11.0330715179;11.5;5;24.7294911146;
7;1;10.194486618;11.543302536;4;23.5283432007;2;12.118847847;11.5;5;25.0670964718;
8;1;10.2938766479;11.7641716003;4;24.1098823547;2;12.5201282501;11.5;5;25.9442956448;
9;2;10.4247236252;12.2549409866;3;25.5655879974;2;12.7832889557;11.7299995422;5;26.7966187;
10;2;10.7522573471;12.2827939987;2;25.9379591942;2;13.0389862061;11.9106416702;5;28.6930015087;
11;2;10.8360404968;12.4589796066;3;26.0401959419;2;13.6078996658;12.5274600983;5;30.4676966667;
12;2;13.7567567825;12.5;3;26.0605818033;2;15.4736871719;13.0216779709;5;32.1591048241;
13;2;15.7567567825;12.5;2;26.0811508894;2;17.4736881256;13.4066829681;5;33.8094439507;
14;2;16.7705154419;12.5;2;26.1018965244;2;19.4736881256;13.6998376846;5;35.4555435181;
15;2;17.527256012;12.5;2;26.1228116751;2;21.4316005707;13.9190797806;5;36.9605283737;
16;2;18.527256012;12.5;2;26.1438889503;2;22.8345432281;14.0;5;38.4201507568;
17;2;19.527256012;12.5;2;26.1651208401;2;24.2724304199;14.0;6;39.9654436111;
18;2;19.625;12.5;3;26.1864993572;2;25.7360191345;14.0;6;41.5549993515;
19;2;19.625;12.5;3;26.2080165148;2;26.4664993286;14.0;6;43.1402568817;
20;2;19.625;12.5;3;26.2296639681;2;26.9420776367;14.0;6;44.6708984375;
21;2;19.625;12.5;3;26.2514331341;2;27.4012680054;14.0;7;46.1011123657;
22;2;19.9065723419;12.5;3;26.2733153105;3;27.8303337097;14.0;6;47.3951396942;
23;2;19.9114952087;12.5;3;26.2953014374;3;28.218542099;14.0;5;48.5306987762;
24;3;19.9164428711;12.5;2;26.3173824549;3;28.5592098236;14.0;5;49.4996051788;
25;3;19.625;12.8952150345;4;26.3395489454;3;28.8498802185;14.0;5;50.3059253693;
26;3;19.926399231;12.5;4;26.3617914915;3;29.0917778015;14.0;5;50.9626293182;
27;3;17.9314041138;13.5;4;26.3841004372;3;29.2887878418;14.0;5;51.4878692627;
28;3;18.625;13.1920499802;4;26.4064661264;3;29.4463596344;14.0;5;51.9017562866;
29;4;16.9414558411;13.5;3;26.428878665;3;29.570526123;14.0;5;52.2240104675;
30;4;17.625;13.2144393921;4;26.4513280392;3;27.570526123;15.0;5;52.25;
31;4;15.9515485764;13.5;4;26.4738043547;3;26.570526123;16.0;6;52.25;
32;4;16.625;13.2369022369;4;26.4962974787;3;25.570526123;17.0;6;52.25;
33;4;17.625;13.2481489182;4;26.5187973976;3;24.570526123;18.0;6;52.25;
34;4;18.625;13.2593984604;4;26.5412938595;3;23.570526123;19.0;6;52.25;
35;4;19.625;13.270647049;4;26.5637768507;3;22.570526123;20.0;6;52.25;
