Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;2;6.0;12.1999998093;3;21.0;1;6.0;14.1000003815;4;23.0;
2;2;7.15000009537;11.0;3;21.1200000048;1;7.0;13.1000003815;6;23.0;
3;2;8.16800022125;10.0;3;22.2978559732;1;8.0;12.1000003815;6;23.0;
4;2;8.34467792511;10.5;3;23.3416473866;2;9.0;11.6999998093;5;24.0;
5;2;8.50124740601;10.9200000763;3;24.2645215988;2;9.80000019073;11.5;5;24.1124999523;
6;2;9.66623497009;11.2650718689;3;25.0857465267;2;10.9337501526;11.5;5;24.2364046574;
7;2;10.6442937851;11.543302536;3;25.8273730278;2;11.9709215164;11.5;5;24.3725773096;
8;2;10.8111581802;11.7641716003;3;26.7698822021;2;12.3117723465;11.5;5;24.9956032038;
9;2;11.023223877;12.0549411774;3;27.6336319447;2;12.4986810684;11.7299995422;5;25.5367741585;
10;2;11.2175664902;12.2827939987;3;28.444122076;2;12.6610326767;11.9106416702;5;25.9133642912;
11;2;11.3999271393;12.4589796066;3;29.0365338326;2;12.7740097046;12.0;5;27.3876771927;
12;2;14.320643425;12.5;3;29.6001739502;2;14.8026885986;12.6000003815;5;28.6529150009;
13;2;16.3206443787;12.5;3;30.2165894508;2;16.8026885986;13.0788002014;5;29.7396411896;
14;2;17.7009887695;12.5;4;30.8834476471;2;18.8026885986;13.4505519867;5;30.6849572659;
15;3;18.8510322571;12.5;3;31.5963187218;2;20.1121520996;13.7328653336;5;31.5258455276;
16;3;20.0114269257;12.5;4;32.3485417366;2;21.2380008698;13.943564415;5;32.0976057053;
17;3;21.1806774139;12.5;4;33.1312685013;2;22.375667572;14.0;6;32.5955629349;
18;3;21.454536438;12.5;4;33.9337215424;2;23.5250549316;14.0;6;33.1311497688;
19;3;21.6350860596;12.5;4;34.7436771393;2;22.3999996185;15.0;6;33.7016744614;
20;3;21.8173274994;12.5;4;35.5481462479;2;22.3999996185;15.7105026245;6;34.3031058311;
21;3;21.9983329773;12.5;5;36.3341789246;2;22.3999996185;15.8909320831;6;34.9300689697;
22;3;22.1751899719;12.5;5;37.0896949768;2;22.3999996185;16.0790214539;6;35.5759468079;
23;3;22.3451805115;12.5;6;37.8042325974;2;23.3999996185;14.0790205002;6;36.2330884933;
24;3;22.5059528351;12.5;6;38.4695110321;2;24.3999996185;14.0;6;36.8931274414;
25;4;20.5059528351;13.5;5;39.0797452927;2;25.067937851;14.0;6;37.5473833084;
26;4;19.5059528351;13.5;5;39.6317071915;2;25.264213562;14.0;6;38.1873073578;
27;4;19.5059528351;14.5;5;40.124546051;2;25.4561920166;14.0;6;38.8049325943;
28;4;18.5059528351;13.5;5;40.5594453812;2;25.6414794922;14.0;6;39.3932685852;
29;4;17.5059528351;13.5;5;40.9391822815;2;23.6414794922;15.0;7;39.9466094971;
30;4;17.5059528351;14.5;5;41.267660141;2;22.6414794922;16.0;7;40.4607191086;
31;4;16.5059528351;13.5;5;41.5494709015;2;22.3999996185;17.0;7;40.932890892;
32;4;16.625;14.5;6;41.7895259857;2;23.3999996185;15.0;7;41.3618888855;
33;4;17.625;15.5;5;41.9927597046;2;24.3999996185;14.0;6;41.747795105;
34;4;18.625;16.5;5;42.0;2;25.3999996185;14.0;6;42.0917930603;
35;4;19.625;17.5;5;42.0;2;26.3999996185;14.0;6;42.3959226608;
36;4;19.625;18.5;5;42.0;2;26.7187767029;14.0;6;42.6628341675;
37;4;19.625;19.5;5;42.0;3;27.7988510132;14.5;6;43.8955574036;
38;4;19.625;20.5;6;43.0;3;28.8686676025;14.5;6;44.1273090839;
39;4;19.625;19.5;6;43.0900000334;3;28.9291915894;17.5;6;44.3105909824;
40;4;20.625;19.5;6;43.1871190071;3;28.9749984741;20.5;6;44.341766119;
41;4;20.625;19.5;6;43.2917383909;3;28.9749984741;23.5;6;44.3735172749;
42;4;20.4500007629;19.5;7;43.4042263031;3;28.9749984741;26.5;7;44.4058350325;
43;4;19.8250007629;19.5;7;43.5249304771;3;28.9749984741;29.0;7;44.4387089014;
44;4;18.8250007629;21.5;7;43.6541694403;3;28.9749984741;29.0;7;44.4721269608;
45;5;18.8250007629;23.5;7;43.7922235727;3;28.9749984741;29.0;8;44.5060760975;
46;5;19.0;25.5;7;43.9393253326;5;28.9749984741;29.0;6;44.5405418873;
47;5;20.0;27.5;7;44.0956480503;5;28.9749984741;29.0;6;44.5755085945;
48;5;21.0;29.5;7;44.261295557;5;28.9749984741;29.0;6;44.6109591722;
49;5;21.625;30.5;7;44.4362905025;5;28.9749984741;29.0;6;44.6468753815;
50;5;21.625;31.5;9;44.6205644608;5;28.9749984741;29.0;6;44.6832377911;
51;5;21.625;32.5;7;44.8139474392;5;28.9749984741;29.0;4;44.7200255394;
52;5;21.625;33.5;7;45.016159296;5;28.9749984741;29.0;6;44.7572168112;
53;5;21.625;34.5;7;45.2268030643;5;28.9749984741;29.0;6;44.7947884798;
54;5;21.625;35.5;4;45.445360899;5;26.9749984741;30.0;7;44.8327163458;
55;5;22.625;33.5;3;45.6711919308;5;25.9749984741;31.0;7;44.8709751368;
