Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;2;6.0;12.1999998093;3;21.0;1;6.0;14.1000003815;4;23.0;
2;2;7.15000009537;11.0;3;21.0599999428;1;7.0;13.1000003815;4;23.0;
3;2;8.15900039673;10.0;3;22.1441639662;1;8.0;12.1000003815;4;23.0;
4;2;8.32162380219;10.5;3;23.0740478039;1;9.0;11.5;4;23.0;
5;2;8.46110725403;10.9200000763;3;23.8600269556;1;9.60000038147;11.5;4;23.0;
6;2;9.57522392273;11.2650718689;2;24.5184918642;1;10.6000003815;11.5;4;23.0;
7;2;10.5166606903;11.543302536;2;25.0685968399;1;11.6000003815;11.5;4;23.0;
8;2;10.6404333115;11.7641716003;2;25.7804375887;1;11.8999996185;11.5;4;23.4599990845;
9;2;10.8005981445;12.0549411774;2;26.3752912283;1;12.0380001068;11.7299995422;4;23.8212833405;
10;2;10.9344406128;12.2827939987;2;26.8758825064;1;12.1463851929;11.9106416702;4;24.0;
11;2;11.0470733643;12.4589796066;2;27.1153810024;2;12.2000007629;12.1999998093;4;26.2000007629;
12;2;13.96778965;12.5;2;27.2821707726;2;14.4463853836;12.6000003815;4;27.2176003456;
13;2;15.96778965;12.5;2;27.458304882;2;16.4463844299;13.0788002014;5;28.0240678787;
14;2;17.0803756714;12.5;3;27.6437027454;2;18.4463844299;13.4505519867;5;28.654691577;
15;3;18.122089386;12.5;2;27.8381814957;2;19.5030727386;13.7328653336;6;29.1451807022;
16;3;19.1658477783;12.5;2;28.0414469242;2;20.5237998962;13.943564415;7;29.3302885294;
17;3;20.2115821838;12.5;2;28.2530875206;2;21.5454711914;14.0;7;29.4057120085;
