Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;2;6.0;12.1999998093;3;21.0;1;6.0;14.1000003815;4;23.0;
2;2;7.15000009537;11.0;3;21.0299999714;1;7.0;13.1000003815;6;23.0;
3;2;8.15450000763;10.0;3;22.0708910227;1;8.0;12.1000003815;6;23.0;
4;2;8.31063365936;10.5;3;22.9529676437;1;9.0;11.5;6;23.0;
5;2;8.44294548035;10.9200000763;3;23.6863726377;1;9.60000038147;11.5;6;23.0;
6;2;9.53615188599;11.2650718689;3;24.2872767448;1;10.6000003815;11.5;6;23.0;
7;2;10.4646377563;11.543302536;3;24.7746323347;1;11.6000003815;11.5;6;23.0;
8;2;10.5742912292;11.7641716003;3;25.4154164791;1;11.8999996185;11.5;6;23.4599990845;
9;2;10.7184686661;12.0549411774;2;25.9324100018;1;12.0380001068;11.7299995422;6;23.8212833405;
10;2;10.8347921371;12.2827939987;2;26.34810853;1;12.1463851929;11.9106416702;6;24.0;
11;2;10.9283246994;12.4589796066;2;26.4955049753;1;12.2000007629;12.0;6;25.2000007629;
12;2;13.8490409851;12.5;2;26.5628699064;2;14.1463851929;12.8000001907;5;27.1576004028;
13;2;15.8490409851;12.5;2;26.6322164536;2;16.1463851929;13.0788002014;5;27.9011039734;
14;2;16.8945064545;12.5;3;26.7035081387;2;18.1463851929;13.4505519867;5;28.4657306671;
15;3;17.9105453491;12.5;2;26.7766991854;2;19.4463844299;13.7328653336;5;28.88712883;
16;3;18.9270133972;12.5;2;26.851734519;2;20.4463844299;13.943564415;5;29.0;
17;3;19.9438972473;12.5;2;26.9285494089;2;21.4463844299;14.0;5;29.0;
18;3;20.0589237213;12.5;2;27.0070693493;2;22.4463844299;14.0;5;29.0;
19;3;20.0765914917;12.5;2;27.0872101784;2;22.6999988556;14.0;7;29.0;
20;3;20.0946216583;12.5;2;27.1688783169;2;22.6999988556;14.0;7;29.0;
