Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;6.0;12.0;4;20.0;1;6.0;14.1000003815;4;23.0;
2;1;7.0;11.0;5;20.0;2;7.0;13.3000001907;5;24.0;
3;1;8.0;10.0;4;21.0;2;8.19999980927;12.1000003815;5;24.1124999523;
4;1;8.14999961853;10.5;4;21.8400001526;2;9.22249984741;11.5;5;24.2364046574;
5;1;8.27600002289;10.9200000763;4;22.5301437378;2;9.84728145599;11.5;5;24.3725773096;
6;1;9.27600002289;11.2650718689;4;23.086605072;2;11.0117731094;11.5;5;24.5218783617;
7;1;10.194486618;11.543302536;4;23.5283432007;2;12.0565643311;11.5;5;24.6851472855;
8;1;10.2938766479;11.7641716003;4;24.1098823547;2;12.405544281;11.5;5;25.340031147;
9;1;10.4247236252;12.0549411774;4;24.5655879974;2;12.6020097733;11.7299995422;5;25.9150743484;
10;1;10.5272569656;12.2827939987;4;24.9179592133;2;12.7745227814;11.9106416702;5;27.4451127052;
11;1;10.6065406799;12.4589796066;5;25.0;2;13.2335338593;12.5274600983;5;28.7648246288;
12;1;12.5272569656;12.5;5;25.0;2;14.9628257751;13.0216779709;5;29.9030094147;
13;1;13.5272569656;12.5;5;25.0;2;16.9628257751;13.4066829681;5;30.8959269524;
14;1;14.5272569656;12.5;5;25.0;2;18.9628257751;13.6998376846;5;31.7803142071;
15;1;15.5272569656;12.5;5;25.0;2;20.3290309906;13.9190797806;5;32.4273490906;
16;1;16.527256012;12.5;5;25.0;2;21.4745903015;14.0;5;32.9507789612;
17;1;17.527256012;12.5;6;25.0;2;22.6316184998;14.0;6;33.510178566;
18;1;17.625;12.5;6;25.0;2;23.7994384766;14.0;6;34.1019620895;
19;1;17.625;12.5;7;25.0;2;24.230588913;14.0;6;34.7211914062;
20;1;17.625;12.5;7;25.0;2;24.4163570404;14.0;6;35.3616409302;
21;1;17.625;12.5;7;25.0;3;24.6084918976;14.0;5;36.0159702301;
22;1;17.625;12.5;8;25.0;3;24.8047904968;14.0;6;36.6760072708;
23;1;17.625;12.5;8;25.0;3;25.0028018951;14.0;6;37.3331270218;
24;1;17.625;12.5;8;25.0;3;25.1999378204;14.0;6;37.9786872864;
25;1;17.625;12.5;8;25.0;3;25.3936061859;14.0;6;38.6044816971;
26;1;17.625;12.5;8;25.0;4;25.5813446045;14.0;5;39.2031593323;
27;1;17.625;12.5;8;25.0;4;25.7609481812;14.0;5;39.7685651779;
28;1;17.625;12.5;8;25.0;4;25.9305686951;14.0;5;41.2959661484;
29;1;17.625;12.5;8;25.0;4;27.0887889862;14.5;5;42.0296530724;
30;1;17.625;12.5;8;25.0;4;26.2346458435;15.0;5;42.7785876989;
31;1;17.625;12.5;8;25.0;4;25.8335762024;16.0;5;43.5544192791;
32;1;17.625;12.5;8;25.0;4;25.0663261414;17.0;5;44.3715322018;
33;1;17.625;12.5;8;25.0;4;24.3114585876;18.0;6;45.246509552;
34;1;17.625;12.5;8;25.0;4;23.5739517212;19.0;6;46.1972560883;
35;1;17.625;12.5;8;25.0;4;22.8591766357;20.0;6;47.2416934967;
36;1;17.625;12.5;8;25.0;4;22.1725082397;21.0;6;48.3959312439;
37;1;17.625;12.5;9;25.0;4;22.1187782288;22.0;6;49.6719098091;
38;1;17.625;12.5;9;25.0;4;22.5015716553;23.0;6;51.9505057335;
39;1;17.625;12.5;9;25.0;4;23.8851509094;24.5;6;53.4279083014;
40;1;17.625;12.5;9;25.0;4;23.8851509094;25.5;6;55.0365382433;
41;1;17.625;12.5;9;25.0;4;24.5750007629;27.5;6;56.7439103127;
42;1;17.625;12.5;10;25.0;4;26.5750007629;29.5;6;58.5057857037;
43;1;17.625;12.5;11;25.0;4;28.5750007629;31.5;6;60.2699711323;
44;1;17.625;12.5;11;25.0;4;31.0273704529;34.0;6;61.9823694229;
45;1;17.625;12.5;11;25.0;4;32.5750007629;34.8160934448;7;63.5940005779;
46;1;17.625;12.5;11;25.0;4;34.5750007629;34.8823394775;7;65.0671797991;
47;1;17.625;12.5;12;25.0;4;36.5484771729;34.952796936;8;66.3791837692;
48;1;17.625;13.5;12;25.0;4;37.9137535095;34.0;8;67.5227234364;
49;1;17.625;14.5;12;25.0;4;38.256816864;34.0;8;68.5036327839;
50;1;17.625;15.5;12;25.0;4;38.5510864258;34.0;10;69.3369739056;
51;1;17.625;16.5;13;25.0;6;39.0344619751;36.0;9;71.0428614616;
52;1;17.625;17.5;13;25.0;6;40.1910743713;36.0;9;71.6829531193;
53;1;17.625;17.5;13;25.0;6;41.5048866272;37.0;10;72.2123827934;
54;1;17.625;17.5;14;25.0;6;41.3393592834;38.0;10;72.4620001316;
55;1;17.625;17.5;14;25.0;7;41.7385978699;39.0;10;72.7196003199;
56;1;17.625;17.5;14;25.0;8;40.4000015259;40.5835533142;9;72.984500289;
57;1;17.625;17.5;14;25.0;8;41.7635498047;39.0;9;73.2559113503;
58;1;17.625;17.5;14;25.0;8;41.9767723083;39.0;9;77.096280098;
59;2;17.625;17.5;14;25.0;8;42.72706604;40.3697013855;10;81.2243511677;
