Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_LAENFA;Research_KI_6_SP_LAENFA;Industry_KI_6_SP_LAENFA;Ships_KI_6_SP_LAENFA;Population_KI_6_SP_LAENFA;
1;1;6.0;12.0;4;20.0;1;6.0;14.1000003815;4;23.0;
2;1;7.0;11.0;5;20.0;1;7.0;13.1000003815;6;23.0;
3;2;8.0;10.1999998093;5;22.0;1;8.0;12.1000003815;6;23.0;
4;2;8.29999923706;10.5;5;22.8600001335;1;9.0;11.5;6;23.0;
5;2;8.42899990082;10.9200000763;5;23.5703396797;1;9.60000038147;11.5;6;23.0;
6;2;9.5100440979;11.2650718689;5;24.1471868753;2;10.6000003815;11.6999998093;5;24.0;
7;2;10.4331178665;11.543302536;5;24.6094940901;2;11.9000005722;11.5;5;24.1575000286;
8;2;10.5371360779;11.7641716003;5;25.2225904465;2;12.2472496033;11.5;5;24.8095573187;
9;2;10.6750831604;12.0549411774;5;25.7104232311;2;12.4428672791;11.7299995422;5;25.3921750784;
10;2;10.7848453522;12.2827939987;5;26.0954813957;2;12.6176528931;11.9106416702;5;25.8250479698;
11;2;10.8714828491;12.4589796066;5;26.210757494;2;12.7475147247;12.0;5;27.3704380989;
12;2;12.8714828491;12.5;5;26.2445284128;2;14.7975168228;12.6000003815;5;28.7312955856;
13;2;14.8714828491;12.5;5;26.2788209915;2;16.7975158691;13.0788002014;5;29.9426019192;
14;2;15.8942756653;12.5;5;26.3136199713;2;18.7975158691;13.4505519867;5;31.0458323956;
15;2;16.9021053314;12.5;5;26.348908782;2;20.2204151154;13.7328653336;5;32.0819301605;
16;2;17.9100456238;12.5;5;26.3846695423;2;21.4048252106;13.943564415;5;32.8892588615;
17;2;18.9180908203;12.5;5;26.4208831787;2;22.6131629944;14.0;6;33.6647315025;
18;2;19.9262390137;12.5;6;26.4575294256;2;23.8458042145;14.0;6;34.5192713737;
19;2;19.9529438019;12.5;6;26.4945867062;2;24.3557815552;14.0;6;35.447010994;
20;2;19.9612827301;12.5;6;26.5320322514;2;24.6341018677;14.0;5;36.4376859665;
21;2;19.969707489;12.5;6;26.5698423386;2;24.9313049316;14.0;6;37.4765605927;
22;2;19.9782142639;12.5;6;26.6079919338;4;25.2429676056;14.0;4;38.5448951721;
23;2;19.9867973328;12.5;6;26.6464552879;4;25.5634689331;14.0;4;39.6210126877;
24;2;19.9954528809;12.5;7;26.6852053404;4;25.886302948;14.0;4;40.6818933487;
25;2;20.0041713715;12.5;7;26.7242144346;4;26.2045669556;14.0;4;41.7050819397;
26;2;20.0129489899;12.5;7;26.7634538412;4;26.5115242004;14.0;3;42.6705932617;
27;2;20.0217781067;12.5;7;26.8028943539;4;26.8011779785;14.0;3;43.5624780655;
28;2;19.625;13.4014472961;7;26.8425058126;4;27.0687427521;14.0;3;44.3697853088;
29;2;19.625;13.4212532043;7;26.8822578192;4;27.3109359741;14.0;3;45.0868167877;
30;2;19.625;13.4411287308;7;26.9221191406;4;25.5260448456;15.0;3;45.7127380371;
31;2;19.625;13.4610595703;7;26.9620585442;4;24.7138214111;16.0;3;46.2507209778;
32;2;18.0664634705;13.5;7;27.0020442009;4;23.8752155304;17.0;3;46.7068576813;
33;2;17.075460434;14.5;7;27.0420441628;4;23.0120563507;18.0;3;47.0890655518;
34;2;16.0844593048;15.5;8;27.0820264816;4;22.1267204285;19.0;4;47.4061222076;
35;2;15.0934562683;16.5;8;27.1219592094;4;21.2218360901;20.0;3;47.6669158936;
