Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;13.3000001907;4;17.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;12.3000001907;5;17.0;1;11.8999996185;8.625;5;17.25;
3;1;7.55000019073;11.3000001907;5;17.0;1;11.8999996185;8.625;5;17.25;
4;1;7.55000019073;10.3000001907;5;17.0;1;11.8999996185;8.625;5;17.25;
5;1;7.55000019073;9.30000019073;5;17.0;1;12.8999996185;8.625;5;17.25;
6;1;8.55000019073;8.5;5;17.0;1;13.8999996185;8.625;5;17.25;
7;1;8.82499980927;8.5;5;17.0;1;14.8999996185;8.625;5;17.5949993134;
8;1;8.82499980927;8.5;5;17.0;1;15.5569992065;8.79749965668;5;17.8861961365;
9;1;8.82499980927;8.5;5;17.3400001526;1;15.7317180634;8.94309806824;5;18.6667137146;
10;1;8.9015007019;8.67000007629;5;17.6278438568;2;16.8000278473;9.3333568573;4;20.3355960846;
11;1;8.96626472473;8.81392192841;5;17.869726181;2;18.8000278473;9.6677980423;4;21.0041127205;
12;1;9.02068901062;8.93486309052;5;18.786491394;2;20.8000278473;9.94955635071;4;21.5867832899;
13;1;9.22696018219;9.39324569702;6;19.5780620575;2;21.9319458008;10.1834592819;4;22.0957129002;
14;1;11.0206890106;9.78903102875;6;20.2480106354;2;23.007188797;10.3752222061;4;22.5434861183;
15;1;12.0206890106;10.1240053177;6;20.8052330017;2;24.0891532898;10.5308046341;5;22.880333066;
16;1;13.0206890106;10.4026165009;6;21.2618598938;2;25.1782264709;10.625;5;23.0412415266;
17;1;14.0206890106;10.6309299469;6;21.6314201355;2;26.274772644;10.625;5;23.2151488066;
18;1;15.0206890106;10.8157100677;6;21.9274635315;2;27.3791160583;10.625;5;23.4025228024;
19;1;16.0206890106;10.9637317657;6;22.0;2;28.041513443;10.625;5;23.6037294865;
20;1;16.9500007629;11.0;7;22.0;2;28.1622371674;10.625;5;23.8190078735;
21;1;16.9500007629;11.0;7;22.0;2;28.2914047241;10.625;5;24.0484457016;
22;1;16.9500007629;11.0;7;22.0;2;28.4290676117;10.625;6;24.2919540405;
23;1;16.9500007629;11.0;7;22.0;2;28.5751724243;10.625;6;24.549243927;
24;1;16.9500007629;11.0;7;22.0;2;28.7295455933;10.625;6;24.8198068142;
25;2;16.9500007629;11.0;7;22.0;2;28.8918838501;10.625;6;25.102899313;
26;2;16.9500007629;11.0;7;22.0;2;29.0617408752;10.625;6;25.3975343704;
27;2;16.9500007629;11.0;7;22.0;2;29.2385215759;10.625;6;25.7024803162;
28;2;16.9500007629;11.0;7;22.0;2;29.4214878082;10.625;6;26.0162696838;
29;2;16.9500007629;11.0;7;22.0;3;29.6097621918;10.625;5;26.3372173309;
30;2;16.9500007629;11.0;7;22.0;3;27.6097621918;11.625;5;26.6634492874;
31;2;16.9500007629;11.0;7;22.0;3;26.75;12.625;5;26.9929418564;
32;2;16.9500007629;11.0;7;22.0;3;26.75;13.496471405;5;27.3235664368;
33;2;14.9500007629;12.0;7;22.0;3;26.75;13.6617832184;5;27.6531443596;
34;2;13.9500007629;13.0;6;22.0;3;27.75;15.6617832184;5;27.9795031548;
35;2;12.9500007629;14.0;6;22.0;3;26.75;17.6617832184;5;28.3005337715;
36;2;12.0;15.0;6;22.0;3;26.75;19.6617832184;6;28.6142449379;
37;2;12.0;16.0;8;22.0;3;26.75;21.6617832184;6;28.9188122749;
38;2;12.0;17.0;8;22.0;3;26.75;23.6617832184;6;29.2126188278;
39;2;12.0;18.0;8;22.0;3;26.75;24.6063098907;7;29.4942865372;
40;2;12.0;19.0;9;22.0;3;26.75;24.7471427917;6;29.7626972198;
