Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;2;6.0;13.9000005722;3;18.0;1;11.8999996185;8.625;4;17.25;
2;2;7.15000009537;12.3000001907;3;18.0375000238;1;11.8999996185;8.625;5;17.25;
3;2;7.70562505722;11.3000001907;2;18.0760172606;1;11.8999996185;8.625;5;17.25;
4;2;7.71140289307;10.3000001907;2;18.115549922;1;11.8999996185;8.625;5;17.25;
5;2;7.71733283997;9.30000019073;2;18.1560940742;1;12.8999996185;8.625;5;17.25;
6;2;8.55000019073;9.19365692139;2;18.1976430416;1;13.8999996185;8.625;5;17.25;
7;2;8.82499980927;9.21858596802;2;18.240187645;1;14.8999996185;8.625;5;17.5949993134;
8;2;8.82499980927;9.24411296844;2;18.6361179352;1;15.5569992065;8.79749965668;5;17.8861961365;
9;2;8.9015007019;9.44767093658;2;18.9816892147;1;15.7317180634;8.94309806824;5;18.6667137146;
10;2;8.96626472473;9.62622928619;2;19.2830886841;1;16.2000274658;9.3333568573;5;19.3355960846;
11;2;9.02068901062;9.78288078308;2;20.3035471439;1;17.2000274658;9.6677980423;5;19.8991127014;
12;2;9.22696018219;10.3034791946;2;21.2048455477;1;18.2000274658;9.94955635071;5;20.3669185638;
13;2;9.40506362915;10.7651014328;2;21.9906734228;1;19.2000274658;10.1834592819;5;20.7504444122;
14;2;11.2269601822;11.1696033478;2;22.6700100899;1;20.2000274658;10.3752222061;5;21.0616092682;
15;2;13.2269601822;11.5214824677;2;23.2550309896;1;21.2000274658;10.5308046341;6;21.25;
16;2;15.2269601822;11.8268327713;2;23.7592663765;1;22.2000274658;10.625;6;21.25;
17;2;16.2269592285;12.092417717;2;24.1962189674;1;23.2000274658;10.625;6;21.25;
18;2;17.2269592285;12.3249855042;4;24.4157991409;1;24.2000274658;10.625;6;21.25;
19;3;18.2269592285;12.4494791031;3;24.568820715;1;24.75;10.625;6;21.25;
20;3;18.9500007629;12.5412921906;4;24.7276041508;1;24.75;10.625;6;21.25;
21;3;18.9500007629;12.6365623474;4;24.8918712139;1;24.75;10.625;6;21.25;
22;3;18.9500007629;13.024310112;5;25.0612807274;1;24.75;10.625;6;21.25;
23;3;18.9500007629;13.1428966522;5;25.2354283333;1;24.75;10.625;7;21.25;
24;3;18.9500007629;13.2648000717;5;25.4138484001;1;24.75;10.625;7;21.25;
25;3;18.9500007629;13.3896942139;5;25.596016407;1;24.75;10.625;8;21.25;
26;3;18.9500007629;13.5172119141;5;25.7813544273;1;24.75;10.625;8;21.25;
27;3;18.9500007629;13.6469478607;7;25.9692366123;1;24.75;10.625;8;21.25;
28;3;18.9500007629;13.778465271;7;26.158996582;1;24.75;10.625;8;21.25;
29;3;18.9500007629;13.9112977982;7;26.3499364853;1;24.75;10.625;8;21.25;
30;3;18.9500007629;14.0449562073;8;26.5413365364;2;24.75;10.625;7;21.25;
31;3;17.9500007629;13.0449562073;8;26.7324662209;2;24.75;10.625;7;21.25;
32;3;15.9500007629;15.0449562073;9;26.9225945473;2;24.75;10.625;8;21.25;
33;3;14.9500007629;17.0449562073;9;27.1110019684;2;24.75;10.625;9;21.25;
34;3;14.0;19.0449562073;10;27.2969913483;2;24.75;10.625;9;21.25;
35;3;14.0;21.0449562073;10;27.4798970222;2;24.75;10.625;9;21.25;
36;3;14.0;23.0278873444;10;27.6590952873;2;24.75;10.625;9;21.25;
37;3;14.0;24.2250041962;10;27.8340125084;2;24.75;10.625;9;21.25;
38;3;14.0;25.4174137115;10;28.004131794;2;24.75;11.625;10;21.25;
39;3;14.0;26.6045455933;11;28.1689972878;2;24.75;12.625;11;21.25;
40;3;14.0;27.7858963013;10;28.3282194138;2;24.75;13.625;11;21.25;
41;3;14.0;28.9610404968;10;28.4814748764;2;24.75;14.625;11;21.25;
42;3;14.0;30.1296234131;13;28.6285085678;2;24.75;15.625;12;21.25;
43;3;14.0;31.2913589478;13;28.7691316605;2;24.75;15.625;12;21.25;
44;3;14.0;32.4460449219;13;28.903219223;2;24.75;15.625;13;21.25;
45;3;14.0;33.5935401917;14;29.0307064056;2;24.75;15.625;13;21.25;
46;3;14.0;34.7337760925;15;29.1515851021;2;24.75;15.625;14;21.25;
47;3;14.0;35.8667449951;16;29.265897274;2;24.75;15.625;14;21.25;
48;3;14.0;36.9924850464;17;29.3737306595;2;24.75;15.625;14;21.25;
49;3;14.0;38.1111030579;18;29.4752130508;2;24.75;15.625;14;21.25;
50;3;15.0;36.2227325439;18;29.5705060959;2;24.75;15.625;14;21.25;
51;3;14.0;37.3275566101;19;29.6597995758;2;24.75;15.625;14;21.25;
52;3;14.0;38.42578125;19;29.7433066368;2;24.75;15.625;14;22.25;
53;3;15.0;36.5176391602;20;29.75;2;25.75;16.625;14;22.2799999714;
54;3;16.0;36.5176391602;21;29.75;2;26.75;17.625;14;22.3105909824;
55;4;17.0;36.5176391602;22;29.75;2;26.75;18.625;14;22.341766119;
56;4;18.0;36.5176391602;22;29.75;2;26.75;19.625;15;22.3735172749;
57;4;18.9500007629;36.5176391602;23;29.75;2;26.75;20.625;15;22.4058350325;
58;4;18.9500007629;36.5176391602;24;29.75;2;26.75;21.4340839386;16;22.4387089014;
