Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;13.3000001907;4;17.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;12.3000001907;5;17.0;1;11.8999996185;8.625;5;17.25;
3;1;7.55000019073;11.3000001907;4;17.0;1;11.8999996185;8.625;5;17.25;
4;1;7.55000019073;10.3000001907;3;17.0;1;11.8999996185;8.625;6;17.25;
5;1;7.55000019073;9.30000019073;3;17.0;1;12.8999996185;8.625;6;17.25;
6;1;8.55000019073;8.5;3;17.0;1;13.8999996185;8.625;6;17.25;
7;1;8.82499980927;8.5;3;17.0;2;15.5;8.625;5;18.5949993134;
8;1;8.82499980927;8.5;3;17.0;2;15.5569992065;8.79749965668;5;19.0086960793;
9;1;8.82499980927;8.5;3;17.3400001526;2;15.7317180634;8.94309806824;5;20.4956065416;
10;1;8.9015007019;8.67000007629;3;17.6278438568;2;16.5219802856;9.60165023804;5;21.8500709534;
11;1;8.96626472473;8.81392192841;3;17.869726181;2;18.5219802856;10.1822328568;5;23.0643246174;
12;1;9.02068901062;8.93486309052;3;18.786491394;2;20.5219802856;10.6796894073;5;24.143322587;
13;1;9.22696018219;9.39324569702;4;19.5780620575;2;21.5219802856;11.0951957703;5;25.1014742851;
14;1;11.0206890106;9.78903102875;4;20.2480106354;2;22.5219802856;11.4346656799;5;25.9588160515;
15;1;12.0206890106;10.1240053177;4;20.8052330017;2;23.0482635498;11.7068872452;5;26.7375426292;
16;1;13.0206890106;10.4026165009;4;21.2618598938;2;24.3062210083;11.9218521118;5;27.4593622684;
17;1;14.0206890106;10.6309299469;4;21.6314201355;2;25.4756183624;12.0895090103;5;27.591909647;
18;1;15.0206890106;10.8157100677;4;21.9274635315;2;25.5551452637;11.9430580139;5;27.7931613922;
19;1;16.0206890106;10.9637317657;4;22.0;2;25.6758975983;11.811252594;5;28.0596981049;
20;1;16.9500007629;11.0;4;22.0;2;28.1363353729;11.6926269531;5;28.3872652054;
21;1;16.9500007629;11.0;4;22.0;2;29.4609909058;11.5858640671;5;28.7705988884;
22;1;16.9500007629;11.0;5;22.0;2;30.8062953949;11.489777565;5;29.2033252716;
23;1;16.9500007629;11.0;6;22.0;2;29.1585865021;12.4032993317;5;29.6779518127;
24;1;16.9500007629;11.0;6;22.0;2;28.0651893616;13.325469017;5;30.1859593391;
25;1;16.9500007629;11.0;6;22.0;2;27.5065078735;14.2554225922;5;30.718006134;
26;1;16.9500007629;11.0;6;22.0;3;27.4308547974;15.1923799515;4;31.2642526627;
27;1;16.9500007629;11.0;6;22.0;3;27.3627700806;16.1356430054;4;31.814745903;
28;1;16.9500007629;11.0;7;22.0;3;27.3014945984;17.0845775604;5;32.3598651886;
29;1;16.9500007629;11.0;8;22.0;3;27.24634552;18.0386199951;6;32.8907442093;
30;2;16.9500007629;11.0;7;22.0;4;28.1967086792;15.9972581863;5;33.3996515274;
31;2;16.9500007629;11.0;7;22.0;4;27.1520385742;16.9600334167;6;33.8802680969;
32;2;16.9500007629;11.0;8;22.0;4;27.1118354797;17.9265289307;6;34.3278455734;
33;2;14.9500007629;12.0;8;22.0;4;27.0756492615;18.8963756561;6;34.7392368317;
34;2;13.9500007629;13.0;9;22.0;4;27.0430870056;19.8692378998;6;35.1128158569;
35;2;12.9500007629;14.0;9;22.0;4;28.0137786865;18.8692378998;6;35.4483013153;
36;2;12.0;15.0;9;22.0;4;28.9874000549;18.8692378998;6;35.7465362549;
37;2;12.0;16.0;10;22.0;4;29.9636611938;18.8692378998;6;37.0092277527;
38;2;12.0;17.0;10;22.0;4;31.9422950745;20.8692378998;6;37.2387018204;
