Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;13.3000001907;4;17.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;12.3000001907;5;17.0;1;11.8999996185;8.625;4;17.25;
3;1;7.55000019073;11.3000001907;5;17.0;1;11.8999996185;8.625;4;17.25;
4;1;7.55000019073;10.3000001907;5;17.0;2;12.2999992371;8.625;3;18.25;
5;1;7.55000019073;9.30000019073;5;17.0;2;13.5;8.625;3;18.3250000477;
6;1;8.55000019073;8.5;5;17.0;2;14.5450000763;8.625;3;18.4048187733;
7;1;8.82499980927;8.5;5;17.0;2;15.5928907394;8.625;3;18.8461898565;
8;1;8.82499980927;8.5;5;17.0;2;16.3077144623;8.79749965668;3;19.2405949831;
9;1;8.82499980927;8.5;4;17.3400001526;2;16.5443572998;8.94309806824;2;20.1585245132;
10;2;8.9015007019;9.06999969482;2;18.6278438568;2;17.0951137543;9.3333568573;2;20.9767100811;
11;2;9.1912651062;8.81392192841;2;18.9472261667;2;19.0951137543;9.6677980423;2;21.7020223141;
12;2;9.26312637329;8.93486309052;2;19.9789875746;2;21.0951137543;9.94955635071;2;22.3446578979;
13;2;9.49527168274;9.39324569702;3;20.8964561224;2;22.3866710663;10.1834592819;2;22.9165091515;
14;2;11.3173274994;9.78903102875;3;21.7039344311;2;22.7499065399;10.3752222061;2;23.4298532009;
15;2;13.3173274994;10.1240053177;3;22.4110306501;2;23.0579128265;10.5308046341;2;23.8345062733;
16;2;15.3173274994;10.4026165009;3;23.0305528641;2;23.3007030487;10.625;2;24.0649278164;
17;2;16.4186439514;10.6309299469;3;23.5766518116;2;23.4389572144;10.625;2;24.3094062805;
18;2;17.458366394;10.8157100677;3;24.0634207726;2;23.5856437683;10.625;2;24.5676383972;
19;2;18.5012798309;10.9637317657;3;24.3413090706;2;23.7405834198;10.625;2;24.8390996456;
20;2;19.4767951965;11.0;3;24.5615956783;2;23.903459549;10.625;4;25.1230297089;
21;2;19.5263595581;11.0;4;24.7969653606;3;26.0738182068;10.625;2;25.4184246063;
22;2;18.9500007629;12.0;5;25.04737854;3;27.2510547638;10.625;2;25.7240357399;
23;2;18.9500007629;12.52368927;6;25.3125803471;3;28.4344215393;10.625;2;26.0383796692;
24;2;18.9500007629;12.6562900543;6;25.59207654;3;29.6230278015;10.625;3;26.3597574234;
25;2;18.9500007629;12.7960386276;6;25.8851153851;3;29.8158531189;10.625;2;26.6862831116;
26;2;18.9500007629;12.9425573349;7;26.1906752586;3;30.0117702484;10.625;2;27.0159239769;
