Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;13.3000001907;4;17.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;12.3000001907;5;17.0;1;11.8999996185;8.625;4;17.25;
3;1;7.55000019073;11.3000001907;5;17.0;1;11.8999996185;8.625;4;17.25;
4;1;7.55000019073;10.3000001907;5;17.0;1;11.8999996185;8.625;4;17.25;
5;1;7.55000019073;9.30000019073;5;17.0;1;12.8999996185;8.625;4;17.25;
6;1;8.55000019073;8.5;5;17.0;1;13.8999996185;8.625;4;17.25;
7;1;8.82499980927;8.5;5;17.0;1;14.8999996185;8.625;4;17.5949993134;
8;1;8.82499980927;8.5;5;17.0;1;15.5569992065;8.79749965668;4;17.8861961365;
9;1;8.82499980927;8.5;5;17.3400001526;2;16.3317184448;8.94309806824;3;19.6667137146;
10;1;8.9015007019;8.67000007629;5;17.6278438568;2;16.8000278473;9.3333568573;3;20.488096118;
11;1;8.96626472473;8.81392192841;5;17.869726181;2;18.8000278473;9.6677980423;3;21.2256114483;
12;1;9.02068901062;8.93486309052;5;18.786491394;2;20.8000278473;9.94955635071;3;21.8913773298;
13;1;9.22696018219;9.39324569702;6;19.5780620575;2;22.1147022247;10.1834592819;3;22.4993879795;
14;1;11.0206890106;9.78903102875;6;20.2480106354;2;23.2493934631;10.3752222061;3;23.0641682148;
15;1;12.0206890106;10.1240053177;6;20.8052330017;2;24.4015617371;10.5308046341;3;23.5378723145;
16;1;13.0206890106;10.4026165009;6;21.2618598938;2;25.5727500916;10.625;3;23.8573079109;
17;1;14.0206890106;10.6309299469;6;21.6314201355;2;26.7644119263;10.625;3;24.2130148411;
18;1;15.0206890106;10.8157100677;6;21.9274635315;2;27.9778366089;10.625;4;24.6067101955;
19;1;16.0206890106;10.9637317657;6;22.0;3;28.7640266418;10.625;4;25.0395004749;
20;1;16.9500007629;11.0;6;22.0;3;29.0237007141;10.625;5;25.5116910934;
21;1;16.9500007629;11.0;6;22.0;3;29.3070144653;10.625;5;26.0225958824;
22;2;17.9500007629;11.5;6;23.0;3;29.6135578156;10.625;5;26.5703659058;
23;2;18.9500007629;11.5;7;23.0425000191;3;29.9422187805;10.625;5;27.1518626213;
24;2;18.9500007629;11.5212497711;7;23.0863631964;3;30.2911186218;10.625;5;27.7625956535;
25;2;17.1944332123;12.0;7;23.1315953732;3;30.6575584412;10.625;5;28.3967533112;
26;2;16.2046089172;13.0;7;23.1781990528;3;31.0380516052;10.625;5;29.0473399162;
27;2;15.21509552;14.0;7;23.226172924;3;31.4284038544;10.625;5;29.7064228058;
