Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;13.3000001907;4;17.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;12.3000001907;5;17.0;1;11.8999996185;8.625;5;17.25;
3;1;7.55000019073;11.3000001907;5;17.0;1;11.8999996185;8.625;5;17.25;
4;1;7.55000019073;10.3000001907;5;17.0;1;11.8999996185;8.625;5;17.25;
5;1;7.55000019073;9.30000019073;5;17.0;1;12.8999996185;8.625;5;17.25;
6;1;8.55000019073;8.5;5;17.0;1;13.8999996185;8.625;5;17.25;
7;1;8.82499980927;8.5;5;17.0;2;15.5;8.625;4;18.5949993134;
8;1;8.82499980927;8.5;5;17.0;2;16.156999588;8.79749965668;4;18.8861961365;
9;1;8.82499980927;8.5;5;17.3400001526;2;16.3317184448;8.94309806824;4;19.6867136955;
10;1;8.9015007019;8.67000007629;5;17.6278438568;2;16.8120269775;9.3333568573;4;20.3757920265;
11;1;8.96626472473;8.81392192841;5;17.869726181;2;18.8120269775;9.6677980423;4;20.9596945047;
12;1;9.02068901062;8.93486309052;4;18.786491394;2;20.8120269775;9.94955635071;4;21.4480694532;
13;1;9.22696018219;9.39324569702;4;19.5780620575;2;21.8487186432;10.1834592819;4;21.8523409367;
14;1;11.0206890106;9.78903102875;4;20.2480106354;2;22.8611660004;10.3752222061;4;22.1844209433;
15;1;12.0206890106;10.1240053177;4;20.8052330017;2;23.873714447;10.5308046341;5;22.3938889503;
16;1;13.0206890106;10.4026165009;4;21.2618598938;2;24.8863601685;10.625;5;22.4151208401;
17;1;14.0206890106;10.6309299469;4;21.6314201355;2;25.89909935;10.625;5;22.4364993572;
18;2;16.0206890106;11.2157096863;3;22.9274635315;2;26.9119262695;10.625;5;22.4580165148;
19;2;18.0206890106;11.3637313843;3;23.0750000477;2;27.4748096466;10.625;5;22.4796639681;
20;2;19.9500007629;11.0;4;23.1548187733;2;27.4877986908;10.625;5;22.5014331341;
21;2;20.9500007629;11.0;4;23.2396422625;2;26.75;10.625;5;22.5233153105;
22;2;21.9500007629;11.0;4;23.32964468;2;26.75;10.625;5;22.5453014374;
23;2;22.9500007629;11.0;4;23.4249849319;2;26.75;10.625;4;22.5673824549;
24;2;23.9500007629;11.0;4;23.5258028507;2;26.75;10.625;4;22.5895489454;
25;2;21.9500007629;12.0;4;23.6322153807;2;26.75;10.625;4;22.6117914915;
26;2;20.9500007629;13.0;4;23.7443124056;2;26.75;10.625;4;22.6341004372;
27;2;19.9500007629;14.0;4;23.8621526957;2;26.75;10.625;4;22.6564661264;
28;3;19.0;15.9310760498;5;23.9857594967;2;26.75;10.625;4;22.678878665;
29;4;17.0;16.0;4;24.1151165962;2;26.75;10.625;3;22.7013280392;
30;4;16.0;17.0;4;24.2501642704;2;26.75;10.625;2;22.7238043547;
31;4;15.0;18.0;5;24.3907959461;2;24.75;11.625;2;22.7462974787;
32;4;14.5379295349;19.0;6;24.5368545055;2;25.75;10.625;2;22.7687973976;
33;4;14.5707921982;20.0;6;24.6881308556;2;23.75;11.625;2;22.7912938595;
34;4;14.6048297882;21.0;6;24.8443615437;2;24.75;10.625;3;22.8137768507;
35;4;14.6399812698;22.0;7;25.005228281;2;25.75;12.625;3;22.8362361193;
36;4;14.6761760712;23.0;8;25.1703586578;2;26.75;14.625;3;22.8586617708;
37;4;14.7133312225;24.0;8;25.3393273354;2;26.75;16.625;4;22.8810436726;
38;6;14.7513484955;25.0;6;50.5116591454;2;26.75;18.625;5;22.9033719301;
39;6;16.7901229858;26.0;7;51.8368322849;2;26.75;20.625;5;22.9256366491;
