Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;13.3000001907;4;17.0;1;11.8999996185;8.625;4;17.25;
2;2;7.0;12.9000005722;5;18.0;1;11.8999996185;8.625;5;17.25;
3;2;7.7000002861;11.3000001907;5;18.0375000238;1;11.8999996185;8.625;5;17.25;
4;2;7.70562505722;10.3000001907;5;18.0760172606;1;11.8999996185;8.625;5;17.25;
5;2;7.71140289307;9.30000019073;5;18.115549922;1;12.8999996185;8.625;5;17.25;
6;2;8.55000019073;9.16932964325;5;18.1560940742;1;13.8999996185;8.625;5;17.25;
7;2;8.82499980927;9.19365692139;5;18.1976430416;2;15.5;8.625;4;18.5949993134;
8;2;8.82499980927;9.21858596802;5;18.5921641588;2;16.156999588;8.79749965668;4;19.0086960793;
9;2;8.9015007019;9.42129802704;5;18.9363281727;2;16.4052181244;8.94309806824;4;19.9590197802;
10;2;8.96626472473;9.59901237488;5;19.2363270521;2;16.9754104614;9.3333568573;4;20.8212013245;
11;2;9.02068901062;9.75482368469;5;20.2539938688;2;18.9754104614;9.6677980423;4;21.6040585041;
12;2;9.22696018219;10.2737474442;5;21.1524354219;2;20.9754104614;9.94955635071;4;22.3198496103;
13;2;9.40506362915;10.7336549759;5;21.9353551865;2;22.3717861176;10.1834592819;4;22.9825873375;
14;2;11.2269601822;11.1364116669;5;22.6117489338;2;23.53931427;10.3752222061;4;23.6066508293;
15;2;13.2269601822;11.4865264893;5;23.1938109398;2;24.7270526886;10.5308046341;5;24.1438384056;
16;2;15.2269601822;11.7901000977;5;23.6950924397;2;24.2000274658;11.2037677765;5;24.5303442478;
17;2;16.2269592285;12.0539131165;5;24.1291196346;2;26.2000274658;10.625;5;24.9557936192;
18;2;17.2269592285;12.2847251892;5;24.3458280563;2;28.2000274658;10.625;5;25.4206562042;
19;2;18.2269592285;12.4074964523;6;24.4960589409;2;29.2523937225;10.625;5;25.9244441986;
20;2;18.9500007629;12.4976348877;6;24.6521608829;2;29.5546665192;10.625;5;26.4655370712;
21;2;18.9500007629;12.591296196;6;24.8138854504;2;27.5546665192;11.625;6;27.0410437584;
22;2;18.9500007629;12.9697198868;6;24.98092103;2;28.5546665192;10.625;6;27.6467266083;
23;2;18.9500007629;13.0866451263;7;25.152892828;2;29.5546665192;10.625;6;28.2770137787;
24;2;18.9500007629;13.207025528;7;25.3293635845;2;30.5546665192;10.625;6;28.9251141548;
25;3;17.6991081238;12.207025528;6;25.5098361969;2;31.3550682068;10.625;6;29.5832462311;
26;3;16.7397136688;13.0;6;25.6937572956;2;31.7499465942;10.625;6;30.2429685593;
27;3;15.7810964584;14.0;7;25.880522728;2;32.1457824707;10.625;6;30.8955907822;
28;3;14.8731174469;15.0;7;26.069483757;2;32.5373535156;10.625;6;31.5326251984;
29;3;14.0;17.0;7;26.2599568367;3;32.9195747375;10.625;5;32.1462278366;
30;3;14.0;19.0;7;26.451230526;3;30.9195747375;11.625;5;32.7295866013;
31;3;14.0;21.0;7;26.6425786018;3;29.9195747375;12.625;6;33.2772102356;
32;3;14.0;23.0;7;27.8332686424;4;28.9195747375;13.625;5;33.7850942612;
33;3;15.0;25.0;7;28.0975749493;4;27.9195747375;15.625;5;34.2507610321;
34;3;16.0;26.5248317719;8;28.3646066189;4;26.9195747375;17.625;6;34.6731872559;
35;3;16.2598342896;27.7307662964;8;28.6338678598;4;26.75;19.625;6;35.0526351929;
36;3;16.27891922;28.9336471558;8;28.9048881531;4;26.75;21.625;6;35.3904361725;
37;3;16.2991695404;30.1327667236;8;29.1772289276;4;26.75;23.625;7;35.6887378693;
38;3;16.3206214905;31.3274688721;9;29.4504849911;5;26.75;24.625;6;35.950261116;
39;3;16.3433055878;32.5171508789;9;29.7242888212;5;27.75;22.625;6;36.1780767441;
40;3;16.3672485352;33.7012786865;9;29.9983087778;5;28.75;21.625;6;36.3754148483;
41;3;16.3924713135;34.8793945312;10;30.2722488642;5;29.75;20.625;6;36.5;
42;3;16.4189834595;36.0511054993;11;30.545845747;5;30.75;20.625;6;36.5;
43;4;16.4467964172;37.2160949707;10;30.818862915;5;31.75;20.625;6;37.5;
44;4;17.47590065;35.3741226196;11;31.0910861492;5;33.75;21.625;6;37.5299999714;
45;4;16.5062866211;36.52501297;11;31.36231637;5;35.75;22.625;8;37.0605909824;
46;4;17.0;35.6686706543;12;31.6323621273;6;36.75;23.625;7;37.0798720121;
47;4;18.0;35.8050575256;13;31.9010329247;6;34.75;25.625;8;37.0997043848;
48;4;19.0;35.3535079956;13;32.1681330204;6;33.75;27.625;7;37.1200960875;
49;4;20.0;34.6160736084;14;32.4334533215;6;32.75;29.0590667725;8;37.1410547495;
50;4;20.9500007629;33.8757553101;16;32.6967682838;6;31.75;30.0737380981;7;37.1625874043;
51;4;20.9500007629;33.1323738098;16;32.9578294754;6;30.75;31.0888118744;7;37.1847006679;
52;4;21.7013492584;34.1323738098;17;33.2163643837;6;29.75;32.1042900085;7;37.2074005604;
53;4;21.7401237488;35.1323738098;17;33.4368326664;6;28.75;33.1201820374;8;39.6100530624;
54;4;21.7795372009;35.2790527344;18;33.6142861843;7;31.2281265259;32.542350769;7;40.8592390418;
55;4;21.8194656372;35.2790527344;18;33.7934236526;7;31.6187667847;34.3489723206;7;41.9181355238;
56;4;21.8597717285;35.2790527344;19;33.9736218452;7;33.9322776794;34.1795158386;8;42.8106772304;
