Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;13.3000001907;4;17.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;12.3000001907;5;17.0;1;11.8999996185;8.625;4;17.25;
3;1;7.55000019073;11.3000001907;5;17.0;1;11.8999996185;8.625;4;17.25;
4;1;7.55000019073;10.3000001907;5;17.0;1;11.8999996185;8.625;4;17.25;
5;1;7.55000019073;9.30000019073;4;17.0;1;12.8999996185;8.625;4;17.25;
6;1;8.55000019073;8.5;4;17.0;1;13.8999996185;8.625;4;17.25;
7;1;8.82499980927;8.5;4;17.0;1;14.8999996185;8.625;5;17.5949993134;
8;1;8.82499980927;8.5;4;17.0;2;15.5569992065;8.79749965668;4;17.8861961365;
9;1;8.82499980927;8.5;4;17.3400001526;3;16.3317184448;8.94309806824;4;19.6667137146;
10;1;8.9015007019;8.67000007629;4;17.6278438568;3;16.8000278473;9.3333568573;5;20.3855960369;
11;1;8.96626472473;8.81392192841;4;17.869726181;3;18.8000278473;9.6677980423;5;21.0010876656;
12;1;9.02068901062;8.93486309052;4;18.786491394;3;20.8000278473;9.94955635071;5;21.5228685141;
13;1;9.22696018219;9.39324569702;5;19.5780620575;3;21.8935966492;10.1834592819;5;21.9623891115;
14;1;11.0206890106;9.78903102875;5;20.2480106354;3;22.1774349213;10.3752222061;5;22.3315825462;
15;1;12.0206890106;10.1240053177;5;20.8052330017;3;22.3989505768;10.5308046341;5;22.5800433159;
16;1;13.0206890106;10.4026165009;5;21.2618598938;3;22.5480270386;10.625;5;22.6421557665;
17;1;14.0206890106;10.6309299469;5;21.6314201355;3;22.5852928162;10.625;5;22.7063041925;
18;1;15.0206890106;10.8157100677;5;21.9274635315;3;22.6237831116;10.625;5;22.7724741697;
19;1;16.0206890106;10.9637317657;5;22.0;3;22.6634845734;10.625;5;22.8406432867;
20;1;16.9500007629;11.0;6;22.0;3;22.7043857574;10.625;5;22.9107804298;
21;1;16.9500007629;11.0;6;22.0;3;24.7464675903;10.625;5;22.9828453064;
22;1;16.9500007629;11.0;6;22.0;3;25.7897071838;10.625;5;23.0567884445;
23;1;16.9500007629;11.0;6;22.0;3;26.834072113;10.625;5;23.1325509548;
24;1;16.9500007629;11.0;6;22.0;3;27.879529953;10.625;5;23.2100640535;
25;1;16.9500007629;11.0;6;22.0;3;27.9260387421;10.625;5;23.2892494202;
26;1;16.9500007629;11.0;6;22.0;3;27.9735488892;10.625;5;23.370018959;
27;1;16.9500007629;11.0;7;22.0;3;28.0220108032;10.625;5;23.4522752762;
