Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;13.3000001907;4;17.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;12.3000001907;5;17.0;1;11.8999996185;8.625;5;17.25;
3;1;7.55000019073;11.3000001907;5;17.0;2;12.2999992371;8.625;4;18.25;
4;1;7.55000019073;10.3000001907;5;17.0;2;12.2999992371;8.625;5;18.3624999523;
5;1;7.55000019073;9.30000019073;5;17.0;2;13.5674991608;8.625;4;18.4864046574;
6;2;8.55000019073;8.89999961853;4;18.0;2;14.6418428421;8.625;4;18.9799406528;
7;2;9.05000019073;8.5;4;18.0225000381;2;15.7309646606;8.79749965668;4;19.4354615211;
8;2;9.05506229401;8.5;4;18.0452762842;2;16.661277771;8.94309806824;4;20.4437325001;
9;2;9.06018733978;8.5;4;18.4187746048;2;17.2662391663;9.3333568573;4;21.369802475;
10;2;9.14422512054;8.67000007629;4;18.7408286333;2;17.8218803406;9.6677980423;4;22.2224977016;
11;2;9.21668624878;8.81392192841;4;19.0176254511;2;19.8218803406;9.94955635071;4;23.013872385;
12;2;9.27896595001;8.93486309052;4;19.9814786911;2;21.8218803406;10.1834592819;4;23.7574646473;
13;2;9.49583244324;9.39324569702;5;20.8215062618;2;23.2544803619;10.3752222061;4;24.4668486118;
14;2;11.3004636765;9.78903102875;5;21.5412740707;2;23.6801109314;10.5308046341;4;25.092634201;
15;2;13.3004636765;10.6413106918;5;22.1496675014;2;24.0555801392;10.625;4;25.5694036484;
16;2;15.3004636765;10.4026165009;4;22.6588021517;2;24.3416423798;10.625;4;26.0847344398;
17;2;16.0206890106;11.1897068024;4;23.0821874142;2;24.6508407593;10.625;4;26.6366324425;
18;2;17.3471107483;10.8157100677;4;23.4333488941;2;24.9819793701;10.625;4;27.2218022346;
19;2;18.3595123291;10.9637317657;4;23.5622674227;2;25.3330802917;10.625;4;27.8355960846;
20;2;18.9500007629;11.6249065399;5;23.6198797226;2;25.7013587952;10.625;4;28.4720544815;
21;2;18.9500007629;11.6479520798;4;23.6786832809;2;28.0832328796;10.625;4;29.1240577698;
22;2;18.9500007629;11.8393421173;4;23.7386343479;2;29.4744338989;10.625;4;29.7835845947;
23;2;18.9500007629;11.8693170547;5;23.7996841669;2;30.8701515198;10.625;3;30.442070961;
24;2;18.9500007629;11.8998422623;4;23.8617789745;2;32.2652435303;10.625;3;31.0908403397;
25;2;17.3689002991;12.0;4;23.9248601198;2;32.6545028687;10.625;4;31.7215557098;
26;2;16.3830947876;13.0;4;23.9888644218;2;33.0329360962;10.625;5;32.3266487122;
27;3;15.3974952698;14.0;3;24.0537240505;2;33.3959884644;10.625;4;32.8996829987;
28;3;14.4620876312;15.0;5;24.1193666458;2;33.7398071289;10.625;4;33.4356050491;
29;3;15.0;14.0;5;24.1857161522;3;34.0613632202;10.625;3;33.9308757782;
30;3;14.4917860031;14.0;6;24.2526926994;3;34.3585281372;10.625;3;34.3834724426;
31;3;14.5068559647;15.0;6;24.320212841;3;34.6300811768;10.625;4;34.7927808762;
32;3;14.5220479965;16.0;6;24.3881900311;3;34.875667572;10.625;4;35.1594133377;
33;3;14.5373430252;17.0;8;24.4565355778;3;35.0956497192;12.625;4;35.4849748611;
34;3;14.5527210236;18.0;9;24.5251579285;3;35.2909851074;14.625;4;35.7718133926;
35;3;14.5681610107;19.0;9;24.5939645767;3;35.4630889893;16.625;4;36.0227775574;
36;3;14.5836420059;20.0;8;24.6628611088;3;35.6136665344;18.625;3;36.2410039902;
37;3;14.5991439819;21.0;9;24.7317531109;3;35.7446022034;20.625;3;37.4297399521;
