Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;2;7.0;13.6999998093;3;18.0;1;11.8999996185;8.625;4;17.25;
2;2;9.0;12.3000001907;3;18.0674999952;1;11.8999996185;8.625;5;17.25;
3;2;10.5500001907;11.3000001907;3;18.1388356686;1;11.8999996185;8.625;5;17.25;
4;2;10.7208251953;10.3000001907;3;18.2141259909;1;11.8999996185;8.625;5;17.25;
5;2;11.8231782913;9.30000019073;3;18.293479681;1;12.8999996185;8.625;5;17.25;
6;2;12.1160326004;8.5;3;18.3769934177;1;13.8999996185;8.625;5;17.25;
7;2;12.1348228455;8.5;3;18.8185193539;1;14.8999996185;8.625;5;17.5949993134;
8;2;12.234167099;8.67000007629;2;19.2138732672;2;16.156999588;8.79749965668;4;18.8861961365;
9;2;12.3231210709;8.81392192841;2;20.3220715523;2;16.3317184448;8.94309806824;4;19.6867136955;
10;2;12.5724658966;9.28741931915;2;21.3188093901;2;16.8120269775;9.3333568573;4;20.3757920265;
11;2;12.7967319489;9.69840240479;2;22.206608057;2;18.8120269775;9.6677980423;4;20.9596945047;
12;2;14.7967319489;10.0478544235;2;22.9937169552;2;20.8120269775;9.94955635071;4;21.4480694532;
13;2;16.7967319489;10.3396730423;2;23.691988945;2;21.8487186432;10.1834592819;4;21.8523409367;
14;2;17.9341487885;10.579621315;2;24.3149287701;2;22.8611660004;10.3752222061;4;22.1844209433;
15;2;18.3642807007;11.7743663788;2;24.8761672974;2;23.873714447;10.5308046341;5;22.3938889503;
16;2;19.3642807007;12.1366128922;2;25.2780489922;2;24.8863601685;10.625;5;22.4151208401;
17;2;21.1018409729;11.0;2;25.5557637215;2;25.89909935;10.625;5;22.4364993572;
18;2;21.3642807007;12.0;2;25.8471314907;2;26.9119262695;10.625;5;22.4580165148;
19;2;21.9500007629;12.9235658646;2;26.1511650085;2;27.4748096466;10.625;5;22.4796639681;
20;2;22.8840141296;11.0;2;26.4666051865;2;27.4877986908;10.625;5;22.5014331341;
21;2;21.9500007629;12.0;2;26.7919259071;2;27.5008602142;10.625;5;22.5233153105;
22;2;21.9500007629;13.0;2;27.125351429;2;27.5139884949;10.625;6;22.5453014374;
23;2;21.9500007629;13.5626754761;2;27.4648880959;2;27.5271816254;10.625;6;22.5673824549;
24;2;21.9500007629;13.7324438095;2;27.808362484;2;27.540430069;10.625;6;22.5895489454;
