Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;13.3000001907;4;17.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;12.3000001907;5;17.0;1;11.8999996185;8.625;5;17.25;
3;1;7.55000019073;11.3000001907;5;17.0;1;11.8999996185;8.625;5;17.25;
4;1;7.55000019073;10.3000001907;5;17.0;2;12.2999992371;8.625;4;18.25;
5;1;7.55000019073;9.30000019073;5;17.0;2;13.5;8.625;4;18.3250000477;
6;1;8.55000019073;8.5;5;17.0;2;14.5450000763;8.625;4;18.4048187733;
7;1;8.82499980927;8.5;5;17.0;2;15.5928907394;8.625;4;18.8461898565;
8;1;8.82499980927;8.5;5;17.0;2;16.3077144623;8.79749965668;4;19.2405949831;
9;1;8.82499980927;8.5;5;17.3400001526;2;16.5443572998;8.94309806824;4;20.1585245132;
10;1;8.9015007019;8.67000007629;5;17.6278438568;2;17.0951137543;9.3333568573;4;20.9767100811;
11;1;8.96626472473;8.81392192841;5;17.869726181;2;19.0951137543;9.6677980423;4;21.7020223141;
12;1;9.02068901062;8.93486309052;5;18.786491394;2;21.0951137543;9.94955635071;4;22.3446578979;
13;1;9.22696018219;9.39324569702;6;19.5780620575;2;22.3866710663;10.1834592819;4;22.9165091515;
14;1;11.0206890106;9.78903102875;6;20.2480106354;2;23.499666214;10.3752222061;4;23.4298532009;
15;1;12.0206890106;10.1240053177;6;20.8052330017;2;24.620973587;10.5308046341;5;23.8345062733;
16;1;13.0206890106;10.4026165009;6;21.2618598938;2;25.7507305145;10.625;5;24.0649278164;
17;1;14.0206890106;10.6309299469;6;21.6314201355;2;26.8889846802;10.625;5;24.3094062805;
18;1;15.0206890106;10.8157100677;6;21.9274635315;2;28.0356712341;10.625;5;24.5676383972;
19;1;16.0206890106;10.9637317657;6;22.0;2;28.7405834198;10.625;5;24.8390996456;
20;1;16.9500007629;11.0;7;22.0;2;28.903459549;10.625;5;25.1230297089;
21;1;16.9500007629;11.0;7;22.0;2;29.0738182068;10.625;5;25.4184246063;
22;1;16.9500007629;11.0;7;22.0;2;29.2510547638;10.625;6;25.7240357399;
23;1;16.9500007629;11.0;7;22.0;2;29.4344215393;10.625;6;26.0383796692;
24;1;16.9500007629;11.0;7;22.0;2;29.6230278015;10.625;6;26.3597574234;
25;1;16.9500007629;11.0;8;22.0;2;29.8158531189;10.625;6;26.6862831116;
26;1;16.9500007629;11.0;8;22.0;2;30.0117702484;10.625;6;27.0159239769;
27;1;16.9500007629;11.0;8;22.0;2;30.2095546722;10.625;6;27.3465466499;
28;1;16.9500007629;11.0;8;22.0;2;30.4079284668;10.625;6;27.6759705544;
29;1;16.9500007629;11.0;8;22.0;2;30.6055831909;10.625;6;28.0020260811;
30;1;16.9500007629;11.0;8;22.0;2;28.6055831909;11.625;6;28.3226103783;
31;1;16.9500007629;11.0;8;22.0;2;27.6055831909;12.625;6;28.6357421875;
32;1;16.9500007629;11.0;8;22.0;2;26.75;13.625;7;28.9396104813;
33;1;14.9500007629;12.0;8;22.0;3;26.75;14.4698047638;7;29.2326145172;
34;1;13.9500007629;13.0;8;22.0;3;27.75;16.4698047638;7;29.5133934021;
35;1;12.9500007629;14.0;9;22.0;3;28.75;17.625;7;29.7808465958;
36;1;12.0;15.0;9;22.0;3;29.75;18.625;9;30.0341405869;
37;1;12.0;16.0;9;22.0;3;30.75;19.625;9;30.2727050781;
38;1;12.0;17.0;9;22.0;3;31.75;20.625;9;30.4962244034;
39;1;12.0;18.0;8;22.0;3;32.2977333069;20.625;11;30.7046136856;
40;1;12.0;19.0;8;22.0;3;32.4227676392;20.625;11;30.8979969025;
