Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;13.3000001907;4;17.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;12.3000001907;5;17.0;1;11.8999996185;8.625;5;17.25;
3;1;7.55000019073;11.3000001907;4;17.0;1;11.8999996185;8.625;5;17.25;
4;1;7.55000019073;10.3000001907;4;17.0;1;11.8999996185;8.625;5;17.25;
5;1;7.55000019073;9.30000019073;3;17.0;1;12.8999996185;8.625;5;17.25;
6;1;8.55000019073;8.5;3;17.0;2;14.5;8.625;4;18.25;
7;2;8.82499980927;8.89999961853;2;18.0;2;15.5;8.625;3;18.7174992561;
8;2;9.05000019073;8.5;2;18.0674999952;2;16.2304992676;8.79749965668;3;19.1448272467;
9;2;9.06518745422;8.5;2;18.4895108938;2;16.4868965149;8.94309806824;3;20.114030838;
10;2;9.16014099121;8.67000007629;2;18.8647230864;2;17.0684185028;9.3333568573;3;20.9971549511;
11;2;9.24456214905;8.81392192841;2;19.1995335817;2;19.0684185028;9.6677980423;3;21.8030670881;
12;2;9.31989574432;8.93486309052;2;20.2548673153;2;21.0684185028;9.94955635071;3;22.5440151691;
13;2;9.55734443665;9.39324569702;3;21.1974108219;2;22.5062847137;10.1834592819;3;23.2339217663;
14;2;11.3850421906;9.78903102875;3;22.0314099789;2;23.6901130676;10.3752222061;3;23.88697505;
15;2;13.3850421906;10.1240053177;3;22.7663766146;2;24.8952465057;10.5308046341;4;24.4546608925;
16;2;15.3850421906;10.4026165009;2;23.4149770737;2;26.1228237152;10.625;4;24.8727197647;
17;2;16.5051403046;10.6309299469;2;23.9911694527;2;27.3736591339;10.625;3;25.3301706314;
18;2;17.5516319275;10.8157100677;2;24.5087993145;2;28.6481304169;10.625;3;25.8267202377;
19;2;18.6014900208;10.9637317657;2;24.8180098534;2;29.4960327148;10.625;3;26.3609733582;
20;2;19.5840530396;11.0;2;25.0697143078;2;29.8165836334;10.625;3;26.9302859306;
21;2;19.6406860352;11.0;3;25.3361742496;2;30.1581726074;10.625;4;27.5306758881;
22;3;18.9500007629;12.0;3;38.1183409691;2;30.5184059143;10.625;4;28.1568169594;
23;3;19.9500007629;12.8084373474;4;39.0686490536;2;30.8940906525;10.625;4;28.8021335602;
24;3;20.9500007629;12.9555196762;4;39.9794826508;2;31.2812805176;10.625;5;29.4590082169;
25;3;20.8989658356;12.0;4;40.8460125923;2;31.6754055023;10.625;5;30.119093895;
26;3;20.9704456329;13.0;4;41.6654086113;2;32.0714569092;10.625;5;30.7737131119;
27;3;21.0440673828;14.0;5;42.4365711212;2;32.464225769;10.625;5;31.414305687;
28;3;21.1694202423;15.0;5;43.1597685814;2;32.8485832214;10.625;5;32.0328741074;
29;3;22.2460479736;16.0;6;43.8362550735;2;33.2197265625;10.625;5;32.622387886;
30;3;22.0;18.0;6;44.4679098129;2;31.2197246552;11.625;5;33.1770887375;
31;3;23.0;20.0;6;45.0569410324;2;30.2197246552;12.625;4;33.6926860809;
32;3;23.418636322;22.0;6;45.6056566238;2;29.2197246552;13.625;4;34.1664180756;
33;3;23.5124187469;24.0;6;45.9958081245;2;30.2197246552;15.625;4;34.596997261;
34;3;23.5375003815;26.0;7;46.3221731186;2;31.2197246552;17.625;4;34.9844608307;
35;3;23.5375003815;28.0;7;46.638525486;2;32.2197265625;18.625;5;35.3299570084;
36;3;23.5375003815;30.0;8;46.9431390762;2;33.2197265625;19.625;5;35.6354980469;
37;3;23.5375003815;31.3738250732;8;47.2345581055;2;34.2197265625;20.625;5;35.9037160873;
38;3;23.5375003815;32.636100769;8;47.5116167068;2;35.2197265625;20.625;6;36.1376314163;
