Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;10.8880004883;14.720000267;4;29.4400005341;1;6.0;14.0;4;20.0;
2;1;10.8880004883;14.720000267;6;29.0713596344;1;7.0;13.0;6;20.0;
3;1;10.8142719269;14.5356798172;6;28.7395839691;1;8.0;12.0;6;20.0;
4;1;10.7479171753;14.3697919846;6;28.3099136353;1;8.0;11.0;6;20.0;
5;1;11.7479171753;14.1549568176;6;27.923210144;1;8.0;10.0;6;20.0;
6;1;12.7479171753;13.961605072;6;27.575176239;1;9.0;10.0;6;20.0;
7;1;13.2725524902;13.7875881195;6;27.3383312225;1;9.5;10.0;5;20.0;
8;2;13.501499176;13.6691656113;5;28.125169754;2;9.5;10.3000001907;4;21.3999996185;
9;2;13.4375514984;13.562584877;5;28.865645051;2;9.81500053406;10.1999998093;4;21.8264003992;
10;2;13.6596927643;13.8524045944;5;29.4819204807;2;9.91094017029;10.3632001877;4;22.1992716789;
11;2;16.4858016968;14.0681238174;5;29.8117721081;2;9.99483585358;10.4951858521;4;23.4054436684;
12;2;18.4858016968;14.1310396194;5;30.0435624123;2;10.2662248611;11.0209560394;3;24.4501843452;
13;2;19.671995163;14.1310396194;5;30.3058927059;2;12.0683965683;11.4571752548;3;25.3486692905;
14;2;20.7506942749;14.1310396194;5;30.6014904976;2;14.0683965683;11.8107032776;3;26.1225088835;
15;2;21.137550354;14.1310396194;6;30.9329254627;2;15.7228336334;12.6734056473;3;26.7957427502;
16;2;22.137550354;14.1310396194;6;31.3024642467;2;16.7228336334;12.9632444382;3;27.3919057846;
17;2;22.4786224365;14.1310396194;6;31.7118971348;2;18.2696170807;12.4808797836;3;27.7113106251;
18;2;22.4786224365;14.1310396194;6;32.1623415947;2;19.3328781128;12.5;3;28.0173821449;
19;2;22.4786224365;14.1310396194;6;32.6540322304;2;20.3039112091;12.5;3;28.3487696648;
