Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;10.8880004883;14.720000267;4;29.4400005341;1;6.0;14.0;4;20.0;
2;1;10.8880004883;14.720000267;6;29.0713596344;1;7.0;13.0;6;20.0;
3;1;10.8142719269;14.5356798172;6;28.7395839691;1;8.0;12.0;6;20.0;
4;1;10.7479171753;14.3697919846;5;28.440984726;1;8.0;11.0;6;20.0;
5;2;12.047917366;14.220492363;3;29.0411739349;1;8.0;10.0;5;20.0;
6;2;13.047917366;14.0205869675;3;28.7730058432;1;9.0;10.0;5;20.0;
7;2;13.631901741;13.840672493;3;28.6329430342;1;9.5;10.0;5;20.0;
8;2;13.5898828506;13.7169408798;3;28.5269066095;2;9.5;10.3000001907;4;21.3999996185;
9;2;13.5580720901;13.6055831909;3;29.2315814495;2;9.81500053406;10.1999998093;4;21.7964004278;
10;2;13.7694749832;13.8846216202;3;29.8069182634;2;9.90419006348;10.3632001877;4;22.1345227957;
11;2;16.6020507812;14.0918960571;3;30.0610625744;2;9.98026752472;10.4951858521;4;23.2873874903;
12;2;18.6020507812;14.1310396194;3;30.2528092861;2;10.2396621704;11.0209560394;3;24.268861413;
13;2;19.7605686188;14.1310396194;3;30.4611763954;2;12.027598381;11.4571752548;3;25.093021512;
14;2;20.8230781555;14.1310396194;3;30.686770916;2;14.027598381;11.8107032776;3;25.7803837061;
15;2;21.8907566071;14.1310396194;4;30.9300379753;2;16.0275993347;12.0916318893;3;26.3539340496;
16;2;22.9637374878;14.1310396194;3;31.1912214756;2;17.1123809814;12.3113050461;2;26.8362411261;
17;2;23.3573646545;14.1310396194;3;31.4703235626;2;18.1445922852;12.4808797836;2;27.0267930031;
18;2;23.4410953522;14.1310396194;3;31.7670655251;2;19.178861618;12.5;2;27.1883933544;
19;3;23.5301189423;14.1310396194;3;32.0808534622;2;20.1173877716;12.5;2;27.3593420982;
