Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;10.8880004883;14.720000267;4;29.4400005341;1;6.0;14.0;4;20.0;
2;1;10.8880004883;14.720000267;6;29.4400005341;1;7.0;13.0;6;20.0;
3;1;10.8880004883;14.720000267;6;29.4400005341;1;8.0;12.0;6;20.0;
4;1;10.8880004883;14.720000267;6;29.235200882;1;8.0;11.0;6;20.0;
5;1;11.8880004883;14.617600441;6;29.0508804321;1;8.0;10.0;6;20.0;
6;1;12.8880004883;14.5254402161;6;28.8849925995;1;9.0;10.0;6;20.0;
7;1;13.6654977798;14.4424962997;6;28.8212928772;1;9.5;10.0;6;20.0;
8;1;13.6463880539;14.4106464386;6;28.7639636993;1;9.5;10.0;6;20.3999996185;
9;1;13.6291894913;14.3819818497;6;29.8880691528;2;9.59000015259;10.5;5;21.7264003754;
10;1;15.6463880539;14.9440345764;6;30.7201328278;2;9.88844013214;10.3632001877;5;21.9903717041;
11;1;16.6463890076;15.3600664139;6;31.3197498322;2;9.94783401489;10.4951858521;5;23.0819120407;
12;1;17.6463890076;15.6598749161;6;31.672000885;2;10.1934309006;11.0209560394;5;23.99553442;
13;1;18.6463890076;15.8360004425;6;31.672000885;2;11.9660997391;11.4571752548;5;24.7449600697;
14;1;19.6463890076;15.8360004425;7;31.672000885;2;13.9660997391;11.8107032776;5;25.3503712416;
15;1;20.6463890076;15.8360004425;7;31.672000885;2;15.9660997391;12.0916318893;5;25.8344515562;
16;1;21.5016002655;15.8360004425;7;31.672000885;2;16.7228336334;12.6748571396;5;26.2195074558;
17;1;21.5016002655;15.8360004425;7;31.672000885;2;18.0058269501;12.4808797836;5;26.3048160076;
18;1;21.5016002655;15.8360004425;7;31.672000885;2;19.0164165497;12.5;5;26.3530313969;
19;1;21.5016002655;15.8360004425;8;31.672000885;2;19.9294319153;12.5;5;26.4023760557;
20;1;21.5016002655;15.8360004425;8;31.672000885;2;19.625;12.920712471;6;26.4528282881;
21;1;21.5016002655;15.8360004425;8;31.672000885;2;19.9518871307;12.5;7;26.5043625832;
22;1;21.5016002655;15.8360004425;8;31.672000885;2;19.9634819031;12.5;7;26.5569496155;
23;1;21.5016002655;15.8360004425;8;31.672000885;2;19.9753131866;12.5;7;26.6105561256;
24;1;21.5016002655;15.8360004425;9;31.672000885;2;19.9873752594;12.5;7;26.6651450396;
25;1;21.5016002655;15.8360004425;9;31.672000885;2;19.9996566772;12.5;8;26.72067523;
26;1;21.5016002655;15.8360004425;9;31.672000885;2;20.0121517181;12.5;9;26.7771017551;
27;1;21.5016002655;15.8360004425;9;31.672000885;2;20.024848938;12.5;9;26.8343759775;
28;1;21.5016002655;15.8360004425;9;31.672000885;2;19.625;13.2337503433;10;26.8924454451;
29;1;21.5016002655;15.8360004425;9;31.672000885;3;18.0508003235;13.5;9;26.9512542486;
30;1;21.5016002655;15.8360004425;9;31.672000885;3;17.064031601;14.5;9;27.0107431412;
31;1;21.5016002655;15.8360004425;9;31.672000885;3;16.0774173737;15.5;9;27.0708494186;
32;1;21.5016002655;15.8360004425;9;31.672000885;3;15.0909414291;16.5;9;27.1315076351;
33;1;21.5016002655;15.8360004425;9;31.672000885;3;14.4795894623;17.5;9;27.1926498413;
34;1;21.5016002655;15.8360004425;9;31.672000885;3;14.4933462143;18.5;9;27.2542052269;
35;1;21.5016002655;15.8360004425;9;31.672000885;4;14.5071964264;19.5;5;42.3161010742;
36;1;21.5016002655;15.8360004425;10;31.672000885;4;15.5211229324;20.5;5;43.1282629967;
37;1;21.5016002655;15.8360004425;10;31.672000885;4;17.0;20.5;5;43.8599891663;
38;1;21.5016002655;15.8360004425;10;31.672000885;4;18.5491390228;19.5;5;44.5103693008;
39;1;21.5016002655;15.8360004425;10;31.672000885;4;19.0;20.5;6;45.0818490982;
40;1;21.5016002655;16.8360004425;10;31.672000885;4;18.577255249;18.5;6;45.5793628693;
41;1;21.5016002655;17.8360004425;9;31.672000885;4;18.0;18.5;7;46.0094623566;
42;1;21.5016002655;18.8360004425;10;31.672000885;4;17.6053333282;16.5;7;46.3795280457;
43;1;21.5016002655;19.8360004425;11;31.672000885;4;18.6193141937;17.5;7;46.6971354485;
44;1;21.5016002655;20.8360004425;11;31.672000885;4;17.0;17.5;7;46.8758842945;
45;2;21.5016002655;20.8360004425;10;31.672000885;4;18.6470737457;16.5;7;46.936971426;
46;2;22.5016002655;21.8360004425;9;32.672000885;5;20.0;18.2000007629;6;47.9975619316;
47;2;23.5016002655;22.8360004425;9;32.7404808998;5;22.0;19.2000007629;7;48.2275861502;
48;2;23.5016002655;23.8360004425;10;32.812918663;5;23.0;20.4593105316;9;48.4838881493;
49;2;23.5016002655;24.8360004425;10;32.8894410133;6;25.6338748932;23.4593105316;8;48.7699410915;
50;2;23.5016002655;25.8360004425;10;32.9701640606;6;26.3395252228;26.4593105316;9;49.0894275904;
51;2;23.5016002655;26.7447147369;12;33.0551916361;6;27.7701225281;29.3190002441;9;49.4461529255;
52;2;23.5016002655;26.804233551;12;33.1446123123;6;27.625;32.3190002441;10;49.8439190388;
53;2;23.5016002655;26.8668289185;13;33.2384970188;6;26.9398822784;33.5;10;50.2863485813;
54;2;23.5016002655;26.9325485229;14;33.3368965387;6;27.3905162811;33.5;10;50.7766587734;
55;2;23.5016002655;27.0014266968;14;33.4398387671;6;27.625;35.5;11;52.3173830509;
56;2;23.5016002655;27.0734863281;16;33.5473262072;8;29.7566604614;35.5;7;73.0400489569;
57;2;23.5016002655;27.148727417;16;33.6593333483;8;29.8782424927;38.9936141968;7;75.0302613974;
58;3;22.5514411926;27.1476402283;12;56.7758042812;8;31.1118087769;39.9936141968;7;76.9055247307;
59;3;23.5514411926;26.8360004425;12;58.2766499519;8;30.48046875;43.9936141968;7;78.6689400673;
60;3;25.1520957947;27.8360004425;12;59.5281059742;8;29.625;48.9936141968;7;81.3315082788;
61;3;25.1858730316;28.8360004425;13;60.5484030247;8;33.4710845947;49.9936141968;7;82.9276177883;
62;3;25.2207565308;29.8360004425;16;61.3685050011;8;34.0840568542;52.9936141968;8;84.4515686035;
63;3;25.2566928864;30.8360004425;17;62.0240826607;8;34.3730010986;52.9936141968;9;85.8993424177;
64;3;25.2936191559;31.8360004425;17;62.5497915745;8;36.3145446777;51.9936141968;9;87.0635257959;
65;3;25.3314628601;32.8359985352;17;62.7042393684;8;36.1629753113;55.9936141968;10;88.2389557362;
66;3;25.3701457977;33.8359985352;18;62.8502647877;9;36.0634536743;57.5;9;89.391351819;
67;3;25.4095726013;34.8359985352;18;65.6375629902;9;38.4857368469;55.5;11;90.5137753487;
68;3;25.7841415405;36.4010314941;18;67.7648794651;9;38.702091217;57.5;12;91.6147749424;
69;3;26.0727500916;37.8008766174;18;69.3698379993;9;37.6662368774;58.5;13;95.8569309711;
70;3;26.2970733643;39.0761184692;18;70.3000206947;9;38.1886787415;60.0;13;99.5323601961;
71;3;26.3991756439;40.1200027466;19;70.814599514;9;38.2765045166;60.3899993896;14;102.702365994;
72;3;26.4799423218;41.1200027466;19;71.1209788322;10;39.5952072144;59.6872596741;15;106.436024904;
73;3;26.562664032;42.1200027466;19;71.432923317;10;42.1539802551;57.6872596741;15;108.550028682;
74;3;26.6468887329;43.1200027466;19;71.7486052513;10;43.3695793152;59.0;16;109.981945515;
75;3;26.7321243286;44.1200027466;20;72.0660877228;10;42.0596847534;60.0;16;111.333142757;
76;3;26.8178443909;45.1200027466;20;72.3833713531;11;39.8363342285;61.0;15;112.6027807;
77;3;26.9035110474;46.1200027466;20;72.6984419823;11;39.1481285095;64.0;15;113.791390896;
78;3;26.9885787964;47.1200027466;21;73.0093231201;11;37.1924858093;64.0;13;114.900339961;
79;3;27.072517395;48.1200027466;21;73.3141241074;11;34.4592666626;67.0;13;115.919377923;
80;3;27.1548137665;49.1200027466;18;73.6110873222;11;34.4592666626;68.0;13;117.677418709;
81;3;27.234992981;50.1200027466;18;73.8986272812;11;34.6519203186;71.0;13;118.460693836;
82;3;27.3126296997;51.1200027466;19;74.1753621101;11;34.2999992371;75.0;15;119.208540201;
83;3;27.387348175;52.1200027466;19;74.4401369095;12;35.2999992371;77.0;14;119.918810248;
84;3;27.4588375092;53.1200027466;21;74.6920337677;12;36.2999992371;77.0;15;120.590678215;
85;3;27.5268497467;54.1200027466;21;74.9303779602;12;36.2999992371;81.0;15;121.22447598;
86;3;27.5912017822;55.1200027466;20;75.1547307968;12;37.2999992371;85.0;15;121.821486473;
87;3;27.6517772675;56.1200027466;21;75.3648748398;12;39.2999992371;86.0;14;122.383713365;
88;3;27.7085151672;57.1200027466;22;75.5607976913;12;43.2159309387;92.0;15;122.913655996;
89;3;27.7614154816;57.7200012207;23;75.7426652908;12;45.7913627625;99.0;16;123.414103508;
90;3;27.8105201721;57.7200012207;23;75.9107990265;12;44.8414077759;93.0;17;123.836268902;
91;3;27.8559150696;57.7200012207;22;76.0656480789;14;42.8836288452;94.0;16;124.174715519;
92;3;27.8977241516;57.7200012207;22;76.2077617645;14;41.9174690247;95.0;17;124.407133222;
93;3;27.9360961914;57.7200012207;22;76.3377656937;14;41.9407119751;94.0;18;124.644327402;
94;3;27.9711971283;57.7200012207;23;76.4563369751;14;40.4644355774;96.0;19;124.88595438;
95;3;28.0032119751;57.7200012207;25;76.5120019913;14;40.4885978699;100.0;20;125.131635308;
96;3;28.018239975;57.7200012207;25;76.5120019913;14;41.5131645203;101.0;21;125.380957842;
97;3;28.018239975;57.7200012207;25;76.5120019913;14;40.5380973816;105.0;21;125.633478642;
98;4;28.018239975;57.7200012207;25;104.512001991;13;35.7633514404;94.1999969482;23;97.8887254;
99;4;29.018239975;58.7200012207;25;104.512001991;13;36.7888717651;93.1999969482;24;98.1462008953;
100;4;30.018239975;59.7200012207;25;104.512001991;13;35.8146209717;95.1999969482;25;98.4053862095;
