Turn;Planet_count_KI_1_SP_TRITH;Research_KI_1_SP_TRITH;Industry_KI_1_SP_TRITH;Ships_KI_1_SP_TRITH;Population_KI_1_SP_TRITH;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;11.3999996185;16.0;4;32.0;1;11.8999996185;8.625;4;17.25;
2;1;11.3999996185;16.0;6;32.0;1;11.8999996185;8.625;5;17.25;
3;1;11.3999996185;16.0;6;31.7439994812;1;11.8999996185;8.625;5;17.25;
4;1;11.3487997055;15.8719997406;6;31.5135993958;1;11.8999996185;8.625;4;17.25;
5;1;12.3487997055;15.7567996979;6;31.3062400818;1;12.8999996185;8.625;3;17.25;
6;1;13.3487997055;15.6531200409;6;31.1196155548;1;13.8999996185;8.625;3;17.25;
7;1;14.3358850479;15.5598077774;6;30.6634941101;1;14.8999996185;8.625;3;17.5949993134;
8;1;14.1990480423;15.3317470551;6;30.2529850006;1;15.5569992065;8.79749965668;3;17.8861961365;
9;2;14.3758955002;15.1264925003;5;30.9326534271;1;15.7317180634;8.94309806824;3;18.6667137146;
10;2;16.4990463257;14.9663267136;5;30.6901842356;1;16.2000274658;9.3333568573;3;19.3355960846;
11;2;18.4990463257;14.8221769333;5;30.4781657457;2;18.2000274658;9.6677980423;2;20.8991127014;
12;2;20.4990463257;14.6924419403;5;30.2898600101;2;20.2000274658;9.94955635071;2;21.3969185352;
13;2;21.5405960083;14.5756807327;5;30.1262631416;2;21.8180274963;10.1834592819;2;21.8110353947;
14;2;22.1990470886;14.4705963135;5;29.985034585;2;22.2000274658;10.5873403549;2;22.1533753872;
15;2;22.6256103516;14.3760194778;5;29.8640702963;2;23.2000274658;10.7491579056;3;22.3735172749;
16;2;22.5745410919;14.2909011841;6;29.7614663839;2;24.2000274658;10.8497037888;4;22.4058350325;
17;2;22.5285758972;14.2142944336;6;29.6755070686;2;25.2000274658;10.8561668396;5;22.4387089014;
18;2;22.4872093201;14.1453485489;6;29.6046402454;2;26.2000274658;10.9816131592;5;22.4721269608;
19;2;22.4499778748;14.0832967758;6;29.5474655628;2;26.75;10.9916381836;5;22.5060760975;
20;2;22.416469574;14.0274505615;8;29.5027134418;2;26.75;11.0018224716;5;22.5405418873;
21;2;22.3863143921;13.977189064;8;29.4692335129;2;26.75;11.0121622086;4;22.5755085945;
22;3;22.359172821;13.9319534302;8;29.445982933;2;26.75;11.022652626;5;22.6109591722;
23;3;22.3347434998;13.8912410736;8;29.4320151806;2;26.75;11.3054800034;5;22.6468753815;
24;3;22.3127593994;13.8545999527;9;29.4264686108;2;26.75;11.3234376907;6;22.6832377911;
25;3;20.3127593994;14.8545999527;9;29.4285584688;2;26.75;11.3416185379;6;22.7200255394;
26;3;19.3127593994;15.8545999527;9;29.4375679493;2;26.75;11.3600130081;6;22.7572168112;
27;3;18.3127593994;16.854598999;10;29.4528422356;2;26.75;11.3786087036;6;22.7947884798;
28;3;17.3127593994;17.854598999;11;29.4737813473;2;26.75;11.3973941803;6;22.8327163458;
29;3;16.3127593994;18.854598999;11;29.4998340607;2;26.75;11.4163579941;6;22.8709751368;
30;3;15.3127593994;19.854598999;11;29.5304913521;2;24.75;12.4354877472;7;22.9095385075;
31;4;14.3127593994;20.854598999;8;37.8233311176;3;25.75;11.4547691345;6;22.9483793974;
32;4;16.3127593994;19.854598999;9;38.3360078335;3;23.75;12.4741897583;6;22.9874696732;
33;4;18.3127593994;19.854598999;9;38.8378129005;3;24.75;11.4937343597;7;23.0267804861;
34;4;19.3127593994;19.854598999;9;39.3245000839;3;25.75;11.5133905411;8;23.0662822723;
35;4;20.3127593994;19.854598999;9;39.7924485207;3;23.75;12.5331411362;8;23.1059447527;
36;4;21.3127593994;19.854598999;10;40.2387375832;3;24.75;14.5331411362;8;23.1457372904;
37;4;22.3127593994;19.854598999;10;40.6611893177;3;25.75;16.5331420898;8;23.1856285334;
38;4;23.3127593994;20.0936660767;11;41.0583534241;3;26.75;18.5331420898;8;23.2255871296;
39;4;23.3400726318;20.2924613953;11;41.4294762611;3;26.75;20.5331420898;8;23.265581131;
40;4;23.3364067078;20.475528717;11;41.7744171619;3;26.75;21.5331420898;8;24.3055787086;
41;4;23.3331069946;23.475528717;11;42.0935635567;3;27.75;22.6527900696;9;24.3855478764;
42;4;23.3301372528;26.475528717;11;42.384070158;3;28.75;23.6727733612;9;24.4666404724;
43;5;23.3274650574;29.475528717;6;59.9006886482;3;28.75;24.6927280426;11;24.5488266945;
44;5;25.3250579834;30.475528717;7;61.0073018074;3;28.75;25.7126369476;11;24.6320735216;
45;5;25.32289505;34.450504303;7;61.979845047;3;28.75;26.7324829102;12;24.7163454294;
46;5;25.3209457397;36.4468955994;8;62.8226737976;3;28.75;27.3581733704;13;24.8016040325;
47;5;25.3191928864;37.4935531616;8;63.4241514206;3;28.75;27.4008026123;13;24.8878085613;
48;5;25.3176136017;38.4370193481;9;63.9220340252;3;28.75;27.4439048767;14;24.9749150276;
49;5;25.316192627;39.3004608154;9;64.3385322094;3;28.75;27.4874572754;14;25.0628768206;
50;5;25.3149147034;39.2618484497;9;64.6854116917;3;28.75;27.5314369202;16;25.1516438723;
51;5;25.3137645721;39.2303924561;10;64.8522560596;3;28.75;27.5758209229;16;25.2411637306;
52;5;25.3127288818;39.2170906067;12;64.904573679;3;28.75;27.6205825806;16;25.3313810825;
53;5;25.3117980957;39.2153625488;11;64.9561276436;3;28.75;27.6656913757;18;25.4222373962;
54;5;25.310956955;39.213809967;12;65.0068449974;3;28.75;27.7111206055;18;25.5136715174;
55;5;25.3102035522;39.2124099731;12;65.0566616058;3;28.75;27.7568359375;18;25.6056194305;
56;5;25.3095245361;39.2111549377;12;65.1055195332;3;28.75;27.8028106689;19;25.6980144978;
57;5;25.3089122772;39.2100219727;12;65.1533670425;3;28.75;27.8490066528;20;25.7907875776;
58;5;25.3083610535;39.2090034485;12;65.2001628876;3;28.75;27.8953933716;21;26.7717834711;
59;5;25.3078651428;39.2080841064;14;65.2458715439;3;29.2281265259;28.3858909607;21;27.6112954617;
60;5;26.3074207306;38.2072601318;13;65.2904598713;3;29.6187667847;28.8056468964;21;28.3263809681;
61;5;27.3070201874;38.2065162659;14;65.3339042664;3;29.9322776794;29.163192749;22;28.9360666275;
62;5;28.2316589355;38.2058486938;14;65.3761854172;3;30.1802082062;29.4680328369;21;29.4590952396;
63;5;28.2313346863;38.2052459717;12;65.4127283096;3;30.3739547729;29.729549408;22;29.7059762478;
64;5;28.2310409546;38.2047042847;13;65.4117536545;4;30.4000015259;29.8529872894;20;29.9124865532;
65;5;28.2307777405;38.2042160034;13;65.7960958481;4;31.4000015259;28.6159324646;20;30.1216804981;
66;5;28.2890415192;38.2037811279;12;67.8093104362;4;32.0899124146;28.6525840759;20;30.3331756592;
67;5;28.5736579895;38.6347122192;12;69.434668541;4;32.1732826233;28.6888542175;17;30.5465612411;
68;5;28.7946186066;39.7896270752;11;70.7343773842;4;32.2583007812;28.724697113;15;30.7614006996;
69;5;28.9640312195;41.0109710693;12;71.588411808;4;30.4000015259;31.6888542175;15;30.9772348404;
70;5;29.0455780029;42.0964393616;13;72.0264401436;4;30.4000015259;33.6888542175;16;31.1935856342;
71;5;29.0455780029;43.0964393616;12;72.1822195053;4;30.4000015259;35.6888542175;16;31.4099605083;
72;5;29.0455780029;44.0964393616;12;72.2916574478;4;30.4000015259;37.6888542175;16;31.6258563995;
73;5;27.0455780029;46.0964393616;15;72.3979945183;4;30.4000015259;39.6888542175;19;31.8407657146;
74;5;26.0455780029;48.0964393616;15;72.5010895729;4;30.4000015259;41.6888542175;18;32.0541815758;
75;5;25.8955783844;50.0964393616;15;72.6008253098;4;30.4000015259;43.6888542175;19;32.2656018734;
76;5;25.8955783844;52.0964393616;16;72.6971092224;4;30.4000015259;45.6888542175;19;32.4745359421;
77;6;25.8955783844;54.0964431763;16;72.7898716927;4;30.4000015259;47.6888542175;19;32.6805100441;
78;6;25.8955783844;56.0964431763;16;72.8790664673;4;30.4000015259;49.0506629944;20;32.8830718994;
79;6;25.8955783844;58.0964431763;16;72.9646682739;4;30.4000015259;50.0793457031;21;33.0817947388;
80;6;25.8955783844;60.0964431763;16;73.0466723442;4;30.4000015259;51.1072349548;22;33.2762823105;
81;6;25.8955783844;61.4214401245;17;73.1250920296;4;30.4000015259;51.6381416321;22;33.4661722183;
82;6;26.8955783844;59.4214401245;19;73.1999588013;4;30.4000015259;51.7330856323;23;33.6511387825;
83;6;25.8955783844;60.4214401245;20;73.2713184357;4;30.4000015259;51.8255691528;24;33.8308944702;
84;6;25.8955783844;61.4214401245;21;73.3392310143;4;30.4000015259;51.9154510498;24;34.0051927567;
85;6;26.8955783844;59.4214401245;23;73.397854805;4;30.4000015259;52.0025978088;24;34.1586117744;
86;6;25.8955783844;60.4214401245;24;73.397854805;5;30.4000015259;52.0793075562;25;34.2769551277;
87;6;25.8955783844;61.4214401245;24;73.397854805;5;30.4000015259;52.1384773254;25;34.3909368515;
88;6;26.8955783844;59.4214401245;25;73.397854805;5;30.4000015259;52.1954689026;26;34.5004529953;
89;6;25.8955783844;60.4214401245;26;73.397854805;5;30.4000015259;52.2502288818;27;34.6054339409;
90;6;25.8955783844;61.4214401245;25;73.397854805;5;30.4000015259;52.3027191162;28;34.7058420181;
91;6;26.8955783844;59.4214401245;24;73.397854805;5;30.4000015259;52.3529205322;26;34.8016700745;
92;6;25.8955783844;60.4214401245;24;73.397854805;5;30.4000015259;52.4008331299;26;34.8929390907;
93;6;25.8955783844;61.4214401245;24;73.397854805;6;30.4000015259;52.4464683533;21;53.2296953201;
94;6;26.8955783844;59.4214401245;25;73.397854805;6;31.4000015259;53.4464683533;21;54.6738833189;
95;6;25.8955783844;60.4214401245;25;73.397854805;6;33.4000015259;55.4464683533;22;57.8186730146;
96;6;25.8955783844;61.4214401245;26;73.397854805;6;35.4000015259;59.9209671021;22;60.562007308;
97;6;26.8955783844;59.4214401245;27;73.397854805;6;34.4000015259;64.013923645;23;62.9007515907;
98;6;25.8955783844;60.4214401245;28;73.397854805;6;35.4000015259;65.1051101685;24;64.8575097322;
99;6;25.8955783844;61.4214401245;29;73.397854805;7;35.4000015259;65.1051101685;24;66.3871898651;
100;6;26.8955783844;59.4214401245;29;73.397854805;7;34.4000015259;68.1051101685;25;67.4616628885;
101;6;25.8955783844;60.4214401245;29;73.397854805;7;33.4000015259;71.1051101685;25;68.3592914343;
102;6;25.8955783844;61.4214401245;29;73.397854805;7;34.4000015259;68.1051101685;25;69.1103857756;
103;6;26.8955783844;59.4214401245;27;73.397854805;7;33.4000015259;69.1051101685;26;69.5675688982;
104;6;25.8955783844;60.4214401245;27;73.397854805;8;33.4000015259;70.1051101685;26;69.8808184862;
105;6;25.8955783844;63.4214401245;28;73.397854805;9;33.4000015259;70.6790924072;26;71.1809126139;
106;6;25.8955783844;65.4214401245;28;73.397854805;9;32.4000015259;70.950553894;27;72.484847188;
107;6;25.8955783844;67.4214401245;27;73.397854805;9;31.4000015259;69.2238464355;26;73.7758812904;
108;6;25.8955783844;69.4214401245;29;73.397854805;9;29.4000015259;69.2238464355;27;75.0379790068;
109;7;25.8955783844;71.4214401245;28;73.397854805;9;28.4000015259;70.2238464355;27;76.4474868774;
110;7;26.8955783844;70.4214401245;28;73.397854805;9;29.4000015259;72.2238464355;28;78.6806876659;
111;7;27.8955783844;70.4214401245;29;73.397854805;9;32.0;75.2238464355;29;79.7444425821;
112;7;25.8955783844;71.2214431763;29;73.397854805;10;31.0;80.2238464355;28;81.7918900251;
113;7;26.8955783844;69.8214416504;29;73.397854805;10;31.0;86.2238464355;29;82.9586338997;
114;7;27.8955783844;68.8214416504;30;73.397854805;10;32.0;90.2238464355;32;84.1214801073;
115;7;25.8955783844;69.8214416504;31;73.397854805;11;31.0;94.2238464355;31;85.2837750912;
116;7;25.8955783844;70.8214416504;32;73.397854805;11;32.0;95.2238464355;31;86.4509884119;
117;7;26.8955783844;68.8214416504;33;73.397854805;11;32.0;96.2238464355;32;87.6299971342;
118;7;25.8955783844;69.8214416504;33;73.397854805;11;31.0;99.2238464355;32;89.8283704519;
119;7;25.8955783844;70.8214416504;31;73.7119626999;11;32.0;103.223846436;33;91.1736581326;
120;7;26.8955783844;68.8214416504;31;74.0217804909;12;35.0;100.95741272;32;116.496759653;
121;7;25.8955783844;69.8214416504;31;74.3254337311;12;35.0;102.95741272;33;120.941183329;
122;7;25.8955783844;70.8214416504;29;74.6211824417;12;36.0;108.95741272;36;124.197528362;
123;7;26.8955783844;68.8214416504;26;75.7840332985;12;39.0;111.385940552;36;127.168228269;
