Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;13.0;4;20.0;
3;1;8.0;12.0;5;20.0;1;8.0;12.0;4;20.0;
4;1;8.0;11.0;5;20.0;1;8.0;11.0;4;20.0;
5;1;8.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
6;1;9.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
7;1;9.5;10.0;5;20.0;2;9.5;10.3000001907;3;21.0;
8;1;9.5;10.0;5;20.3999996185;2;9.72500038147;10.0;3;21.3999996185;
9;2;9.59000015259;10.5;4;21.7264003754;2;9.81500053406;10.1999998093;3;21.7264003754;
10;2;9.88844013214;10.3632001877;4;21.9903717041;2;9.88844013214;10.3632001877;3;21.9903717041;
11;2;9.94783401489;10.4951858521;4;23.0819120407;2;9.94783401489;10.4951858521;3;23.0719120502;
12;2;10.1934309006;11.0209560394;4;23.99553442;2;10.1911802292;11.0209560394;3;23.9749414921;
13;2;11.9660997391;11.4571752548;4;24.7449600697;2;11.9614667892;11.4571752548;3;24.7131726742;
14;2;13.9660997391;11.8107032776;4;25.3503712416;2;13.9614667892;11.8107032776;3;25.3067810535;
15;2;15.9660997391;12.0916318893;4;25.8344515562;2;15.9614667892;12.0916318893;4;25.7784451246;
16;2;16.9954986572;12.3113050461;4;26.2195074558;3;16.9828968048;12.3113050461;3;26.1504684687;
17;2;18.0058269501;12.4808797836;4;26.3048160076;3;17.9902935028;12.4808797836;3;26.2221269608;
18;2;19.0164165497;12.5;4;26.3530313969;3;18.9978122711;12.5;3;26.2560760975;
19;2;19.9294319153;12.5;4;26.4023760557;3;19.907617569;12.5;4;26.2905418873;
20;2;19.9405345917;12.5;4;26.4528282881;3;19.9153709412;12.5;4;26.3255085945;
21;2;19.9518871307;12.5;4;26.5043625832;3;19.9232387543;12.5;4;26.3609591722;
22;2;19.9634819031;12.5;3;26.5569496155;3;19.9312152863;12.5;4;26.3968753815;
23;2;19.9753131866;12.5;3;26.6105561256;3;19.9392967224;12.5;4;26.4332377911;
