Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.0;5;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;8.0;11.0;5;20.0;1;8.0;11.0;6;20.0;
5;1;8.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
6;1;9.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
7;1;9.5;10.0;5;20.0;1;9.5;10.0;6;20.0;
8;2;9.5;10.3000001907;4;21.3999996185;1;9.5;10.0;6;20.3999996185;
9;2;9.81500053406;10.1999998093;4;21.8264003992;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;9.91094017029;10.3632001877;4;22.1992716789;1;9.66343975067;10.3632001877;6;20.9903717041;
11;2;9.99483585358;10.4951858521;4;23.4054436684;2;9.72283363342;10.7951860428;5;23.0419120789;
12;2;10.2662248611;11.0209560394;4;24.4501843452;2;10.184431076;11.0209560394;5;23.9543504715;
13;2;12.0683965683;11.4571752548;4;25.3486692905;2;11.9568338394;11.4571752548;5;24.7025904655;
14;2;14.0683965683;11.8107032776;4;26.1225088835;2;13.9568338394;11.8107032776;5;25.3068172932;
15;2;16.0683956146;12.0916318893;4;26.7957427502;2;15.9568338394;12.0916318893;5;25.789717555;
16;2;17.2117881775;12.3113050461;4;27.3919057846;2;16.9854335785;12.3113050461;5;26.1736010313;
17;2;18.2696170807;12.4808797836;4;27.7113106251;2;17.9954986572;12.4808797836;5;26.2577478886;
18;2;19.3328781128;12.5;5;28.0173821449;2;19.0058269501;12.5;6;26.3048160076;
19;2;20.3039112091;12.5;5;28.3487696648;2;19.9185829163;12.5;6;26.3530313969;
20;2;20.3784732819;12.5;5;28.7054548264;2;19.9294319153;12.5;6;26.4023760557;
21;2;20.4587268829;12.5;5;29.0869145393;2;19.625;13.0609502792;6;26.4528282881;
22;2;20.5445556641;12.5;6;29.4920539856;2;19.9518871307;12.5;7;26.5043625832;
23;2;20.6357116699;12.5;6;29.9191560745;2;19.9634819031;12.5;7;26.5569496155;
24;2;19.625;13.5;6;30.3658571243;3;19.625;13.1227798462;6;26.6105561256;
25;2;18.625;13.5;7;30.8291530609;3;19.9873752594;12.5;6;26.6651450396;
26;2;17.9365596771;14.5;7;31.3054442406;3;19.9996566772;12.5;6;26.72067523;
27;2;17.0437240601;15.5;8;31.790620327;3;20.0121517181;12.5;6;26.7771017551;
28;2;16.1528892517;16.5;8;32.2801818848;3;20.024848938;12.5;6;26.8343759775;
29;2;14.0;18.5;8;32.7693967819;3;18.0377349854;13.5;6;26.8924454451;
30;2;14.0;20.5;7;33.2534770966;3;17.0508003235;14.5;6;26.9512542486;
31;2;14.0;22.5;6;33.7277650833;3;16.064031601;15.5;8;27.0107431412;
32;2;14.0;24.5;6;34.187912941;3;15.0774173737;16.5;8;27.0708494186;
