Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;13.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;12.0;4;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;11.0;4;20.0;
5;1;8.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
6;1;9.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
7;1;9.5;10.0;5;20.0;1;9.5;10.0;4;20.0;
8;2;9.5;10.3000001907;4;21.3999996185;1;9.5;10.0;4;20.3999996185;
9;2;9.81500053406;10.1999998093;4;21.7264003754;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;9.88844013214;10.3632001877;4;21.9903717041;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;9.94783401489;10.4951858521;4;23.0619120598;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;10.1889305115;11.0209560394;4;23.9545464516;2;9.95943069458;11.3209562302;3;23.9143505096;
13;2;11.9568777084;11.4571752548;4;24.6819883585;2;11.9478340149;11.4571752548;3;24.7114065886;
14;2;13.9568777084;11.8107032776;4;25.2644146681;2;13.9478340149;11.8107032776;3;25.3703827858;
15;2;15.7228336334;12.415977478;4;25.7245066166;2;15.7228336334;12.4477672577;4;25.9143484831;
16;2;16.7228336334;12.6418743134;4;26.0845712423;3;16.7228336334;12.6988267899;4;26.3659858704;
17;2;17.9754657745;12.4808797836;4;26.1438889503;3;17.7228336334;12.9021472931;5;26.5249304771;
18;2;18.7228336334;12.8431663513;5;26.1651208401;3;19.0659427643;12.5;5;26.6541694403;
19;2;19.8871517181;12.5;5;26.1864993572;3;19.625;12.9962511063;5;26.7922235727;
20;2;19.625;12.9745998383;5;26.2080165148;3;19.625;13.0376672745;5;26.9393253326;
21;2;19.625;12.983206749;5;26.2296639681;3;20.0613479614;12.5;5;27.0956480503;
22;2;19.625;12.9918651581;4;26.2514331341;3;20.0965213776;12.5;5;27.261295557;
23;3;19.625;13.0005731583;4;26.2733153105;3;19.625;13.4045181274;6;27.4362905025;
