Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.0;4;20.0;2;6.0;14.3000001907;3;21.0;
2;2;7.0;13.3000001907;5;21.0;2;7.15000009537;13.0;3;21.0599999428;
3;2;8.14999961853;12.0;5;21.0900000334;2;8.15900039673;12.0;3;21.1229639053;
4;2;8.16349983215;11.0;4;21.1871190071;2;8.16844463348;11.0;3;21.1889609098;
5;2;8.17806816101;10.0;4;21.2917383909;2;8.17834377289;10.0;3;21.2580518723;
6;2;9.29064083099;10.0;4;21.4042263031;2;9.2830619812;10.0;3;21.3302885294;
7;2;9.81595134735;10.0;4;21.5249304771;2;9.7993144989;10.0;3;21.4057120085;
8;2;9.84310913086;10.0;4;22.0694183111;2;9.81628513336;10.0;3;21.8984082937;
9;2;9.96561908722;10.1999998093;4;22.5515855551;2;9.92714214325;10.1999998093;3;22.3222295046;
10;2;10.0741062164;10.3632001877;4;22.983014226;2;10.0225009918;10.3632001877;3;22.688400507;
11;2;10.1711778641;10.4951858521;4;24.2738182545;2;10.1048898697;10.4951858521;3;23.8809107542;
12;2;10.4616098404;11.0209560394;4;25.4089095592;2;10.3732051849;11.0209560394;3;24.9034298658;
13;2;12.2841091156;11.4571752548;4;26.4029755592;2;12.1703767776;11.4571752548;3;25.7698295116;
14;2;14.2841091156;11.8107032776;4;27.276881218;2;14.1703767776;11.8107032776;3;26.500371933;
15;2;16.2841091156;12.0916318893;4;28.0536293983;2;16.170375824;12.0916318893;4;27.1177392006;
16;2;17.4948120117;12.3113050461;4;28.755402565;3;17.284236908;12.3113050461;4;27.6441450119;
17;2;18.5764026642;12.4808797836;4;29.1808357239;3;18.3263702393;12.4808797836;4;27.878672123;
18;2;19.663520813;12.5;5;29.5913586617;3;19.3705348969;12.5;4;28.0836718082;
19;2;20.6580562592;12.5;5;30.0233430862;3;20.3188266754;12.5;4;28.2969486713;
20;2;20.7552528381;12.5;5;30.4742712975;3;20.3668136597;12.5;5;28.5179448128;
21;2;20.856710434;12.5;5;30.9409928322;3;20.4165382385;12.5;6;28.7459800243;
22;2;20.9617233276;12.5;5;31.4197778702;3;20.4678459167;12.5;6;28.9802544117;
23;3;21.0694503784;12.5;4;31.906411171;3;20.5205574036;12.5;6;29.2198557854;
24;3;21.1789417267;12.5;5;32.3963236809;3;20.5744667053;12.5;6;29.4637694359;
25;3;21.2891731262;12.5;5;32.8847527504;3;20.6293487549;12.5;6;29.7108941078;
26;3;21.3990688324;12.5;5;33.3669252396;3;20.6849517822;12.5;6;29.9600582123;
27;3;21.5075588226;12.5;5;33.8382406235;3;20.7410125732;12.5;7;30.2100424767;
28;3;21.6136035919;12.5;5;34.2944498062;3;20.7972602844;12.5;7;30.4596014023;
29;3;17.625;14.5;5;34.7318048477;3;18.8534107208;13.5;7;30.7074890137;
30;3;16.625;16.5;5;36.1471776962;3;17.9091854095;14.5;7;30.952483654;
31;3;16.625;18.5;5;36.578130722;3;16.9643096924;15.5;7;31.1934113503;
32;3;16.625;20.5;5;36.9841313362;3;16.0185165405;16.5;7;31.429169178;
33;3;16.2432670593;22.5;5;37.3641712666;3;15.446562767;17.5;7;31.6587438583;
34;3;16.2527999878;24.5;5;37.717897296;3;15.4982175827;18.5;7;31.8812294006;
35;3;16.2625999451;26.5;5;38.0455340147;3;15.5482769012;19.5;7;32.0958390236;
36;3;16.2726631165;28.5;6;38.3477947712;3;15.5965633392;20.5;8;32.3019137383;
37;3;16.2829933167;29.9630317688;6;38.6257770061;3;14.0;22.5;8;32.4989256859;
38;3;16.2935829163;31.124671936;6;38.8808662891;3;14.0;24.5;8;32.6864795685;
39;3;16.3044319153;32.2694854736;7;39.1146410704;3;14.0;26.5;9;32.8643078804;
40;3;16.3155345917;33.3985862732;7;39.3287934065;3;14.0;28.5;9;33.0322656631;
41;3;16.3268852234;34.5131759644;8;39.5043625832;3;14.0;30.5;9;33.1903190613;
42;3;16.3384819031;35.5999984741;8;39.5569496155;3;14.0;32.2332229614;11;33.3385381699;
43;3;17.3503131866;34.5999984741;8;39.6105561256;4;14.0;33.3369750977;11;33.4770793915;
44;3;16.3623752594;36.5999984741;9;39.6651450396;4;14.0;34.4339561462;11;33.6061782837;
45;3;17.3746566772;35.5999984741;9;39.72067523;4;14.0;35.5243225098;12;33.7261333466;
46;3;17.3871517181;34.5999984741;10;39.7771017551;4;15.0;33.608291626;13;33.8372926712;
47;3;16.399848938;36.5999984741;11;39.8343759775;4;14.0;34.6861038208;14;33.9400444031;
48;3;17.4127349854;35.5999984741;12;39.8924454451;4;14.0;35.7580299377;14;34.0;
49;3;19.4258003235;33.5999984741;13;39.9512542486;4;15.0;33.7999992371;15;34.0;
50;3;20.9249992371;33.5;14;40.0107431412;4;14.0;34.7999992371;15;34.0;
51;3;21.9249992371;33.5;15;40.0708494186;4;16.0;31.5;16;35.0;
52;3;23.3909416199;33.5;16;40.1315076351;4;19.0;31.5;16;35.0499999523;
53;3;23.9249992371;33.5;16;40.1926498413;4;21.0249996185;31.5;17;35.1019749641;
54;3;24.5499992371;33.5;16;40.2542052269;5;22.2729434967;31.5;16;35.1559499502;
55;3;24.5499992371;33.0779418945;16;40.3161010742;5;23.0249996185;31.5;17;35.2119446993;
56;3;24.5499992371;32.1212692261;17;40.3782629967;5;23.6499996185;31.5;17;35.269973278;
57;3;24.5499992371;31.1647834778;17;40.4406147003;5;23.6499996185;31.3889808655;17;35.3300433159;
58;4;24.5499992371;30.2084312439;16;40.5030794144;5;23.6499996185;30.4310302734;18;35.3921557665;
59;4;24.5499992371;29.252155304;17;40.5655794144;6;23.6499996185;29.4745101929;16;35.4563041925;
60;4;24.5499992371;29.2959060669;17;40.628036499;6;23.6499996185;28.5194129944;16;35.5224741697;
61;4;24.5499992371;29.3396263123;17;40.690372467;6;23.9925556183;27.5;16;35.5906432867;
62;4;24.5499992371;29.3832607269;19;40.7525100708;6;24.007894516;27.5;17;36.6607804298;
63;4;24.5499992371;29.4267578125;20;40.8143725395;6;25.0236759186;28.5;17;36.7728452682;
64;4;24.5499992371;29.4700603485;20;40.8758842945;6;26.0398902893;29.5;17;36.8879723549;
