Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;13.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;12.0;5;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;11.0;5;20.0;
5;1;8.0;10.0;6;20.0;1;8.0;10.0;5;20.0;
6;1;9.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
7;1;9.5;10.0;6;20.0;1;9.5;10.0;5;20.0;
8;1;9.5;10.0;5;20.3999996185;1;9.5;10.0;5;20.3999996185;
9;1;9.59000015259;10.1999998093;5;20.7264003754;1;9.59000015259;10.1999998093;5;20.7264003754;
10;1;9.66343975067;10.3632001877;5;20.9903717041;2;9.66343975067;10.6632003784;4;21.9903717041;
11;2;9.72283363342;10.7951860428;4;23.0419120789;2;9.94783401489;10.4951858521;4;23.0819120407;
12;2;10.184431076;11.0209560394;4;23.9543504715;2;10.1934309006;11.0209560394;4;23.99553442;
13;2;11.9568338394;11.4571752548;4;24.7025904655;2;11.9660997391;11.4571752548;4;24.7449600697;
14;2;13.9568338394;11.8107032776;4;25.3068172932;2;13.9660997391;11.8107032776;4;25.3503712416;
15;2;15.9568338394;12.0916318893;4;25.789717555;2;15.9660997391;12.0916318893;4;25.8344515562;
16;2;16.9854335785;12.3113050461;4;26.1736010313;2;16.9954986572;12.3113050461;4;26.2195074558;
17;2;17.9954986572;12.4808797836;4;26.2577478886;2;18.0058269501;12.4808797836;4;26.3048160076;
18;2;19.0058269501;12.5;5;26.3048160076;2;19.0164165497;12.5;5;26.3530313969;
19;2;19.9185829163;12.5;5;26.3530313969;2;19.9294319153;12.5;5;26.4023760557;
20;2;19.9294319153;12.5;5;26.4023760557;2;19.9405345917;12.5;5;26.4528282881;
21;2;19.9405345917;12.5;4;26.4528282881;2;19.9518871307;12.5;5;26.5043625832;
22;2;19.9518871307;12.5;4;26.5043625832;2;19.9634819031;12.5;6;26.5569496155;
23;2;19.9634819031;12.5;5;26.5569496155;2;19.9753131866;12.5;6;26.6105561256;
24;3;19.9753131866;12.5;4;26.6105561256;2;19.9873752594;12.5;6;26.6651450396;
25;3;19.9873752594;12.5;5;26.6651450396;2;19.9996566772;12.5;6;26.72067523;
26;4;19.9996566772;12.5;4;26.72067523;2;20.0121517181;12.5;7;26.7771017551;
27;4;20.0121517181;12.5;5;26.7771017551;2;20.024848938;12.5;7;26.8343759775;
28;4;20.024848938;12.5;5;26.8343759775;2;20.0377349854;12.5;6;26.8924454451;
29;4;18.0377349854;13.5;5;26.8924454451;2;18.0508003235;13.5;6;26.9512542486;
30;4;17.0508003235;14.5;6;26.9512542486;3;17.064031601;14.5;5;27.0107431412;
31;4;16.064031601;15.5;6;27.0107431412;3;15.625;15.5;5;27.0708494186;
32;4;15.0774173737;16.5;6;27.0708494186;3;15.0909414291;16.5;5;27.1315076351;
33;4;14.4659414291;17.5;6;27.1315076351;3;14.4795894623;17.5;5;27.1926498413;
34;4;14.4795894623;18.5;6;27.1926498413;3;14.4933462143;18.5;5;27.2542052269;
35;5;14.4933462143;19.5;4;37.2542052269;3;14.5071964264;19.5;5;27.3161010742;
36;5;15.0;20.5;5;38.7161006927;3;14.5211229324;20.5;5;27.3782629967;
37;5;17.5211219788;21.5;5;39.172662735;3;14.5351085663;21.5;5;27.4406147003;
38;5;19.5351085663;22.5;5;39.6027493477;3;14.5491380692;22.5;6;27.5030794144;
39;5;20.7831802368;23.5;5;40.0056959391;3;14.5631923676;23.5;6;27.5655794144;
40;5;21.8018226624;24.5;5;40.3814486265;3;14.577255249;24.5;7;27.628036499;
41;5;22.820514679;25.5;6;40.7304756641;3;15.5913085938;26.3999996185;6;28.690372467;
42;5;23.8392353058;26.5;6;41.0536721945;3;16.0;26.5;6;28.8625100851;
43;5;24.3661842346;27.5;8;41.3522601128;3;16.6193141937;27.5;8;30.3778269291;
44;5;24.4818286896;28.5;8;41.6276905537;3;16.6518135071;28.5;9;31.6425896883;
45;5;24.5870742798;29.5;9;41.8815593719;3;16.6850757599;29.5;9;32.6916882992;
46;5;24.7686290741;29.3305492401;11;42.1155356169;3;16.7190227509;30.5;10;33.5667076111;
47;5;25.8367462158;31.3305492401;12;42.2272258997;4;16.7535667419;31.5;9;49.3084558249;
48;5;26.8500003815;33.3305511475;12;42.3090193272;5;17.7886142731;32.5;8;50.8883006573;
49;5;27.8500003815;35.3305511475;13;42.3902925253;5;18.8240623474;33.5;10;52.3508195877;
50;5;29.5513210297;37.3305511475;12;42.4709720612;5;20.8598060608;34.5;9;53.7141239643;
51;5;30.4809684753;37.5;13;42.5509878397;5;22.895734787;36.5;10;54.9695756435;
52;6;30.2025623322;37.4221687317;13;57.6302725077;5;24.9317340851;38.5;11;56.1164822578;
53;7;30.7763996124;37.5;10;73.4587625265;5;26.9676895142;40.5;12;57.1603984833;
54;7;33.2280693054;37.5;11;74.9557723999;5;28.6172962189;42.5;13;58.1110341549;
55;8;35.551940918;38.5;10;76.289786458;5;29.7678985596;41.5;14;58.9802217484;
56;8;34.4749984741;42.5;10;77.4624422789;5;30.4217987061;40.5;15;59.7802586555;
57;8;35.4749984741;47.5;11;78.4812271595;6;30.5319728851;39.5;11;77.73523283;
58;8;36.4749984741;50.0095443726;12;79.3577388525;6;31.6178646088;39.5;11;79.5981669426;
59;8;37.4749984741;51.061126709;12;80.1060243845;6;32.6512451172;39.5;11;81.320535183;
60;8;37.5599021912;52.1119422913;11;80.7411572933;6;32.6838531494;39.5;11;82.8832874298;
61;8;37.705909729;53.1619644165;12;81.1844322681;6;32.7156105042;39.5;12;84.2808227539;
62;9;37.7986221313;54.2111701965;11;82.3707669973;6;32.7464561462;39.5;13;85.5184526443;
63;9;38.8249969482;56.2595367432;12;82.4786440134;6;32.7763214111;40.5;13;86.6088495255;
64;9;39.8249969482;58.3070526123;13;82.5864635706;6;32.8051643372;41.5;14;87.5685129166;
65;9;39.8249969482;60.3536949158;15;82.6942095757;6;32.8329391479;42.5;16;88.4149441719;
66;9;39.8249969482;62.3994598389;15;85.3031297922;7;32.8596191406;43.5;15;89.084687233;
67;9;40.2412490845;64.4994812012;17;87.4757041931;7;32.885181427;44.5;15;89.528711319;
68;9;40.5947418213;66.4797134399;18;90.2697343826;7;32.909614563;45.5;16;89.9560537338;
69;10;41.8920516968;68.6283569336;18;91.7659426928;8;33.9329109192;47.5;15;91.3649988174;
70;10;43.1401824951;69.7934570312;18;92.7949537039;8;34.955078125;49.5;16;91.7941746712;
71;10;43.3249969482;72.8887710571;20;93.031093359;8;35.2101211548;51.5;16;95.1756819487;
72;11;41.3249969482;76.0793609619;20;93.2681126595;8;35.435585022;54.0800018311;16;96.3789880276;
73;11;40.3249969482;79.2308731079;21;93.5057915449;8;35.6391372681;56.5082702637;16;97.343547821;
74;11;39.3249969482;81.3827285767;22;93.7439134121;8;35.7901954651;57.8158721924;17;98.0593954325;
75;11;38.3249969482;84.4618911743;23;94.98226583;8;35.887008667;59.0;16;99.4017343521;
76;13;41.3249969482;84.5130844116;21;95.3206390142;8;36.9018554688;61.0;16;102.396190047;
77;13;42.3249969482;87.5815048218;22;95.6677250862;8;39.0864143372;64.0;17;104.086364627;
78;14;40.3249969482;92.652015686;22;96.0238825083;9;40.2400741577;67.0;15;105.493752837;
79;14;40.3249969482;94.7245330811;19;96.3894581795;10;40.3671684265;70.0;13;106.650198698;
80;14;39.0249977112;98.056968689;19;96.7647763491;10;40.4719772339;73.0;14;107.202799797;
81;14;39.0249977112;102.91381073;20;97.150124073;10;40.509059906;75.0;15;107.655666947;
82;15;40.0249977112;104.971008301;20;98.5457355976;10;40.5379867554;76.0;15;108.086631417;
83;16;40.0249977112;111.025848389;20;98.9559849501;10;40.5648612976;77.0;15;108.468798876;
84;16;41.0249977112;117.078338623;22;99.3728846312;10;40.5897636414;78.0;16;109.743696928;
85;17;42.0249977112;119.26335144;21;99.8006548882;11;41.61277771;80.0;15;111.004370451;
86;17;41.0249977112;124.311218262;22;100.239137053;11;43.625;83.0;15;111.244844317;
87;17;41.0249977112;128.896011353;23;100.666149497;11;44.625;86.0;15;111.489822507;
88;17;42.0249977112;129.586334229;24;101.066078424;11;44.625;89.0;17;111.739056587;
89;17;42.0249977112;131.366821289;25;101.478310347;11;44.625;92.0;18;111.992273927;
90;17;43.0249977112;132.463012695;28;101.90192616;11;44.625;94.0;18;112.249178767;
91;18;42.0249977112;132.559387207;28;102.335808635;11;44.625;95.0;18;112.509454846;
92;18;42.0249977112;132.655700684;30;102.778644919;11;44.625;95.3000030518;19;112.772765875;
93;19;43.0249977112;133.751785278;29;103.228933454;11;44.625;95.3000030518;20;113.038758993;
94;19;44.0249977112;137.830856323;29;103.685000062;11;44.625;95.3000030518;20;113.307066083;
95;19;45.0249977112;138.950912476;26;104.145021439;11;44.625;95.3000030518;22;113.577307463;
96;19;46.0249977112;140.069641113;23;104.607053399;11;44.625;95.3000030518;22;113.849094629;
97;19;47.0249977112;141.186752319;22;106.069069743;12;42.447467804;93.9804840088;21;113.13696444;
98;19;48.3249969482;142.302032471;21;106.679000735;12;44.4074783325;96.3000030518;18;114.006878614;
99;20;52.477897644;145.415206909;21;109.616588473;12;45.5023651123;98.3000030518;17;114.277398109;
100;20;57.2356567383;148.479324341;20;111.534370422;12;44.625;99.3000030518;13;114.548137546;
