Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.0;6;20.0;2;8.0;12.3000001907;5;21.0;
4;1;8.0;11.0;6;20.0;2;8.14999961853;11.0;5;21.0900000334;
5;1;8.0;10.0;6;20.0;2;8.16349983215;10.0;5;21.1871190071;
6;1;9.0;10.0;6;20.0;2;9.26710128784;10.0;5;21.2917383909;
7;1;9.5;10.0;6;20.0;2;9.79064083099;10.0;5;21.4042263031;
8;1;9.5;10.0;5;20.3999996185;2;9.81595134735;10.0;5;21.9389723539;
9;1;9.59000015259;10.1999998093;4;20.7264003754;2;9.93626880646;10.1999998093;5;22.4109756947;
10;2;9.66343975067;10.8632001877;3;21.9903717041;2;10.0424690247;10.3632001877;5;22.831872344;
11;2;9.72283363342;10.4951858521;3;23.251912117;2;10.1371707916;10.4951858521;5;24.1073114872;
12;2;9.95943069458;11.0209560394;3;25.2575852871;2;10.4241456985;11.0209560394;5;25.2262470722;
13;2;11.7228336334;11.8980131149;3;27.0340659618;2;12.2430105209;11.4571752548;5;26.2035200596;
14;2;13.7228336334;12.6361627579;3;28.5854053497;2;14.2430105209;11.8107032776;5;27.060199976;
15;2;15.7228336334;13.2335596085;3;29.9416079521;2;16.2430095673;12.0916318893;5;27.819549799;
16;2;16.7228336334;13.7010850906;3;31.1476593018;2;17.4421443939;12.3113050461;5;28.5040667057;
17;2;17.7228336334;14.0570163727;3;32.2532501221;2;17.7228336334;13.4808797836;5;28.912750721;
18;2;19.5348567963;14.3221273422;4;33.272726059;2;18.7228336334;13.673825264;6;29.3074398041;
19;2;20.6841964722;14.5;4;33.6301641464;2;19.625;13.7922325134;6;29.7249407768;
20;2;21.5667858124;14.3000001907;4;34.1237740517;2;20.625;12.5;6;30.1631817818;
21;2;21.6778488159;14.1199998856;4;34.7480168343;2;20.7867164612;12.5;6;30.6194429398;
22;2;21.8183021545;13.9580001831;4;35.4926967621;2;20.8893737793;12.5;6;31.0903835297;
23;2;21.9858570099;13.8122005463;4;36.3421812057;2;20.9953365326;12.5;7;31.5721096992;
24;2;20.1564407349;14.6809806824;6;37.2751893997;3;21.1037254333;12.5;6;32.0602788925;
25;4;20.1032981873;15.5628824234;4;38.265378952;3;21.2135620117;12.5;6;32.550242424;
26;4;20.0554676056;16.4565944672;5;39.2828197479;3;21.3238048553;12.5;6;33.0372152328;
27;4;20.0124206543;17.3609352112;5;40.2962665558;3;21.4333724976;12.5;6;33.516456604;
28;4;19.9736785889;18.2748413086;6;41.2758607864;3;21.5412025452;12.5;6;33.9834604263;
29;4;19.9388103485;19.1973571777;6;42.1957569122;3;17.625;14.5;6;34.4341192245;
30;4;19.9074287415;20.127620697;6;43.0361461639;3;16.625;16.5;6;34.8648700714;
