Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.0;4;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.0;4;20.0;1;8.0;12.0;6;20.0;
4;1;8.0;11.0;4;20.0;1;8.0;11.0;6;20.0;
5;1;8.0;10.0;3;20.0;1;8.0;10.0;6;20.0;
6;1;9.0;10.0;3;20.0;1;9.0;10.0;4;20.0;
7;2;9.5;10.3000001907;2;21.0;1;9.5;10.0;4;20.0;
8;2;9.72500038147;10.0;2;21.469999671;1;9.5;10.0;4;20.3999996185;
9;2;9.83075046539;10.1999998093;2;21.8705514669;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;9.92087364197;10.3632001877;2;22.2129640579;2;9.66343975067;10.6632003784;3;21.9903717041;
11;2;9.99791717529;10.4951858521;2;23.3718163967;2;9.94783401489;10.4951858521;3;23.0619120598;
12;2;10.2586593628;11.0209560394;2;24.3595588207;2;10.1889305115;11.0209560394;3;23.9545464516;
13;2;12.0480051041;11.4571752548;2;25.1902494431;2;11.9568777084;11.4571752548;3;24.6819883585;
14;2;14.0480051041;11.8107032776;2;25.884378314;2;13.9568777084;11.8107032776;2;25.2644146681;
15;2;16.0480060577;12.0916318893;3;26.4648982286;2;15.9568777084;12.0916318893;2;25.7245066166;
16;3;17.137348175;12.3113050461;2;26.9543362856;2;16.9707603455;12.3113050461;2;26.0845712423;
17;3;18.171163559;12.4808797836;2;27.1521308422;2;17.9754657745;12.4808797836;2;26.1438889503;
18;3;19.2070636749;12.5;2;27.3210272789;2;18.9802093506;12.5;3;26.1651208401;
19;3;20.1472320557;12.5;2;27.4992582798;2;19.8871517181;12.5;3;26.1864993572;
20;3;20.1873321533;12.5;2;27.6867210865;3;19.8919620514;12.5;2;26.2080165148;
21;3;20.229511261;12.5;2;27.8832085133;3;19.625;12.5;2;26.2296639681;
22;3;20.2737216949;12.5;2;28.0884003639;3;19.9016742706;12.5;3;26.2514331341;
23;3;20.3198890686;12.5;2;28.3018581867;3;19.9065723419;12.5;3;26.2733153105;
24;3;20.3679180145;12.5;3;28.5230212212;3;19.9114952087;12.5;3;26.2953014374;
25;3;19.625;13.5;3;28.7512066364;3;19.9164428711;12.5;3;26.3173824549;
26;3;20.4690208435;12.5;3;28.9856116772;3;19.9214115143;12.5;3;26.3395489454;
27;3;20.5217628479;12.5;3;29.2253217697;3;19.926399231;12.5;3;26.3617914915;
28;3;20.5756969452;12.5;4;29.4693202972;3;19.9314041138;12.5;4;27.3841004372;
29;3;18.6305961609;13.5;4;29.716504097;3;18.936422348;13.5;4;27.4064661264;
30;3;17.686214447;14.5;4;29.9657006264;3;18.9414558411;14.5;4;27.428878665;
31;3;16.7422828674;15.5;4;30.2156887054;3;18.9464988708;15.5;4;27.4513280392;
32;4;16.7985305786;17.2000007629;4;31.4652233124;3;18.95154953;16.5;4;27.4738043547;
33;4;17.229675293;17.5;4;31.7430589199;3;19.3316059113;17.5;4;27.4962974787;
34;4;17.5171890259;18.5;4;32.0185654163;3;19.5616664886;18.5;4;27.5187973976;
35;4;17.5791778564;19.5;4;32.290563345;3;19.5667285919;19.5;4;27.5412938595;
36;4;17.6403770447;20.5;4;32.5579435825;3;19.5717906952;20.5;5;27.5637768507;
37;4;17.7005367279;21.5;5;32.8196853399;3;19.5768489838;21.5;5;27.5862361193;
38;5;17.7594299316;22.5;6;33.0748749971;3;19.5819034576;22.5;5;27.6086617708;
39;5;17.8168468475;23.5;6;33.322716713;3;19.5869483948;23.5;6;27.6310436726;
40;5;17.8726119995;24.5;6;33.5625412464;3;19.5919857025;24.5;6;27.6533719301;
41;5;16.282617569;26.5;8;33.7938091755;3;19.5970096588;25.5;7;27.6756366491;
42;5;16.2903709412;28.5;9;34.0161123276;3;19.6020183563;26.5;7;27.6978281736;
43;5;16.2982406616;30.5;10;34.229169488;3;19.607011795;27.5;8;27.7199368477;
44;5;16.3062152863;32.5;11;34.4328193665;3;19.6119861603;28.5;10;27.7419531345;
45;5;16.3142967224;34.5;11;34.6270120144;4;19.6169395447;29.5;10;27.7638677359;
46;5;17.322479248;33.2356414795;12;34.8117976189;4;20.6218700409;27.5;11;27.7856714725;
47;6;16.3307552338;34.3392410278;11;47.7373145819;5;21.4017753601;28.5;11;42.8073554039;
48;6;17.3391227722;35.4360694885;11;48.5412751436;5;23.6316547394;30.5;11;43.5789107084;
49;6;19.0;36.4360694885;11;49.2829850912;5;25.636505127;32.5;11;44.2697033882;
50;6;20.3561115265;38.4360694885;12;49.9601188898;5;26.6413249969;34.5;12;44.878891468;
51;6;21.0;40.4360656738;13;50.5725615025;5;27.2711105347;36.5;12;45.4089903831;
52;6;23.3733959198;42.4360656738;14;51.0852059126;5;27.2758617401;36.5;13;45.8650047779;
53;6;26.0;41.4360656738;16;51.4879131317;6;27.2805786133;36.5;13;47.2535569668;
54;7;28.625;40.4360656738;13;80.5921624899;6;28.2852554321;37.5;14;47.6120973825;
55;7;28.6499996185;41.679813385;14;82.9148044586;6;29.2898921967;38.5;13;47.9188623428;
56;7;31.6499996185;39.771396637;15;84.7197333574;6;29.533121109;39.5;15;48.0875134468;
57;7;34.6500015259;39.7991638184;15;86.0577970743;6;29.5446910858;41.5;15;48.1235172749;
58;7;37.0765419006;38.5;16;86.8788429499;6;29.5527935028;43.5;15;48.1558350325;
59;7;38.1875;39.5;15;87.4511158466;6;29.5600643158;44.5;12;48.1887089014;
60;8;39.1875;38.8829116821;13;97.515581131;6;29.0750007629;47.2320976257;12;48.2221269608;
61;8;41.1875;39.9109077454;13;97.9555783272;6;29.3499794006;47.4000015259;12;49.2560760975;
62;8;41.1875;41.9389038086;13;98.3699476719;6;30.0750007629;50.2792549133;13;49.3305418491;
63;8;41.1875;43.966884613;15;98.7573952675;6;31.0750007629;52.3033828735;14;49.4066925049;
64;8;39.1875;46.9948196411;16;99.1173079014;6;31.3732414246;53.4000015259;15;49.4845126867;
65;8;39.1624984741;50.0226898193;17;99.4496843815;6;31.0750007629;56.3526725769;14;49.5639828444;
66;8;39.5374984741;52.0504760742;18;99.7550466061;6;31.6518974304;56.7000007629;14;49.6450792551;
67;8;39.9625015259;54.0781517029;19;100.034344196;6;31.397480011;57.5482902527;15;49.727773428;
68;9;39.9625015259;56.1056976318;20;104.162947655;6;31.3579940796;57.7000007629;17;49.8518880606;
69;9;40.783657074;58.1491508484;21;107.303459406;6;31.0750007629;58.6963233948;18;51.590231061;
70;9;41.379737854;59.735710144;21;109.647012949;6;31.2043418884;59.6187705994;18;53.0195339918;
71;9;41.7981719971;60.8875617981;22;111.350437403;6;31.3919792175;60.8337593079;19;54.1849688292;
72;9;42.0755157471;63.0309677124;22;111.993229628;6;31.9615879059;60.0045890808;21;55.1337862015;
73;9;42.0999984741;65.1662521362;23;112.364213705;6;32.4722442627;59.4898262024;21;55.7473622561;
