Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;13.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;12.0;4;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;11.0;4;20.0;
5;1;8.0;10.0;6;20.0;1;8.0;10.0;3;20.0;
6;2;10.0;10.3000001907;5;21.0;1;9.0;10.0;3;20.0;
7;2;11.5;10.0;5;21.0599999428;1;9.5;10.0;3;20.0;
8;2;12.5;10.0;5;21.5335636139;1;9.5;10.0;3;20.3999996185;
9;2;12.8450517654;10.1999998093;5;21.9377998114;1;9.59000015259;10.1999998093;3;20.7264003754;
10;2;12.9360046387;10.3632001877;5;22.2840082645;1;9.66343975067;10.3632001877;3;20.9903717041;
11;2;13.0139017105;10.4951858521;4;23.4481773376;1;9.72283363342;10.4951858521;3;22.0419120789;
12;2;13.2758407593;11.0209560394;4;24.4414664507;2;9.95943069458;11.5209560394;2;23.9143505096;
13;2;16.0392436981;11.4571752548;4;25.2779132128;2;11.7228336334;11.9571752548;2;24.6514065266;
14;2;18.0392436981;11.8107032776;4;25.9779809713;2;13.7228336334;12.3257036209;2;25.2438547611;
15;2;19.1266441345;12.0916318893;4;26.5645889044;2;15.7228336334;12.6219272614;2;25.7143762112;
16;2;19.7228336334;12.8938989639;4;27.060223341;3;16.7228336334;12.8571882248;1;26.0852768421;
17;2;21.1949882507;12.4808797836;4;27.2642745972;3;17.7228336334;13.0426387787;1;26.1558350325;
18;2;22.23229599;12.5;5;27.439432621;3;18.7228336334;12.5;1;26.1887089014;
19;2;23.173871994;12.5;5;27.6238675117;3;19.625;12.5;1;26.2221269608;
20;2;23.2153701782;12.5;5;27.8174073696;3;19.625;12.5;1;26.2560760975;
21;2;23.2589168549;12.5;5;28.0197701454;3;19.625;13.2536458969;1;26.2905418873;
22;2;23.3044471741;12.5;5;28.2305569649;3;19.625;13.2743253708;1;26.3255085945;
23;3;23.3518753052;12.5;4;28.4492475986;0;0;0;0;0;
