Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;8.0;11.0;5;20.0;1;8.0;11.0;6;20.0;
5;1;8.0;10.0;5;20.0;1;8.0;10.0;6;20.0;
6;1;9.0;10.0;5;20.0;1;9.0;10.0;6;20.0;
7;2;9.5;10.3000001907;4;21.0;1;9.5;10.0;6;20.0;
8;2;9.72500038147;10.0;4;21.469999671;1;9.5;10.0;6;20.3999996185;
9;2;9.83075046539;10.1999998093;4;21.8705514669;1;9.59000015259;10.1999998093;6;20.7264003754;
10;2;9.92087364197;10.3632001877;3;22.2129640579;2;9.66343975067;10.6632003784;5;21.9903717041;
11;2;9.99791717529;10.4951858521;3;23.3718163967;2;9.94783401489;10.4951858521;5;23.0819120407;
12;2;10.2586593628;11.0209560394;3;24.3595588207;2;10.1934309006;11.0209560394;5;23.99553442;
13;2;12.0480051041;11.4571752548;3;25.1902494431;2;11.9660997391;11.4571752548;5;24.7449600697;
14;2;14.0480051041;11.8107032776;3;25.884378314;2;13.9660997391;11.8107032776;5;25.3503712416;
15;2;16.0480060577;12.0916318893;3;26.4648982286;2;15.9660997391;12.0916318893;5;25.8344515562;
16;2;17.137348175;12.3113050461;3;26.9543362856;2;16.9954986572;12.3113050461;5;26.2195074558;
17;2;18.171163559;12.4808797836;3;27.1521308422;2;18.0058269501;12.4808797836;5;26.3048160076;
18;2;19.2070636749;12.5;4;27.3210272789;2;19.0164165497;12.5;5;26.3530313969;
19;2;20.1472320557;12.5;4;27.4992582798;2;19.9294319153;12.5;5;26.4023760557;
20;2;20.1873321533;12.5;5;27.6867210865;2;19.9405345917;12.5;6;26.4528282881;
21;2;20.229511261;12.5;5;27.8832085133;2;19.9518871307;12.5;7;26.5043625832;
22;2;20.2737216949;12.5;5;28.0884003639;2;19.9634819031;12.5;7;26.5569496155;
23;2;20.3198890686;12.5;5;28.3018581867;2;19.9753131866;12.5;7;26.6105561256;
24;2;20.3679180145;12.5;5;28.5230212212;3;19.9873752594;12.5;6;26.6651450396;
25;2;19.625;13.5;5;28.7512066364;3;19.9996566772;12.5;7;26.72067523;
26;2;20.4690208435;12.5;5;28.9856116772;3;20.0121517181;12.5;8;26.7771017551;
27;2;20.5217628479;12.5;5;29.2253217697;3;20.024848938;12.5;8;26.8343759775;
28;2;20.5756969452;12.5;5;29.4693202972;3;19.625;13.2337503433;8;26.8924454451;
29;2;18.6305961609;13.5;5;29.716504097;3;18.0508003235;13.5;8;26.9512542486;
30;2;17.686214447;14.5;5;29.9657006264;3;17.064031601;14.5;8;27.0107431412;
31;2;16.7422828674;15.5;5;30.2156887054;3;16.0774173737;15.5;8;27.0708494186;
