Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_REPLICON;Research_KI_6_SP_REPLICON;Industry_KI_6_SP_REPLICON;Ships_KI_6_SP_REPLICON;Population_KI_6_SP_REPLICON;
1;1;6.0;14.0;4;20.0;2;6.0;14.3000001907;3;21.0;
2;1;7.0;13.0;4;20.0;2;7.15000009537;13.0;3;21.0299999714;
3;1;8.0;12.0;4;20.0;2;8.15450000763;12.0;3;21.0605909824;
4;1;8.0;11.0;4;20.0;2;8.15908908844;11.0;3;21.091766119;
5;1;8.0;10.0;4;20.0;2;8.16376495361;10.0;3;21.1235172749;
6;1;9.0;10.0;4;20.0;2;9.25279140472;10.0;3;21.1558350325;
7;1;9.5;10.0;4;20.0;2;9.76006317139;10.0;2;21.1887089014;
8;1;9.5;10.0;4;20.3999996185;2;9.76745986938;10.0;2;21.6340136528;
9;1;9.59000015259;10.1999998093;3;20.7264003754;2;9.86765289307;10.1999998093;2;22.0068871975;
10;1;9.66343975067;10.3632001877;3;20.9903717041;2;9.95154953003;10.3632001877;2;22.3184864521;
11;1;9.72283363342;10.4951858521;3;22.0419120789;2;10.0216598511;10.4951858521;2;23.4320747852;
12;1;9.95943069458;11.0209560394;3;22.9143505096;2;10.2722177505;11.0209560394;2;24.3685975075;
13;1;11.7228336334;11.4571752548;3;23.6214065552;2;12.0500392914;11.4571752548;2;25.1417599916;
14;1;12.7228336334;11.8107032776;3;24.1832637787;2;14.0500392914;11.8107032776;2;25.771723628;
15;1;13.7228336334;12.0916318893;4;24.6226100922;2;16.0500392914;12.0916318893;3;26.2811454535;
16;2;14.7228336334;12.3113050461;4;24.9617595673;3;17.0960044861;12.3113050461;3;26.6922996044;
17;2;15.7228336334;12.4808797836;5;25.0;3;18.1122055054;12.4808797836;4;26.8044247627;
18;2;16.7228336334;12.5;5;25.0;3;19.1288299561;12.5;4;26.8801307678;
19;2;17.625;12.5;5;25.0;3;20.0480289459;12.5;4;26.9575897455;
20;3;18.625;12.8000001907;4;26.0;3;20.0654582977;12.5;4;27.0367236137;
21;3;19.625;12.5;4;26.0399999619;3;20.0832633972;12.5;4;27.1174445152;
22;3;19.8589992523;12.5;4;26.0811839104;3;20.1014251709;12.5;4;27.1996555328;
23;3;19.8682670593;12.5;5;26.1235535145;3;20.1199226379;12.5;5;27.2832500935;
24;3;19.8777999878;12.5;5;26.1671074629;3;20.1387310028;12.5;5;27.3681128025;
25;3;19.8875999451;12.5;6;26.211841464;3;20.15782547;12.5;6;27.4541199207;
26;3;19.625;12.9847364426;6;26.2577478886;3;20.1771774292;12.5;6;27.5411400795;
27;3;19.9079933167;12.5;6;26.3048160076;3;20.1967563629;12.5;6;27.6290345192;
28;3;19.9185829163;12.5;6;26.3530313969;4;19.625;13.5;5;27.7176582813;
29;3;19.9294319153;12.5;6;26.4023760557;4;18.2364730835;13.5;5;27.8068611622;
30;3;17.9405345917;13.5;6;26.4528282881;4;17.2565441132;14.5;5;27.8964881897;
31;3;16.9518871307;14.5;6;26.5043625832;4;16.2767105103;15.5;4;27.9863810539;
32;3;15.9634819031;15.5;6;26.5569496155;4;15.2969360352;16.5;4;28.0763792992;
33;3;14.9753131866;16.5;6;26.6105561256;4;14.6921854019;17.5;5;28.1663210392;
34;3;14.3623752594;17.5;6;26.6651450396;4;14.7124223709;18.5;5;28.2560443878;
35;3;14.3746576309;18.5;6;26.72067523;4;14.7326097488;19.5;5;28.3453888893;
36;3;14.3871517181;19.5;6;26.7771017551;4;14.7527122498;20.5;5;28.4341959953;
37;3;14.3998479843;20.5;5;26.8343759775;4;14.772693634;21.5;5;28.5223107338;
38;3;14.4127349854;21.5;5;26.8924454451;4;14.7925205231;22.5;5;28.6095826626;
39;3;14.4258003235;22.5;5;26.9512542486;4;14.8121566772;23.5;5;29.6958668232;
40;3;14.439031601;23.5;5;27.0107431412;4;15.8315696716;24.5;5;29.8110244274;
41;3;14.4524173737;24.5;5;27.0708494186;4;16.850730896;25.5;6;29.9255154133;
42;3;14.4659414291;25.5;4;27.1315076351;4;16.8696079254;26.5;6;30.0392096043;
43;3;14.4795894623;26.5;5;27.1926498413;4;16.888174057;27.5;7;30.1519844532;
44;4;15.4933462143;28.2000007629;4;28.2542052269;4;16.9064044952;28.5;8;30.2637246847;
45;4;16.5071964264;29.2000007629;5;28.4461010695;4;16.9242744446;29.5;8;30.374324441;
46;4;16.2542495728;30.5;7;28.6536940336;4;17.0;28.5;10;30.4836854935;
47;4;17.0;30.0575847626;7;28.8783388138;4;16.9588508606;28.5;10;30.591719389;
48;4;16.3234882355;30.2084312439;9;29.121414423;4;16.9755191803;29.5;10;30.6983458996;
49;3;14.5631923676;29.5;9;27.5655794144;5;17.0;28.5;8;32.4218285084;
50;3;15.577255249;27.5;8;27.628036499;5;20.0;30.5;8;32.7258117199;
51;3;14.5913085938;28.5;8;27.690372467;6;22.0228824615;32.5;8;33.0493648052;
52;3;15.0;27.5;8;27.7525100708;6;22.0;34.5;9;33.3937432766;
53;3;16.0;27.5;8;27.8143725395;6;24.322479248;36.5;9;33.7600514889;
54;3;17.0;27.5;8;27.8758842945;6;24.6910820007;37.5;10;34.1491738558;
55;3;18.0;27.5;9;27.936971426;7;24.7045345306;37.5;9;34.5616985559;
56;3;19.0;27.5;9;27.9975619316;7;24.7175121307;35.5;10;34.9978376627;
57;3;19.625;26.5;11;28.0575861931;7;23.9811115265;35.5;11;35.4573465586;
58;3;19.625;25.5;12;28.1169772148;7;23.625;36.5;11;35.9234006405;
59;3;19.625;24.5;12;28.1756706238;7;23.9983959198;35.5;11;36.377376914;
60;3;19.625;23.5;12;28.2336053848;7;23.625;37.0;11;36.8525967598;
