Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_SCYLIOR;Research_KI_6_SP_SCYLIOR;Industry_KI_6_SP_SCYLIOR;Ships_KI_6_SP_SCYLIOR;Population_KI_6_SP_SCYLIOR;
1;1;6.0;14.1000003815;4;23.0;1;11.8999996185;8.625;4;17.25;
2;1;7.0;13.1000003815;6;23.0;1;11.8999996185;8.625;4;17.25;
3;1;8.0;12.1000003815;6;23.0;1;11.8999996185;8.625;4;17.25;
4;1;9.0;11.5;6;23.0;1;11.8999996185;8.625;4;17.25;
5;1;9.60000038147;11.5;6;23.0;1;12.8999996185;8.625;4;17.25;
6;1;10.6000003815;11.5;6;23.0;1;13.8999996185;8.625;4;17.25;
7;1;11.6000003815;11.5;6;23.0;2;15.5;8.625;3;18.5949993134;
8;2;11.8999996185;11.6999998093;5;24.4599990845;2;16.156999588;8.79749965668;3;18.8861961365;
9;2;12.3380002975;11.7299995422;5;24.876283288;2;16.3317184448;8.94309806824;3;19.696713686;
10;2;12.462884903;11.9106416702;5;25.1124446392;2;16.8180274963;9.3333568573;3;20.396187067;
11;2;12.5337343216;12.0;5;26.4057523012;2;18.8180274963;9.6677980423;3;20.9908788204;
12;2;14.5081110001;12.6000003815;5;27.463359952;2;20.8180274963;9.94955635071;3;21.4904358387;
13;2;16.5081100464;13.0788002014;5;28.3138606548;2;21.8741378784;10.1834592819;3;21.9062794447;
14;2;18.5081100464;13.4505519867;5;28.9927403927;2;22.8935279846;10.3752222061;3;22.2503181696;
15;2;19.6044883728;13.7328653336;5;29.5358868837;2;23.9132537842;10.5308046341;3;22.4721269608;
16;2;20.6410121918;13.943564415;5;29.7782059908;2;24.933303833;10.625;3;22.5060760975;
17;2;21.6798477173;14.0;6;29.9155154228;2;25.9536724091;10.625;3;22.5405418873;
18;2;22.7210388184;14.0;6;30.0607974529;2;26.9743518829;10.625;4;22.5755085945;
19;2;23.0182380676;14.0;6;30.214104414;3;27.5453052521;10.625;4;22.6109591722;
20;2;23.0642318726;14.0;6;30.3754217625;3;26.75;10.625;5;22.6468753815;
21;3;23.1126251221;14.0;6;30.5446605682;3;27.5881252289;10.625;5;22.6832377911;
22;4;22.3999996185;14.0;5;30.721650362;3;27.6099433899;10.625;5;22.7200255394;
23;4;22.3999996185;14.0;5;30.9061334133;3;27.6320152283;10.625;5;22.7572168112;
24;4;23.2718391418;14.0;5;31.0977599621;3;27.6543292999;10.625;5;22.7947884798;
25;4;23.3293266296;14.0;5;31.2960860729;3;27.6768722534;10.625;5;22.8327163458;
26;4;23.3888244629;14.0;5;31.500572443;3;27.6996307373;10.625;5;22.8709751368;
27;4;23.4501724243;14.0;5;31.7105867863;3;27.7225856781;10.625;5;22.9095385075;
28;4;23.5131759644;14.0;5;31.9254078865;3;27.7457237244;10.625;5;22.9483793974;
29;4;23.57762146;14.0;5;32.1442332268;3;27.76902771;10.625;6;22.9874696732;
30;4;23.6432685852;14.0;5;32.3661885262;4;26.75;11.4937343597;5;23.0267804861;
31;4;22.3999996185;15.0;5;32.5903406143;4;26.75;11.5133905411;5;23.0662822723;
32;4;23.3999996185;14.0;5;32.8157105446;4;26.75;11.5331411362;5;23.1059447527;
33;4;23.8447132111;14.0;5;33.0412921906;4;26.75;11.5529727936;5;23.1457372904;
34;4;23.9123878479;14.0;5;33.2660684586;4;26.75;11.5728683472;5;23.1856285334;
35;4;23.9798202515;14.0;6;33.4890303612;4;27.75;13.5728683472;5;23.2255871296;
36;4;22.3999996185;15.0;6;33.7091937065;4;27.9353523254;15.5728683472;5;23.265581131;
37;4;23.3999996185;14.0;5;33.9256181717;4;27.9593486786;17.5728683472;6;23.3055787086;
38;4;24.1776847839;14.0;5;34.1374225616;4;27.9833469391;19.5728683472;6;23.3455479145;
39;4;23.3999996185;15.5;4;35.3437981606;4;28.0073280334;20.625;6;23.385456562;
40;4;25.3999996185;14.5;4;35.574021101;4;28.0312728882;20.625;7;23.42527318;
41;4;26.6722068787;17.5;4;35.7980520725;4;28.0551643372;20.625;7;23.4649660587;
42;4;26.7394161224;20.5;5;36.0153520107;4;28.0789794922;20.625;6;23.5045039654;
43;4;26.804605484;23.5;5;36.2254831791;4;28.1027030945;20.625;7;24.543856144;
44;4;26.8676452637;26.5;5;36.428108573;4;29.1263141632;21.625;7;24.6229925156;
45;4;26.9284324646;29.0;6;36.6229888201;4;30.1497955322;22.625;7;24.7030675411;
46;5;26.9868965149;29.0;5;36.8099784851;4;30.8218402863;23.625;8;24.7840542793;
47;6;27.0429935455;29.0;4;36.9890186787;4;30.8704319;24.625;9;24.8659230471;
48;6;27.0967063904;29.0;4;37.1601297855;4;30.9195537567;25.625;9;24.9486426115;
49;6;27.1480388641;29.0;5;37.3234033585;4;30.2420806885;25.625;10;25.0321793556;
50;6;27.1970214844;29.0;6;37.478990674;4;31.0193061829;25.625;10;25.1164972782;
51;6;27.2436962128;29.0;7;37.6270952225;4;31.0698986053;25.625;10;25.2015578747;
52;6;27.2881278992;29.0;7;37.767963171;5;31.1209354401;25.625;7;40.2873202562;
53;6;26.9004173279;29.7166194916;7;37.9018731117;5;32.1723899841;26.625;8;41.1237410307;
54;6;26.9295539856;29.7350120544;8;38.0072168112;5;33.2242431641;27.625;9;41.8801486492;
55;6;27.4021644592;29.0;7;38.0447884798;6;33.2764663696;28.625;8;42.8840491772;
56;6;27.4134368896;29.0;8;38.0827163458;6;33.3290214539;29.625;7;44.6615629196;
57;6;27.4248161316;29.0;9;38.1209751368;6;33.9103775024;31.0234375;6;46.188609004;
58;6;26.9500007629;29.8104877472;9;38.1595385075;6;34.4068450928;32.3489723206;8;47.4864639044;
59;6;27.4478607178;29.0;10;38.1983793974;6;34.8287162781;33.6102333069;9;48.5822569132;
60;6;26.9500007629;29.0;10;38.2374696732;6;35.1874542236;34.8168411255;11;49.505146265;
61;6;26.9500007629;29.0;10;38.2767804861;6;35.494354248;35.9782943726;11;50.0770277977;
62;7;26.9500007629;29.0;8;56.3162822723;6;32.4000015259;39.0;11;50.5450117588;
63;7;25.9500007629;31.0;8;58.6559439898;6;30.4000015259;38.794380188;11;50.787788868;
64;7;25.9500007629;33.0;8;61.2536258698;6;31.4000015259;36.8938941956;12;51.9897656441;
